Matchup,LAD @ ARI
Pitcher,Ryne Nelson
Pitcher Team,ARI
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.1,277,0.232,0.320,0.469,0.236,1.19,15,2.07,6.9%,22.1%,18.8%,17.2%,11.9%,7.16,63.5%,7.8%,11.8%,43.1%,41.7%,17.6%,15.2%
vsLHB,35.1,148,0.213,0.299,0.441,0.228,1.08,8,2.04,6.1%,19.5%,15.5%,13.7%,10.2%,5.86,61.2%,7.2%,10.5%,38.6%,38.6%,18.2%,17.5%
vsRHB,30.0,129,0.254,0.344,0.500,0.246,1.33,7,2.10,7.8%,25.3%,22.5%,21.5%,14.0%,8.70,66.2%,8.5%,13.3%,48.9%,45.6%,17.1%,12.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Freddie Freeman LHB,+525,20,4.80,3,3,0.471,0.450,1.000,0.529,0.570,5.0%,20.0%,15.0%,11.4%,90.8,12.5%,6.2%,31.2%,50.0%,50.0%,69.5,2.6%,30.8%,12.8%,86.7%,37.5%,50.0%,31.2%,18.8%,37.5%,18.8%,43.8%,28.6%
Max Muncy LHB,+410,13,3.40,2,3,0.385,0.385,0.923,0.538,0.558,-,14.3%,15.4%,7.1%,94.2,27.3%,18.2%,36.4%,54.5%,36.4%,71.1,11.1%,33.3%,27.8%,94.7%,36.4%,50.0%,18.2%,36.4%,63.6%,18.2%,18.2%,30.0%
Shohei Ohtani LHB,+260,22,5.00,1,1,0.412,0.545,0.647,0.235,0.503,22.7%,28.9%,18.2%,13.3%,94.8,7.7%,-,23.1%,61.5%,69.2%,74.2,43.9%,24.4%,14.6%,91.1%,23.1%,33.3%,46.2%,30.8%,53.8%,15.4%,30.8%,47.8%
Will Smith RHB,+550,17,3.80,1,2,0.200,0.294,0.400,0.200,0.309,5.9%,9.4%,5.9%,4.5%,87.5,7.1%,-,-,28.6%,35.7%,69.8,11.5%,34.6%,11.5%,81.2%,57.1%,12.5%,21.4%,21.4%,7.1%,50.0%,42.9%,25.0%
Mookie Betts RHB,+600,14,4.40,1,1,0.077,0.143,0.308,0.231,0.196,7.1%,10.5%,7.1%,3.8%,89.0,-,-,8.3%,41.7%,-,69.8,-,44.4%,-,94.7%,41.7%,20.0%,-,50.0%,33.3%,25.0%,41.7%,25.0%
Kyle Tucker LHB,+600,13,4.20,1,1,0.231,0.231,0.538,0.308,0.328,-,20.7%,15.4%,10.9%,89.9,9.1%,9.1%,18.2%,36.4%,45.5%,72.1,28.0%,32.0%,12.0%,86.2%,45.5%,20.0%,36.4%,18.2%,27.3%,36.4%,36.4%,35.7%
Dalton Rushing LHB,+437,17,3.00,0,2,0.143,0.294,0.214,0.071,0.242,17.6%,36.0%,23.5%,19.1%,85.8,20.0%,-,20.0%,30.0%,30.0%,72.1,16.7%,20.8%,8.3%,96.0%,30.0%,0.0%,30.0%,20.0%,20.0%,40.0%,40.0%,46.7%
Andy Pages RHB,+470,15,5.00,0,1,0.333,0.333,0.533,0.200,0.373,-,24.0%,6.7%,12.5%,90.8,14.3%,7.1%,14.3%,35.7%,50.0%,73.1,25.0%,37.5%,20.8%,96.0%,21.4%,0.0%,50.0%,7.1%,21.4%,50.0%,28.6%,35.7%
Alex Call RHB,+990,13,3.40,0,1,0.222,0.462,0.333,0.111,0.366,30.8%,26.3%,30.8%,10.6%,88.9,20.0%,-,20.0%,60.0%,80.0%,67.4,-,21.4%,7.1%,77.8%,40.0%,0.0%,40.0%,20.0%,40.0%,40.0%,20.0%,18.2%
Santiago Espinal RHB,N/A,10,2.60,0,0,0.400,0.400,0.600,0.200,0.432,-,11.1%,-,6.7%,72.3,-,-,30.0%,10.0%,40.0%,67.5,-,18.8%,-,94.1%,10.0%,0.0%,40.0%,40.0%,30.0%,50.0%,20.0%,40.0%
Miguel Rojas RHB,N/A,10,2.40,0,0,0.333,0.300,0.333,-,0.267,-,23.5%,10.0%,9.8%,86.0,-,-,-,44.4%,22.2%,67.4,-,46.2%,30.8%,86.7%,11.1%,0.0%,22.2%,55.6%,33.3%,44.4%,22.2%,7.7%
Alex Freeland SHB,+900,8,3.20,0,0,0.286,0.375,0.286,-,0.304,12.5%,29.4%,12.5%,9.3%,87.2,-,-,-,33.3%,33.3%,69.2,-,26.7%,13.3%,88.2%,16.7%,0.0%,16.7%,50.0%,16.7%,66.7%,16.7%,11.1%
Ryan Ward LHB,+475,6,3.00,0,0,0.167,0.167,0.167,-,0.148,-,27.3%,50.0%,13.0%,86.3,-,-,-,33.3%,66.7%,71.6,-,9.1%,9.1%,100.0%,-,-,66.7%,33.3%,33.3%,66.7%,-,25.0%
