Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Bryson Stott","PHI","Taylor Clarke","ARI","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","0"
"Eduardo Valencia","DET","Dean Kremer","MIN","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","0"
"Francisco Lindor","NYM","Griffin Jax","TB","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Yainer Diaz","HOU","Davis Martin","CWS","5","0.800","0.80","0.20","1.00","3","1","0","0","1","1","5","0.0","0.800","0"
"Daylen Lile","WSH","Grant Holmes","ATL","4","0.750","1.00","2.00","2.75","0","0","1","2","3","2","11","25.0","0.750","0"
"Jung Hoo Lee","SF","Bubba Chandler","PIT","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Kazuma Okamoto","TOR","Joey Cantillo","CLE","3","0.667","1.00","1.00","1.67","1","0","0","1","1","1","5","33.3","0.667","0"
"Lawrence Butler","ATH","Cody Bradford","TEX","10","0.600","0.50","0.70","1.30","3","1","0","2","3","3","13","0.0","0.636","1"
"Patrick Bailey","CLE","Dylan Cease","TOR","7","0.571","0.80","0.14","0.71","3","1","0","0","1","0","5","28.6","0.625","1"
"Javier Baez","DET","Dean Kremer","MIN","9","0.556","0.71","0.11","0.67","4","1","0","0","1","3","6","22.2","0.600","1"
"Caleb Durbin","BOS","Bryce Miller","SEA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Brenton Doyle","CWS","Hayden Wesneski","HOU","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Brandon Marsh","PHI","Taylor Clarke","ARI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Christopher Morel","NYM","Griffin Jax","TB","2","0.500","0.50","1.00","1.50","0","0","1","0","1","0","3","0.0","0.500","0"
"Fernando Tatis Jr.","SD","Brandon Williamson","CIN","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Randal Grichuk","CWS","Hayden Wesneski","HOU","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Cody Freeman","TEX","Jacob Lopez","ATH","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.400","0"
"Isiah Kiner-Falefa","BOS","Bryce Miller","SEA","4","0.500","0.67","0.50","1.00","0","2","0","0","2","2","4","25.0","0.500","0"
"Jake Burger","TEX","Jacob Lopez","ATH","6","0.500","0.33","0.50","1.00","2","0","0","1","1","4","6","0.0","0.600","2"
"Jose Altuve","HOU","Davis Martin","CWS","8","0.500","0.57","0.25","0.75","2","2","0","0","2","2","6","12.5","0.556","1"
"Trea Turner","PHI","Taylor Clarke","ARI","10","0.500","0.44","0.50","1.00","3","0","1","1","2","2","10","0.0","0.500","0"
"Amed Rosario","NYY","Reid Detmers","LAA","16","0.438","0.58","0.13","0.56","5","2","0","0","2","1","9","25.0","0.471","1"
"Jake Meyers","HOU","Davis Martin","CWS","5","0.400","0.33","1.00","1.40","0","0","1","1","2","3","7","20.0","0.400","0"
"Nathaniel Lowe","CLE","Dylan Cease","TOR","13","0.385","0.33","0.46","0.85","3","0","0","2","2","5","11","15.4","0.556","5"
"Jackson Chourio","MIL","David Peterson","CHC","8","0.375","0.40","0.38","0.75","2","0","0","1","1","1","6","25.0","0.444","1"
"Ronald Acuna Jr.","ATL","Brad Lord","WSH","8","0.375","0.50","0.38","0.75","2","0","0","1","1","1","6","37.5","0.375","0"
"Julio Rodriguez","SEA","Patrick Sandoval","BOS","11","0.364","0.25","0.55","0.91","2","0","0","2","2","4","10","9.1","0.417","1"
"Seiya Suzuki","CHC","Jacob Misiorowski","MIL","11","0.364","0.33","0.55","0.91","2","0","0","2","2","2","10","27.3","0.462","2"
"Zach McKinstry","DET","Dean Kremer","MIN","11","0.364","0.44","0.18","0.55","2","2","0","0","2","0","6","18.2","0.364","0"
"Ernie Clement","TOR","Joey Cantillo","CLE","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Myles Straw","TOR","Joey Cantillo","CLE","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Mauricio Dubon","ATL","Brad Lord","WSH","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Luis Torrens","NYM","Griffin Jax","TB","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"Ildemaro Vargas","ARI","Andrew Painter","PHI","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Jorbit Vivas","WSH","Grant Holmes","ATL","6","0.333","0.20","0.50","0.83","1","0","0","1","1","2","5","0.0","0.429","0"
"Drake Baldwin","ATL","Brad Lord","WSH","9","0.333","0.33","0.11","0.44","2","1","0","0","1","1","4","0.0","0.333","0"
"Michael Harris II","ATL","Brad Lord","WSH","9","0.333","0.50","0.33","0.67","2","0","0","1","1","2","6","44.4","0.333","0"
"Isaac Paredes","HOU","Davis Martin","CWS","9","0.333","0.29","0.33","0.67","2","0","0","1","1","1","6","11.1","0.455","1"
"Gleyber Torres","DET","Dean Kremer","MIN","32","0.313","0.36","0.19","0.50","6","3","0","1","4","6","16","18.8","0.343","2"
"Cal Raleigh","SEA","Patrick Sandoval","BOS","7","0.286","0.40","0.14","0.43","1","1","0","0","1","0","3","28.6","0.286","0"
"Josh Naylor","SEA","Patrick Sandoval","BOS","7","0.286","0.25","0.43","0.71","1","0","0","1","1","1","5","28.6","0.375","0"
"Gary Sanchez","MIL","David Peterson","CHC","7","0.286","0.33","0.14","0.43","1","1","0","0","1","1","3","14.3","0.444","2"
"Steven Kwan","CLE","Dylan Cease","TOR","25","0.280","0.32","0.12","0.40","5","1","1","0","2","0","10","12.0","0.333","2"
"Ezequiel Duran","TEX","Jacob Lopez","ATH","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Josh Bell","MIN","Drew Anderson","DET","4","0.250","0.25","0.25","0.50","0","1","0","0","1","1","2","0.0","0.250","0"
"Joey Ortiz","MIL","David Peterson","CHC","8","0.250","0.29","0.13","0.38","1","1","0","0","1","0","3","12.5","0.250","0"
"Keibert Ruiz","WSH","Grant Holmes","ATL","8","0.250","0.29","0.13","0.38","1","1","0","0","1","0","3","12.5","0.250","0"
"JP Crawford","SEA","Patrick Sandoval","BOS","26","0.231","0.25","0.08","0.31","4","2","0","0","2","4","8","7.7","0.286","2"
"Colt Keith","DET","Dean Kremer","MIN","5","0.200","0.20","0.40","0.60","0","0","1","0","1","2","3","0.0","0.333","1"
"Alec Burleson","STL","Yoshinobu Yamamoto","LAD","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Daulton Varsho","HOU","Davis Martin","CWS","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.167","0"
"Dominic Smith","ATL","Brad Lord","WSH","5","0.200","0.33","0.20","0.40","0","1","0","0","1","1","2","40.0","0.200","0"
"Jose Ramirez","CLE","Dylan Cease","TOR","30","0.200","0.23","0.07","0.27","4","2","0","0","2","0","8","13.3","0.200","0"
"Randy Arozarena","SEA","Patrick Sandoval","BOS","16","0.188","0.17","0.25","0.44","1","1","0","1","2","2","7","18.8","0.278","2"
"Michael Busch","CHC","Jacob Misiorowski","MIL","11","0.182","0.22","0.09","0.27","1","1","0","0","1","3","3","18.2","0.250","1"
"Jarren Duran","BOS","Bryce Miller","SEA","11","0.182","0.29","0.27","0.45","0","1","1","0","2","0","5","36.4","0.182","0"
"Jo Adell","CLE","Dylan Cease","TOR","11","0.182","0.40","0.09","0.27","1","1","0","0","1","0","3","54.5","0.182","0"
"James Wood","WSH","Grant Holmes","ATL","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","16.7","0.444","3"
"Dylan Crews","WSH","Grant Holmes","ATL","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","50.0","0.286","1"
"Austin Hedges","CLE","Dylan Cease","TOR","7","0.143","0.00","0.43","0.57","0","0","0","1","1","3","4","28.6","0.111","0"
"Dillon Dingler","DET","Dean Kremer","MIN","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","37.5","0.125","0"
