Split,vsRHB
Range,Season
Dates,="8/13/2026"
Games,20

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:30 PM,Aaron Nola,@,48.2,203,4.19,0.279,0.340,1.25,0.228,0.508,11,2.03,100,28.5%,26.6%,24.1%,13.0%,9.99,6,3.0%,72.7%,8.4%,143,34.3%,15,10.5%,25.2%,19.4%,19.6%
2:10 PM,Davis Martin,vs,50.1,214,2.82,0.268,0.301,1.23,0.096,0.364,3,0.54,72,28.6%,22.9%,21.4%,15.1%,8.76,9,4.2%,60.3%,7.0%,150,41.3%,8,5.3%,21.3%,9.4%,16.0%
4:05 PM,Kevin Gausman,@,57.2,246,3.64,0.259,0.309,1.27,0.159,0.418,9,1.40,97,28.6%,26.0%,20.2%,14.7%,9.99,13,5.3%,64.2%,7.1%,168,42.9%,14,8.3%,25.6%,18.6%,20.2%
10:10 PM,Shane Drohan,@,64.1,274,3.99,0.250,0.314,1.32,0.157,0.407,9,1.26,101,25.8%,24.1%,21.4%,12.3%,9.23,23,8.4%,65.7%,7.4%,184,38.0%,16,8.7%,28.8%,15.1%,14.7%
10:07 PM,Jacob deGrom,@,47.0,200,3.14,0.247,0.297,1.28,0.134,0.382,6,1.15,71,33.4%,29.5%,22.8%,18.1%,11.30,14,7.0%,66.3%,5.8%,127,37.8%,10,7.9%,26.0%,18.2%,18.9%
7:30 PM,Taj Bradley,vs,54.0,230,3.40,0.240,0.296,1.26,0.120,0.361,5,0.83,75,23.8%,24.3%,19.1%,11.7%,9.33,18,7.8%,57.0%,8.2%,153,45.8%,5,3.3%,26.8%,12.2%,17.0%
2:10 PM,Andrew Abbott,@,91.0,400,5.36,0.239,0.317,1.47,0.141,0.380,13,1.29,132,22.0%,14.5%,13.6%,9.8%,5.74,51,12.8%,55.4%,5.8%,291,38.1%,23,7.9%,23.7%,15.9%,12.0%
4:05 PM,Cade Cavalli,vs,54.0,226,3.10,0.239,0.286,1.22,0.102,0.341,5,0.83,70,26.1%,27.0%,20.6%,12.7%,10.17,17,7.5%,66.4%,7.2%,146,42.5%,14,9.6%,20.5%,10.0%,10.3%
1:10 PM,Braxton Ashcraft,@,57.1,228,3.22,0.238,0.279,1.05,0.131,0.369,6,0.94,79,24.6%,22.8%,22.1%,13.1%,8.16,9,3.9%,66.7%,6.4%,165,35.8%,9,5.5%,20.0%,18.2%,9.7%
10:10 PM,Roki Sasaki,vs,45.0,191,5.52,0.237,0.350,1.20,0.283,0.520,11,2.20,90,25.7%,23.0%,19.3%,12.9%,8.80,13,6.8%,69.6%,8.0%,129,45.0%,17,13.2%,29.5%,23.7%,17.8%
1:35 PM,Logan Gilbert,@,60.2,237,3.86,0.230,0.291,1.02,0.180,0.410,8,1.19,91,28.5%,21.1%,17.8%,14.7%,7.42,11,4.6%,70.2%,7.2%,173,44.5%,22,12.7%,28.9%,14.0%,23.1%
3:07 PM,Max Scherzer,vs,13.2,53,5.81,0.220,0.306,1.02,0.240,0.460,4,2.63,23,22.3%,22.6%,14.5%,12.1%,7.90,3,5.7%,62.3%,8.1%,37,48.6%,4,10.8%,24.3%,44.4%,21.6%
1:10 PM,Tyler Phillips,vs,44.0,179,4.62,0.216,0.286,1.14,0.142,0.358,6,1.23,58,24.5%,17.3%,19.7%,11.8%,6.34,15,8.4%,63.1%,6.9%,131,40.5%,11,8.4%,29.8%,12.8%,14.5%
1:10 PM,Keider Montero,vs,57.0,224,3.29,0.209,0.257,0.91,0.133,0.341,5,0.79,72,21.7%,20.1%,20.6%,10.8%,7.11,8,3.6%,65.2%,9.2%,167,37.1%,10,6.0%,16.2%,18.5%,19.2%
3:07 PM,Payton Tolle,@,74.1,303,2.71,0.207,0.272,1.09,0.138,0.344,7,0.85,95,28.2%,32.7%,26.3%,15.9%,11.99,24,7.9%,65.3%,7.8%,178,37.1%,14,7.9%,31.5%,10.7%,21.3%
1:35 PM,Max Fried,vs,59.1,236,2.48,0.203,0.247,1.06,0.061,0.264,1,0.15,56,25.9%,24.6%,22.5%,11.9%,8.80,20,8.5%,55.5%,7.5%,156,30.1%,1,0.6%,21.8%,2.9%,10.3%
10:07 PM,Walbert Urena,vs,47.1,202,3.42,0.200,0.267,1.16,0.074,0.274,3,0.57,48,29.8%,25.2%,22.7%,13.9%,9.70,20,9.9%,56.4%,6.7%,125,30.4%,5,4.0%,20.8%,7.7%,11.2%
1:10 PM,Parker Messick,@,102.0,398,3.13,0.196,0.251,0.97,0.139,0.334,10,0.88,123,25.4%,26.1%,22.1%,12.3%,9.18,27,6.8%,59.3%,6.2%,267,33.7%,15,5.6%,20.2%,18.5%,14.6%
