HR Split,Overall
Dates,="9/17/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,12:35 PM,Kyle Harrison,@,1.67,-0.85,2.49,2.44,11.0%,28.9%,42.7%,27.8%,8.1%,722
2,12:40 PM,Justin Wrobleski,@,1.23,0.85,1.06,1.87,11.5%,22.3%,44.3%,29.5%,9.3%,932
3,12:40 PM,Brady Singer,vs,1.11,1.16,0.57,1.82,11.5%,24.9%,47.0%,24.6%,6.5%,1525
4,1:10 PM,Jeffrey Springs,@,0.52,1.23,0.13,1.87,9.1%,15.6%,33.8%,29.4%,6.4%,1422
5,3:10 PM,Tanner Gordon,vs,0.46,0.71,-0.06,1.43,9.8%,11.7%,39.6%,34.1%,7.8%,881
6,7:15 PM,Aaron Nola,@,0.35,0.38,0.28,1.55,8.8%,18.0%,38.3%,27.2%,5.3%,1225
7,9:38 PM,Taj Bradley,@,0.33,0.62,-0.15,1.23,8.3%,16.2%,44.6%,29.1%,8.5%,1420
8,7:15 PM,Seth Lugo,@,0.00,0.55,-0.58,1.20,6.7%,15.1%,41.9%,25.7%,8.1%,1435
9,7:40 PM,Erick Fedde,vs,-0.09,-0.15,0.18,0.98,8.9%,10.4%,40.1%,32.1%,5.8%,1285
10,3:10 PM,Michael King,@,-0.21,-0.07,-0.22,1.01,8.6%,13.0%,34.5%,28.4%,6.3%,1148
11,9:38 PM,Walbert Urena,vs,-0.49,-0.83,0.20,0.76,7.2%,13.8%,41.6%,21.5%,6.1%,701
12,8:05 PM,Sonny Gray,@,-0.53,-0.27,-0.66,0.81,7.8%,9.4%,41.2%,22.4%,5.8%,1512
13,1:10 PM,Drew Rasmussen,vs,-0.55,-0.13,-0.66,0.75,5.4%,12.2%,39.3%,24.0%,9.4%,1329
14,7:15 PM,Nolan McLean,vs,-0.64,-0.19,-0.97,0.77,6.6%,14.5%,37.4%,20.9%,5.7%,1010
15,7:40 PM,Framber Valdez,@,-0.79,-0.63,-0.55,0.70,5.0%,13.8%,40.3%,16.7%,7.3%,1641
16,8:05 PM,Tyler Alexander,vs,-1.07,-1.16,-0.61,0.80,3.2%,9.8%,28.7%,24.3%,6.7%,732
17,12:35 PM,Wilber Dotel,vs,-1.29,-1.23,-0.46,0.29,1.7%,4.2%,42.3%,24.3%,9.4%,184
