Matchup,BOS @ TB
Pitcher,Jake Bennett
Pitcher Team,BOS
Opposing Team,TB

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,1.1,1.50,="2-5",.400,1.000,0.600,1,0,0,2,0.0,0,.333,1.333
Batting Second,2.0,0.50,="1-6",.167,.167,0.000,0,0,0,0,16.7,0,.167,.334
Batting Third,1.0,3.00,="2-4",.500,.500,0.000,0,0,0,0,0.0,1,.600,1.100
Batting Fourth,1.2,0.60,="0-4",.000,.000,0.000,0,0,0,0,20.0,1,.200,.200
Batting Fifth,1.0,1.00,="0-3",.000,.000,0.000,0,0,0,0,0.0,1,.250,.250
Batting Sixth,0.2,3.00,="2-4",.500,.500,0.000,0,0,0,1,0.0,0,.500,1.000
Batting Seventh,1.1,0.75,="1-4",.250,.250,0.000,0,0,0,0,25.0,0,.250,.500
Batting Eighth,0.2,3.00,="2-4",.500,.500,0.000,0,0,0,1,25.0,0,.500,1.000
Batting Ninth,0.2,3.00,="1-3",.333,.333,0.000,0,0,0,0,0.0,1,.500,.833

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Yandy Diaz RHB,Batting First ​,="45-121",.372,.595,0.223,6,7,1,28,13.6,12,.443,1.038
Austin Slater RHB,Batting Second ​,="1-3",.333,.333,0.000,0,0,0,0,33.3,0,.333,.666
Junior Caminero RHB,Batting Third ​,="18-62",.290,.500,0.210,3,4,0,9,16.2,12,.405,.905
Ryan Vilade RHB,Batting Fourth ​,="18-39",.462,.667,0.205,1,3,1,10,14.6,7,.532,1.199
Jonathan Aranda LHB,Batting Fifth ​,="5-11",.455,.455,0.000,0,0,0,1,23.1,2,.538,.993
Ben Williamson RHB,Batting Sixth ​,="13-60",.217,.283,0.066,0,2,1,5,25.8,5,.288,.571
Nick Fortes RHB,Batting Seventh ​,="6-34",.176,.294,0.118,1,1,0,3,8.6,1,.200,.494
Cedric Mullins LHB,Batting Eighth ​,="3-15",.200,.267,0.067,0,1,0,1,0.0,2,.294,.561
Taylor Walls SHB,Batting Ninth ​,="22-121",.182,.240,0.058,0,3,2,13,26.1,17,.288,.528
