Matchup,WSH @ BOS
Pitcher,Andrew Alvarez
Pitcher Team,WSH
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,35.1,157,0.275,0.328,0.408,0.134,1.53,2,0.51,9.6%,28.4%,26.8%,21.8%,12.7%,10.70,51.3%,6.8%,5.0%,48.0%,10.0%,20.0%,20.0%
vsLHB,10.1,48,0.295,0.341,0.432,0.136,1.65,1,0.87,8.3%,28.6%,18.8%,17.0%,12.6%,7.84,53.1%,6.3%,2.9%,40.0%,11.4%,25.0%,17.1%
vsRHB,25.0,109,0.265,0.322,0.398,0.133,1.48,1,0.36,10.1%,28.3%,30.3%,23.6%,12.8%,11.88,50.5%,7.0%,6.2%,52.3%,9.2%,16.7%,21.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Wilyer Abreu LHB,,+460,25,15,4.00,1,1,0.182,0.400,0.455,0.273,0.372,26.7%,21.4%,13.3%,8.5%,90.3,302.9,3,1,11.1%,-,-,33.3%,-,75.0,50.0%,19.2%,7.7%,92.9%,44.4%,44.4%,25.0%,-,44.4%,11.1%,55.6%,33.3%,12.5%
Andruw Monasterio RHB,,+710,43,10,2.80,1,1,0.375,0.500,0.875,0.500,0.556,20.0%,27.8%,40.0%,11.9%,85.7,312.6,2,2,25.0%,25.0%,25.0%,50.0%,25.0%,72.0,22.2%,16.7%,11.1%,100.0%,50.0%,25.0%,100.0%,25.0%,25.0%,25.0%,50.0%,25.0%,25.0%
Caleb Durbin RHB,,+1000,15,8,3.80,1,1,0.429,0.500,0.857,0.429,0.566,12.5%,10.0%,25.0%,3.8%,92.6,246.9,1,1,20.0%,20.0%,40.0%,60.0%,20.0%,70.4,22.2%,44.4%,11.1%,90.0%,60.0%,20.0%,100.0%,40.0%,40.0%,60.0%,20.0%,20.0%,22.2%
Willson Contreras RHB,,+400,43,14,3.20,0,0,0.273,0.429,0.273,-,0.335,14.3%,33.3%,14.3%,14.6%,84.2,175.0,1,0,-,-,33.3%,33.3%,22.2%,79.8,82.4%,23.5%,11.8%,81.0%,22.2%,-,-,22.2%,33.3%,66.7%,11.1%,22.2%,27.3%
Ceddanne Rafaela RHB,,+700,17,14,4.00,0,0,0.308,0.357,0.385,0.077,0.328,7.1%,34.2%,35.7%,23.6%,87.9,255.4,1,0,-,-,25.0%,12.5%,37.5%,68.9,9.1%,15.2%,3.0%,86.8%,62.5%,25.0%,0.0%,37.5%,37.5%,25.0%,50.0%,25.0%,61.5%
Jarren Duran LHB,,+496,11,12,3.40,0,1,0.167,0.167,0.167,-,0.148,-,40.9%,33.3%,22.0%,85.5,253.7,2,1,12.5%,-,-,25.0%,62.5%,74.7,52.4%,19.0%,9.5%,95.5%,62.5%,37.5%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,18.8%
Connor Wong RHB,,+750,15,11,3.20,0,0,0.125,0.364,0.125,-,0.264,18.2%,0.0%,9.1%,-,81.8,271.7,2,2,14.3%,-,14.3%,28.6%,28.6%,71.5,-,20.0%,-,83.3%,71.5%,42.9%,0.0%,28.6%,-,28.6%,42.9%,28.6%,42.9%
Masataka Yoshida LHB,—,N/A,13,10,3.20,0,0,0.111,0.200,0.111,-,0.154,10.0%,11.8%,10.0%,5.1%,88.7,238.7,1,0,-,-,12.5%,37.5%,37.5%,70.1,-,33.3%,-,88.2%,50.0%,12.5%,0.0%,37.5%,50.0%,37.5%,37.5%,25.0%,25.0%
Carlos Narvaez RHB,,+740,10,7,3.20,0,0,0.167,0.286,0.333,0.167,0.274,14.3%,26.7%,28.6%,11.1%,89.8,265.7,0,0,-,-,-,25.0%,50.0%,70.0,7.7%,30.8%,7.7%,86.7%,75.0%,25.0%,0.0%,50.0%,25.0%,25.0%,25.0%,50.0%,25.0%
Nate Eaton RHB,,+600,5,6,3.00,0,0,0.200,0.333,0.200,-,0.256,16.7%,25.0%,33.3%,13.6%,91.8,309.1,1,1,-,-,33.3%,33.3%,66.7%,73.5,27.3%,18.2%,-,100.0%,66.7%,-,-,66.7%,33.3%,66.7%,33.3%,-,57.1%
Anthony Seigler SHB,,+1060,3,4,3.60,0,0,0.500,0.750,0.500,-,0.547,50.0%,12.5%,-,5.6%,100.1,239.0,1,0,-,-,50.0%,100.0%,100.0%,69.5,-,25.0%,25.0%,100.0%,100.0%,-,-,100.0%,-,50.0%,50.0%,-,25.0%
Tsung-Che Cheng LHB,,+683,-,3,3.40,0,0,-,-,-,-,-,-,83.3%,100.0%,35.7%,-,-,0,0,-,-,-,-,-,64.2,-,-,-,83.3%,-,-,-,-,-,-,-,-,66.7%
