Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Derek Hill,RHB,PHI,Brandon Young,R,26.9,39.5,38.4,53.2,41.3
Miguel Vargas,RHB,CWS,Nick Martinez,R,54.5,26.2,36.3,58.4,40.1
James Wood,LHB,WSH,Bryce Elder,R,40.4,49.7,12.5,54.6,38.8
Yordan Alvarez,LHB,HOU,Nathan Eovaldi,R,36.8,45.6,24,45.6,38.2
Kody Clemens,LHB,MIN,Bryce Miller,R,23.4,44.1,28.2,43.2,37
Jared Young,LHB,NYM,Janson Junk,R,36.7,32.1,25.8,50.7,35.3
Henry Davis,RHB,PIT,Hunter Greene,R,36,27.5,31.1,47.3,34.4
Esmerlyn Valdez,RHB,PIT,Hunter Greene,R,41.5,33.6,33.6,33,34.2
Yainer Diaz,RHB,HOU,Nathan Eovaldi,R,38.4,25.1,37.3,40.7,34
Carson Benge,LHB,NYM,Janson Junk,R,38,33.4,26,41.4,33.6
Isaac Paredes,RHB,HOU,Nathan Eovaldi,R,44.1,26.5,29,44.8,33.6
Leo Jimenez,RHB,MIA,Freddy Peralta,R,28.9,50,,52.9,33.6
Jake Burger,RHB,TEX,Hunter Brown,R,53.4,28.4,31.7,33.8,33.2
Mike Trout,RHB,LAA,Shane Drohan,L,39.5,21.4,21.4,60.1,32.9
Endy Rodriguez,SHB,PIT,Hunter Greene,R,38.2,37.4,28.8,28.8,32.8
Junior Caminero,RHB,TB,Erick Fedde,R,52.5,30.5,33.4,27.6,32.8
Randal Grichuk,RHB,CWS,Nick Martinez,R,49.8,18.6,19.3,57.1,31.6
Jose Siri,RHB,LAA,Shane Drohan,L,18.9,40.4,9.8,48.5,31.1
Tyler Stephenson,RHB,CIN,Paul Skenes,R,28.3,32.6,19.4,43.5,30.9
A.J. Ewing,LHB,NYM,Janson Junk,R,29.7,29.3,19.2,46.4,30.6
Bryce Harper,LHB,PHI,Brandon Young,R,25,29.1,34.9,29.4,30.5
Pete Crow-Armstrong,LHB,CHC,Will Warren,R,33.4,26.6,16.3,51.4,30.4
Max Kepler,LHB,ARI,Tanner Bibee,R,39.1,40.1,12,34.8,30.2
