Matchup,CWS @ MIN
Pitcher,Erick Fedde
Pitcher Team,CWS
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.1,235,0.271,0.362,0.498,0.227,1.48,13,2.19,9.8%,16.2%,14.5%,12.3%,6.8%,5.74,62.7%,5.9%,9.1%,39.8%,32.4%,19.3%,18.8%
vsLHB,26.1,116,0.240,0.305,0.350,0.110,1.41,2,0.68,11.2%,16.8%,14.7%,11.4%,6.8%,5.81,62.4%,5.1%,8.2%,41.2%,32.9%,7.1%,18.8%
vsRHB,26.1,119,0.299,0.417,0.636,0.336,1.59,11,3.76,8.4%,15.7%,14.3%,13.4%,6.9%,5.81,63.0%,6.7%,9.9%,38.5%,31.9%,31.0%,18.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Kreidler RHB,N/A,17,1.40,1,1,0.294,0.294,0.471,0.176,0.333,-,33.3%,29.4%,21.9%,84.7,8.3%,8.3%,8.3%,25.0%,41.7%,73.7,43.2%,10.8%,5.4%,88.1%,16.7%,50.0%,33.3%,50.0%,33.3%,50.0%,16.7%,57.9%
Byron Buxton RHB,+290,15,4.40,1,1,0.200,0.200,0.400,0.200,0.259,-,41.7%,33.3%,25.0%,88.6,10.0%,-,20.0%,30.0%,30.0%,74.1,45.7%,8.6%,5.7%,97.2%,30.0%,33.3%,30.0%,40.0%,60.0%,20.0%,20.0%,35.7%
Austin Martin RHB,+1350,12,4.20,1,1,0.167,0.167,0.417,0.250,0.249,-,34.5%,33.3%,14.7%,87.1,12.5%,-,12.5%,25.0%,25.0%,70.2,7.1%,17.9%,7.1%,96.6%,25.0%,50.0%,12.5%,62.5%,62.5%,37.5%,-,19.0%
Brooks Lee SHB,+680,15,3.40,0,1,0.400,0.400,0.533,0.133,0.407,-,17.9%,13.3%,8.2%,89.9,-,-,15.4%,53.8%,30.8%,69.1,-,30.8%,19.2%,92.9%,15.4%,0.0%,30.8%,46.2%,46.2%,23.1%,30.8%,31.2%
Orlando Arcia RHB,N/A,13,2.80,0,0,0.417,0.462,0.500,0.083,0.421,7.7%,5.6%,-,2.4%,82.1,-,-,-,8.3%,41.7%,71.1,12.5%,37.5%,6.2%,88.9%,8.3%,0.0%,25.0%,58.3%,41.7%,25.0%,33.3%,23.5%
Luke Keaschall RHB,+1200,13,4.00,0,0,0.455,0.538,0.636,0.182,0.504,7.7%,15.0%,7.7%,6.4%,78.7,-,-,20.0%,30.0%,50.0%,68.7,11.1%,27.8%,11.1%,90.0%,30.0%,0.0%,40.0%,20.0%,30.0%,50.0%,20.0%,22.2%
Victor Caratini SHB,+830,11,4.20,0,0,0.222,0.182,0.333,0.111,0.196,-,15.0%,9.1%,6.4%,90.9,-,-,10.0%,40.0%,30.0%,70.6,15.0%,40.0%,5.0%,100.0%,40.0%,0.0%,20.0%,40.0%,30.0%,40.0%,30.0%,25.0%
Josh Bell SHB,+525,11,4.00,0,1,0.250,0.455,0.375,0.125,0.373,27.3%,16.7%,36.4%,6.2%,89.9,25.0%,-,-,75.0%,25.0%,72.0,11.8%,17.6%,11.8%,94.4%,25.0%,0.0%,-,75.0%,25.0%,50.0%,25.0%,33.3%
Kody Clemens LHB,+443,11,4.20,0,1,0.364,0.364,0.545,0.182,0.390,-,15.0%,-,9.1%,94.4,9.1%,-,27.3%,36.4%,45.5%,71.0,11.8%,41.2%,17.6%,89.5%,27.3%,0.0%,27.3%,36.4%,54.5%,18.2%,18.2%,58.3%
James Outman LHB,N/A,10,2.20,0,0,0.100,0.100,0.300,0.200,0.162,-,40.7%,50.0%,23.4%,76.5,-,-,20.0%,-,40.0%,72.2,16.7%,4.2%,-,92.3%,-,-,20.0%,80.0%,60.0%,20.0%,20.0%,66.7%
Tristan Gray LHB,+600,9,3.40,0,1,0.444,0.444,0.556,0.111,0.438,-,41.2%,11.1%,18.9%,88.3,-,-,50.0%,50.0%,50.0%,73.0,47.1%,23.5%,17.6%,100.0%,12.5%,0.0%,50.0%,37.5%,62.5%,37.5%,-,14.3%
Trevor Larnach LHB,+760,6,3.80,0,0,0.500,0.500,0.833,0.333,0.572,-,17.6%,33.3%,6.0%,96.6,-,-,75.0%,50.0%,100.0%,71.8,26.7%,20.0%,13.3%,88.2%,-,-,100.0%,-,75.0%,25.0%,-,8.3%
Alex Jackson RHB,N/A,4,3.40,0,0,0.500,0.500,0.500,-,0.445,-,50.0%,25.0%,33.3%,57.1,-,-,-,-,33.3%,75.6,75.0%,-,-,66.7%,33.3%,0.0%,-,33.3%,33.3%,-,66.7%,100.0%
