Matchup,KC @ WSH
Pitcher,Zack Littell
Pitcher Team,WSH
Opposing Team,KC

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,8.1,1.68,="11-34",.324,.676,0.352,3,3,0,5,7.7,3,.359,1.035
Batting Second,8.2,1.15,="8-34",.235,.500,0.265,3,0,0,4,16.7,2,.278,.778
Batting Third,8.1,0.72,="5-31",.161,.355,0.194,2,0,0,9,12.1,1,.212,.567
Batting Fourth,8.1,0.96,="6-30",.200,.367,0.167,1,2,0,3,28.1,2,.250,.617
Batting Fifth,6.2,1.50,="6-27",.222,.370,0.148,1,1,0,1,25.8,4,.323,.693
Batting Sixth,5.2,2.29,="11-28",.393,.857,0.464,3,2,1,9,6.7,2,.433,1.290
Batting Seventh,6.2,1.20,="5-24",.208,.333,0.125,1,0,0,6,6.9,3,.276,.609
Batting Eighth,6.1,1.42,="9-27",.333,.370,0.037,0,1,0,3,6.9,0,.357,.727
Batting Ninth,6.1,1.74,="7-24",.292,.583,0.291,2,1,0,4,10.3,4,.379,.962

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Carter Jensen LHB,Batting First ​,="12-57",.211,.404,0.193,2,5,0,13,26.2,3,.246,.650
Bobby Witt Jr. RHB,Batting Second ​,="85-293",.290,.454,0.164,9,19,1,29,17.3,34,.364,.818
Jac Caglianone LHB,Batting Third ​,="4-16",.250,.313,0.063,0,1,0,1,41.2,0,.294,.607
Lane Thomas RHB,Batting Fourth ​,="2-6",.333,.500,0.167,0,1,0,1,25.0,2,.500,1.000
Michael Massey LHB,Batting Fifth ​,="0-8",.000,.000,0.000,0,0,0,1,40.0,1,.100,.100
Salvador Perez RHB,Batting Sixth ​,="5-21",.238,.238,0.000,0,0,0,0,23.8,0,.238,.476
John Rave LHB,Batting Fifth ​,="0-0",.000,.000,0.000,0,0,0,0,0.0,1,1.000,1.000
Nick Loftin RHB,Batting Eighth ​,="12-50",.240,.440,0.200,1,5,1,11,11.5,7,.333,.773
Isaac Collins SHB,Batting Ninth ​,="5-22",.227,.273,0.046,0,1,0,1,24.0,2,.320,.593
