Matchup,ATH @ BOS
Pitcher,J.T. Ginn
Pitcher Team,ATH
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,115.1,481,0.211,0.288,0.342,0.131,1.21,13,1.01,10.6%,27.4%,21.8%,22.4%,12.5%,8.19,55.1%,6.2%,6.0%,34.5%,24.1%,14.3%,16.0%
vsLHB,64.1,295,0.240,0.327,0.384,0.144,1.57,9,1.26,13.9%,27.8%,19.7%,20.8%,12.4%,8.11,50.8%,5.6%,6.2%,35.9%,24.5%,17.0%,19.3%
vsRHB,50.2,186,0.170,0.223,0.281,0.111,0.77,4,0.71,5.4%,26.9%,25.3%,24.9%,12.6%,8.35,61.7%,7.2%,5.5%,32.3%,23.6%,10.0%,11.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jarren Duran LHB,,+345,14,4.40,10,3,3,88.7,284.1,3,3,30.0%,10.0%,20.0%,60.0%,30.0%,77.1,76.9%,53.8%,46.2%,86.7%,40.0%,30.0%,100.0%,10.0%,30.0%,60.0%,20.0%,20.0%,50.0%
Wilyer Abreu LHB,,+224,17,4.80,10,2,2,97.7,304.6,4,4,20.0%,10.0%,20.0%,80.0%,50.0%,74.9,50.0%,64.3%,42.9%,100.0%,70.0%,50.0%,40.0%,20.0%,20.0%,20.0%,80.0%,-,55.6%
Connor Wong RHB,,+689,19,3.60,10,1,1,89.6,292.2,2,1,10.0%,10.0%,20.0%,50.0%,30.0%,73.7,30.8%,38.5%,30.8%,86.7%,50.0%,30.0%,33.3%,20.0%,50.0%,40.0%,40.0%,20.0%,33.3%
Ceddanne Rafaela RHB,,+401,16,5.00,10,1,1,90.2,312.1,4,2,10.0%,10.0%,20.0%,40.0%,60.0%,69.0,7.1%,50.0%,14.3%,93.3%,80.0%,40.0%,25.0%,40.0%,20.0%,30.0%,40.0%,30.0%,85.7%
Caleb Durbin RHB,,+471,8,5.00,10,1,1,79.6,277.6,2,2,20.0%,10.0%,20.0%,40.0%,50.0%,72.2,37.5%,62.5%,25.0%,88.9%,40.0%,20.0%,50.0%,20.0%,30.0%,40.0%,40.0%,20.0%,50.0%
Willson Contreras RHB,,+224,26,3.60,10,0,0,97.3,301.6,6,2,20.0%,10.0%,30.0%,60.0%,50.0%,77.1,54.5%,63.6%,45.5%,100.0%,80.0%,40.0%,0.0%,40.0%,20.0%,40.0%,50.0%,10.0%,66.7%
Andruw Monasterio RHB,,+524,10,4.60,10,0,0,86.4,265.3,2,0,-,-,40.0%,20.0%,50.0%,69.2,-,41.7%,16.7%,100.0%,60.0%,10.0%,0.0%,50.0%,40.0%,70.0%,20.0%,10.0%,14.3%
Eli White RHB,—,N/A,21,2.20,10,0,0,74.0,240.4,1,0,-,-,-,10.0%,10.0%,71.1,12.5%,12.5%,6.2%,94.1%,40.0%,40.0%,0.0%,-,60.0%,30.0%,50.0%,20.0%,71.4%
Anthony Seigler SHB,—,N/A,12,3.00,10,0,1,91.8,266.1,4,1,10.0%,-,40.0%,50.0%,80.0%,66.3,-,42.9%,9.5%,87.5%,90.0%,40.0%,0.0%,50.0%,10.0%,50.0%,20.0%,30.0%,44.4%
Nick Sogard SHB,,+743,6,5.00,10,0,1,72.6,232.7,1,1,10.0%,10.0%,20.0%,20.0%,40.0%,69.2,-,36.4%,9.1%,73.3%,50.0%,20.0%,0.0%,30.0%,20.0%,30.0%,40.0%,30.0%,55.6%
Jake Rogers RHB,—,N/A,6,2.40,10,0,0,85.5,299.6,2,0,-,-,20.0%,30.0%,10.0%,71.1,18.2%,45.5%,9.1%,100.0%,40.0%,30.0%,0.0%,10.0%,60.0%,50.0%,30.0%,20.0%,28.6%
Masataka Yoshida LHB,,+485,14,4.40,10,0,0,93.9,294.7,3,1,10.0%,10.0%,10.0%,60.0%,30.0%,74.3,53.8%,53.8%,23.1%,92.9%,40.0%,20.0%,0.0%,20.0%,50.0%,50.0%,30.0%,20.0%,50.0%
Jahmai Jones RHB,—,N/A,3,2.60,4,0,0,87.7,298.1,1,1,-,-,-,25.0%,-,77.4,33.3%,66.7%,33.3%,75.0%,50.0%,50.0%,0.0%,-,50.0%,25.0%,75.0%,-,100.0%
