Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Owen Caissie,LHB,MIA,Braxton Ashcraft,R,54.7,44.5,22.1,54.7,41.4
Willson Contreras,RHB,BOS,Max Scherzer,R,41.4,34.6,33.7,55.2,40.2
Kyle Schwarber,LHB,PHI,Taj Bradley,R,28.4,49.3,27.2,38.1,37.8
Teoscar Hernandez,RHB,LAD,Shane Drohan,L,31.3,35.2,23.2,59.1,37.2
Randal Grichuk,RHB,CWS,Andrew Abbott,L,36.4,43.9,7.3,62.1,36.7
Derek Hill,RHB,PHI,Taj Bradley,R,15.9,30.3,32.4,52.3,35
Michael Conforto,LHB,CHC,Cade Cavalli,R,37.5,29.8,17.2,58.7,34
Ezequiel Duran,RHB,TEX,Walbert Urena,R,47.4,16.7,37.9,48.3,34
Mike Trout,RHB,LAA,Jacob deGrom,R,34.9,38.9,20.1,39.8,33.1
Spencer Torkelson,RHB,DET,Parker Messick,L,24.9,35.6,24.2,42.3,32.8
Ben Rice,LHB,NYY,Logan Gilbert,R,38,25.4,23.2,51.9,32.6
Adley Rutschman,SHB,BOS,Max Scherzer,R,29.5,35,13.2,52,32.2
Joe Mack,LHB,MIA,Braxton Ashcraft,R,54.3,18.8,18.8,57,31.9
Cal Raleigh,SHB,SEA,Max Fried,L,40.3,36.4,28.5,26,31.8
Austin Wells,LHB,NYY,Logan Gilbert,R,37.7,22.4,22.2,51.5,31.1
Gary Sanchez,RHB,MIL,Roki Sasaki,R,28.2,31.4,30.5,31.2,30.8
Jazz Chisholm Jr.,LHB,NYY,Logan Gilbert,R,39.1,26.4,13.1,54.7,30.8
Nathaniel Lowe,LHB,CLE,Keider Montero,R,36.2,16.1,27.4,53.4,30.8
Christian Yelich,LHB,MIL,Roki Sasaki,R,34,22.2,17.7,53.5,29.9
Jake Burger,RHB,TEX,Walbert Urena,R,46.3,32.5,13.4,38.8,29.7
Bryce Harper,LHB,PHI,Taj Bradley,R,25.5,27.7,27.2,36.9,29.6
