Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Francisco Alvarez","NYM","Brad Lord","WSH","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Colton Cowser","BAL","Ian Seymour","TB","6","0.333","0.25","0.50","0.83","1","0","0","1","1","2","5","16.7","0.333","0"
"Ivan Herrera","STL","Matthew Boyd","CHC","6","0.333","0.40","0.17","0.50","1","1","0","0","1","1","3","33.3","0.375","1"
"Lane Thomas","ATL","Eduardo Rodriguez","ARI","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Ronald Acuna Jr.","ATL","Eduardo Rodriguez","ARI","9","0.333","0.50","0.11","0.44","2","1","0","0","1","2","4","33.3","0.333","0"
"George Springer","TOR","Cam Schlittler","NYY","10","0.300","0.33","0.10","0.40","2","1","0","0","1","1","4","20.0","0.467","3"
"Jonathan Aranda","TB","Kyle Bradish","BAL","7","0.286","0.50","0.57","0.86","0","1","0","1","2","1","6","57.1","0.375","1"
"Corey Seager","TEX","J.T. Ginn","ATH","7","0.286","0.20","0.57","0.86","0","1","0","1","2","2","6","14.3","0.286","0"
"Brandon Nimmo","TEX","J.T. Ginn","ATH","7","0.286","0.17","0.43","0.71","1","0","0","1","1","1","5","0.0","0.375","1"
"Nick Gonzales","PIT","Sonny Gray","BOS","11","0.273","0.33","0.18","0.45","1","2","0","0","2","0","5","18.2","0.333","1"
"Bobby Witt Jr.","KC","Reid Detmers","LAA","11","0.273","0.13","0.73","1.00","0","0","1","2","3","3","11","9.1","0.333","1"
"Chase Meidroth","CWS","Troy Melton","DET","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Nick Loftin","KC","Reid Detmers","LAA","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Tristan Peters","CWS","Troy Melton","DET","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Shohei Ohtani","LAD","Jacob Misiorowski","MIL","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","50.0","0.400","1"
"Christian Yelich","MIL","Justin Wrobleski","LAD","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","0.0","0.400","1"
"Jacob Young","WSH","Sean Manaea","NYM","8","0.250","0.50","0.13","0.38","1","1","0","0","1","0","3","50.0","0.300","1"
"Joc Pederson","TEX","J.T. Ginn","ATH","8","0.250","0.20","0.50","0.75","0","1","0","1","2","3","6","25.0","0.333","0"
"Masyn Winn","STL","Matthew Boyd","CHC","12","0.250","0.38","0.17","0.42","1","2","0","0","2","0","5","33.3","0.308","1"
"Brandon Lowe","PIT","Sonny Gray","BOS","12","0.250","0.22","0.25","0.50","2","0","0","1","1","4","6","16.7","0.250","0"
"Josh Bell","MIN","Jesus Luzardo","PHI","12","0.250","0.22","0.42","0.67","0","2","0","1","3","2","8","16.7","0.357","2"
"Bryan Reynolds","PIT","Sonny Gray","BOS","30","0.233","0.24","0.37","0.60","2","2","0","3","5","4","18","33.3","0.258","0"
"Drew Romo","CWS","Troy Melton","DET","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Brett Baty","NYM","Brad Lord","WSH","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","0.0","0.200","0"
"Ryan Jeffers","MIN","Jesus Luzardo","PHI","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Geraldo Perdomo","ARI","Grant Holmes","ATL","5","0.200","0.20","0.20","0.40","0","1","0","0","1","1","2","0.0","0.429","2"
"Sean Murphy","ATL","Eduardo Rodriguez","ARI","5","0.200","1.00","0.20","0.40","0","1","0","0","1","1","2","80.0","0.200","0"
"Willy Adames","SF","Michael Lorenzen","COL","10","0.200","0.20","0.20","0.40","1","0","1","0","1","2","4","10.0","0.167","0"
"Kazuma Okamoto","TOR","Cam Schlittler","NYY","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","50.0","0.167","0"
"Miguel Vargas","CWS","Troy Melton","DET","8","0.125","0.17","0.13","0.25","0","1","0","0","1","1","2","25.0","0.125","0"
"Taylor Ward","SEA","Hayden Wesneski","HOU","9","0.111","0.00","0.33","0.44","0","0","0","1","1","1","4","55.6","0.111","0"
"Matt Olson","ATL","Eduardo Rodriguez","ARI","10","0.100","0.00","0.30","0.40","0","0","0","1","1","1","4","40.0","0.308","1"
