Matchup,TEX @ STL
Pitcher,Dustin May
Pitcher Team,STL
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.0,254,0.270,0.321,0.400,0.130,1.30,5,0.74,6.7%,20.6%,20.1%,18.8%,9.7%,7.52,56.6%,7.2%,6.6%,48.4%,22.0%,10.0%,14.3%
vsLHB,36.2,162,0.298,0.361,0.447,0.149,1.58,4,0.98,9.9%,18.9%,18.5%,17.3%,8.6%,7.36,53.3%,7.3%,7.9%,47.4%,23.7%,11.1%,17.5%
vsRHB,23.2,92,0.225,0.250,0.326,0.101,0.89,1,0.38,1.1%,23.5%,22.8%,21.4%,11.7%,7.99,62.4%,6.9%,4.4%,50.0%,19.1%,7.7%,8.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,+599,26,4.40,3,3,0.217,0.308,0.609,0.391,0.386,11.5%,24.1%,11.5%,10.7%,88.2,15.0%,15.0%,30.0%,30.0%,35.0%,71.1,16.3%,26.5%,10.2%,94.2%,15.0%,66.7%,25.0%,50.0%,65.0%,30.0%,5.0%,28.6%
Josh Jung RHB,+1100,26,4.60,2,2,0.360,0.385,0.640,0.280,0.441,3.8%,16.7%,15.4%,8.4%,89.9,4.8%,4.8%,33.3%,38.1%,42.9%,70.9,7.3%,39.0%,12.2%,97.6%,19.0%,50.0%,42.9%,28.6%,47.6%,38.1%,14.3%,48.0%
Kyle Higashioka RHB,+463,17,3.40,2,2,0.312,0.353,0.750,0.438,0.469,-,4.0%,11.8%,1.4%,84.7,14.3%,7.1%,14.3%,35.7%,35.7%,70.1,4.3%,39.1%,13.0%,92.0%,21.4%,66.7%,21.4%,50.0%,42.9%,50.0%,7.1%,11.5%
Brandon Nimmo LHB,+780,27,4.20,1,4,0.192,0.222,0.346,0.154,0.248,3.7%,22.0%,22.2%,9.7%,93.9,25.0%,5.0%,25.0%,50.0%,40.0%,73.3,29.4%,38.2%,23.5%,87.2%,65.0%,7.7%,20.0%,15.0%,35.0%,60.0%,5.0%,18.5%
Evan Carter LHB,+1000,27,4.00,1,1,0.240,0.296,0.560,0.320,0.361,3.7%,26.9%,25.9%,11.9%,88.1,5.6%,-,5.6%,44.4%,16.7%,71.5,26.7%,24.4%,8.9%,90.0%,27.8%,20.0%,16.7%,50.0%,44.4%,33.3%,22.2%,33.3%
Nicky Lopez LHB,+3000,20,3.80,1,2,0.263,0.300,0.421,0.158,0.315,5.0%,28.6%,15.0%,14.5%,82.5,-,-,31.2%,25.0%,43.8%,66.2,-,30.0%,6.7%,88.2%,18.8%,0.0%,37.5%,37.5%,43.8%,43.8%,12.5%,47.6%
Danny Jansen RHB,+960,28,3.80,0,2,0.143,0.357,0.190,0.048,0.276,17.9%,17.1%,17.9%,7.5%,86.0,6.2%,-,31.2%,31.2%,18.8%,71.2,11.1%,30.6%,5.6%,92.3%,50.0%,0.0%,18.8%,25.0%,56.2%,37.5%,6.2%,34.6%
Alejandro Osuna LHB,+1480,26,3.40,0,1,0.167,0.231,0.167,-,0.190,3.8%,11.9%,3.8%,5.6%,85.0,-,-,13.0%,34.8%,30.4%,72.1,32.5%,37.5%,10.0%,97.6%,8.7%,0.0%,26.1%,56.5%,39.1%,26.1%,34.8%,25.0%
Ezequiel Duran RHB,+1050,24,4.20,0,1,0.304,0.292,0.348,0.043,0.275,-,26.4%,29.2%,16.1%,87.9,5.9%,-,-,41.2%,52.9%,72.6,25.5%,23.4%,10.6%,90.4%,17.6%,0.0%,23.5%,47.1%,23.5%,41.2%,35.3%,66.7%
Jake Burger RHB,+690,21,4.20,0,0,0.263,0.333,0.368,0.105,0.310,9.5%,26.7%,23.8%,11.8%,87.8,-,-,14.3%,35.7%,42.9%,74.7,44.4%,29.6%,18.5%,90.0%,14.3%,0.0%,35.7%,50.0%,28.6%,42.9%,28.6%,26.3%
Justin Foscue RHB,N/A,15,2.20,0,0,0.077,0.133,0.077,-,0.103,6.7%,20.8%,26.7%,8.3%,82.5,-,-,-,40.0%,10.0%,69.3,-,30.0%,5.0%,83.3%,40.0%,0.0%,10.0%,40.0%,20.0%,50.0%,30.0%,27.8%
Michael Helman RHB,N/A,6,3.40,0,0,0.167,0.167,0.167,-,0.148,-,16.7%,-,9.1%,67.1,-,-,16.7%,16.7%,16.7%,68.8,-,11.8%,-,100.0%,16.7%,0.0%,33.3%,16.7%,33.3%,50.0%,16.7%,25.0%
