Matchup,NYM @ TOR
Pitcher,Trey Yesavage
Pitcher Team,TOR
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,229,0.189,0.288,0.347,0.158,1.22,5,0.82,13.1%,30.6%,24.0%,19.4%,14.8%,9.00,59.0%,5.6%,4.2%,35.7%,24.5%,14.3%,16.1%
vsLHB,28.2,123,0.198,0.290,0.340,0.142,1.33,2,0.63,13.8%,32.4%,21.1%,21.3%,15.0%,8.16,61.8%,6.7%,5.0%,36.2%,27.5%,9.1%,16.2%
vsRHB,26.1,106,0.178,0.285,0.356,0.178,1.10,3,1.03,12.3%,28.9%,27.4%,18.0%,14.5%,9.91,55.7%,4.5%,3.2%,34.9%,20.6%,23.1%,15.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Francisco Lindor SHB,,+470,18,17,3.80,2,2,0.312,0.353,0.812,0.500,0.485,5.9%,22.9%,11.8%,10.5%,99.0,280.9,6,3,14.3%,14.3%,35.7%,78.6%,35.7%,74.1,38.5%,38.5%,19.2%,86.7%,78.6%,35.7%,40.0%,42.9%,14.3%,50.0%,28.6%,21.4%,7.1%
Carson Benge LHB,,+650,21,13,4.80,2,3,0.250,0.308,0.750,0.500,0.441,7.7%,27.3%,23.1%,12.8%,92.3,307.7,4,2,12.5%,12.5%,37.5%,62.5%,25.0%,71.2,25.0%,25.0%,10.0%,90.9%,62.5%,50.0%,50.0%,12.5%,25.0%,37.5%,25.0%,37.5%,35.7%
Ronny Mauricio SHB,,+600,16,17,3.60,1,1,0.176,0.176,0.353,0.176,0.228,-,20.0%,41.2%,14.1%,88.4,271.4,2,1,10.0%,-,20.0%,40.0%,30.0%,74.9,48.8%,12.2%,9.8%,91.1%,50.0%,20.0%,0.0%,30.0%,40.0%,30.0%,70.0%,-,70.0%
Mark Vientos RHB,,+541,12,9,3.20,1,1,0.222,0.222,0.556,0.333,0.332,-,36.0%,33.3%,24.3%,92.1,228.5,1,1,16.7%,16.7%,33.3%,50.0%,16.7%,74.3,52.6%,15.8%,10.5%,82.6%,33.3%,33.3%,50.0%,-,50.0%,33.3%,50.0%,16.7%,75.0%
Juan Soto LHB,,+343,27,15,3.80,0,1,0.250,0.400,0.333,0.083,0.333,20.0%,29.2%,13.3%,11.1%,94.0,247.6,1,1,11.1%,-,11.1%,33.3%,33.3%,71.6,19.0%,33.3%,14.3%,87.5%,55.5%,22.2%,0.0%,33.3%,33.3%,33.3%,55.6%,11.1%,50.0%
Brett Baty LHB,,+830,14,14,3.20,0,1,-,0.143,-,-,0.093,14.3%,34.5%,35.7%,19.6%,87.3,305.0,2,0,28.6%,14.3%,14.3%,42.9%,57.1%,75.3,46.4%,14.3%,3.6%,100.0%,57.2%,42.9%,0.0%,14.3%,42.9%,57.1%,-,42.9%,60.0%
Tyrone Taylor RHB,—,N/A,15,13,2.00,0,0,0.154,0.154,0.231,0.077,0.166,-,20.8%,7.7%,10.4%,81.3,222.5,2,1,-,-,25.0%,25.0%,33.3%,69.7,4.3%,30.4%,8.7%,95.8%,33.4%,16.7%,0.0%,16.7%,41.7%,58.3%,25.0%,16.7%,13.3%
Bo Bichette RHB,,+760,15,13,4.20,0,0,0.462,0.462,0.615,0.154,0.469,-,22.6%,23.1%,13.5%,91.2,257.9,2,0,-,-,40.0%,50.0%,70.0%,71.5,22.2%,22.2%,18.5%,90.0%,70.0%,10.0%,0.0%,60.0%,30.0%,60.0%,10.0%,30.0%,40.0%
A.J. Ewing LHB,,+1020,20,12,4.00,0,1,0.182,0.250,0.182,-,0.202,8.3%,14.3%,-,7.9%,89.3,276.7,3,1,9.1%,-,9.1%,45.5%,45.5%,70.0,11.1%,38.9%,5.6%,90.0%,54.6%,27.3%,0.0%,27.3%,36.4%,18.2%,45.5%,36.4%,55.6%
Jared Young LHB,,+520,31,11,2.40,0,0,0.111,0.273,0.111,-,0.199,18.2%,38.1%,18.2%,18.2%,94.5,274.9,3,2,14.3%,-,28.6%,57.1%,28.6%,75.3,66.7%,22.2%,11.1%,90.0%,42.9%,14.3%,0.0%,28.6%,28.6%,28.6%,57.1%,14.3%,16.7%
Luis Torrens RHB,—,N/A,15,10,2.60,0,0,0.300,0.300,0.300,-,0.267,-,37.5%,40.0%,18.8%,89.9,206.2,0,0,-,-,16.7%,33.3%,16.7%,68.9,4.2%,16.7%,4.2%,100.0%,33.3%,-,-,33.3%,50.0%,33.3%,50.0%,16.7%,21.4%
Francisco Alvarez RHB,,+516,22,8,3.60,0,0,0.375,0.375,0.375,-,0.334,-,55.0%,37.5%,28.2%,99.5,215.6,0,0,-,-,40.0%,80.0%,60.0%,74.4,47.4%,21.1%,15.8%,95.0%,80.0%,20.0%,0.0%,60.0%,20.0%,40.0%,40.0%,20.0%,57.1%
Eric Wagaman RHB,—,N/A,-,1,2.00,0,0,-,-,-,-,-,-,37.5%,100.0%,21.4%,-,-,0,0,-,-,-,-,-,70.7,14.3%,-,-,87.5%,-,-,-,-,-,-,-,-,33.3%
