HR Split,Overall
Dates,="7/17/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:10 PM,Dean Kremer,@,1.95,1.77,1.21,3.40,11.5%,32.8%,34.6%,40.8%,6.2%,877
2,7:05 PM,Roki Sasaki,@,1.64,1.17,1.77,2.63,15.0%,27.5%,43.5%,30.7%,7.9%,661
3,8:10 PM,Seth Lugo,vs,0.92,0.68,1.06,2.12,8.9%,22.5%,45.1%,31.0%,8.9%,1176
4,8:05 PM,Bailey Ober,@,0.84,1.07,0.23,2.06,11.1%,18.4%,35.6%,34.0%,8.7%,1041
5,9:40 PM,Merrill Kelly,vs,0.80,0.41,1.06,1.95,12.6%,21.2%,43.8%,25.5%,5.5%,1287
6,1:35 PM,Griffin Jax,@,0.62,0.49,0.71,1.53,11.1%,26.3%,42.4%,25.0%,7.4%,672
7,7:10 PM,Gavin Williams,vs,0.46,0.03,1.34,1.35,10.6%,22.0%,46.2%,24.4%,8.1%,1303
8,7:05 PM,Gerrit Cole,vs,0.44,0.93,-0.61,1.58,10.6%,17.5%,40.7%,27.6%,7.4%,322
9,7:15 PM,Cal Quantrill,@,0.26,0.62,-0.05,1.57,9.9%,14.9%,32.6%,33.1%,6.1%,784
10,10:10 PM,Bryce Miller,vs,0.22,0.13,0.35,1.53,7.5%,19.4%,32.6%,34.1%,6.9%,777
11,8:10 PM,Peter Lambert,vs,0.19,-0.00,0.41,1.53,6.6%,17.1%,32.9%,36.2%,7.7%,470
12,8:40 PM,Brady Singer,@,0.17,0.58,-0.47,1.38,8.5%,17.4%,40.8%,28.9%,6.1%,1238
13,9:38 PM,Troy Melton,@,0.08,0.63,-0.74,1.58,6.9%,16.9%,36.6%,23.6%,7.9%,515
14,9:38 PM,Reid Detmers,vs,0.01,-0.53,0.21,1.25,8.7%,13.1%,40.1%,26.3%,7.6%,838
15,9:40 PM,Gage Jump,vs,-0.02,-0.21,0.07,1.13,6.1%,15.3%,44.9%,27.9%,9.1%,314
16,7:10 PM,Jared Jones,@,-0.16,0.21,-0.44,1.26,6.4%,24.1%,35.3%,17.3%,6.7%,230
17,8:05 PM,Colin Rea,vs,-0.18,-0.45,0.30,1.20,7.9%,9.6%,37.7%,24.5%,8.4%,1225
18,7:40 PM,Logan Henderson,vs,-0.25,-0.20,-0.03,0.74,9.0%,11.3%,31.7%,29.4%,11.1%,311
19,9:40 PM,Cade Cavalli,@,-0.45,-0.07,-0.75,0.82,4.8%,16.2%,42.3%,19.3%,9.0%,750
20,7:15 PM,Anthony Kay,@,-0.47,-0.65,-0.26,0.97,6.1%,17.1%,34.4%,20.2%,6.5%,505
21,7:15 PM,Chris Sale,vs,-0.63,-1.04,-0.27,0.73,5.3%,13.0%,35.6%,23.6%,7.2%,1022
22,10:10 PM,Landen Roupp,@,-0.78,-0.86,-0.30,0.84,5.2%,13.0%,27.2%,24.9%,4.5%,1005
23,1:35 PM,Jake Bennett,vs,-0.82,-1.75,-0.30,0.56,6.1%,10.3%,33.3%,21.9%,6.5%,299
24,8:10 PM,Michael King,@,-0.88,-0.71,-0.59,0.55,6.0%,7.2%,33.2%,25.1%,5.6%,871
25,7:40 PM,Sandy Alcantara,@,-0.89,-0.47,-1.02,0.66,4.4%,9.0%,32.4%,22.9%,6.9%,1426
26,7:15 PM,Spencer Miles,vs,-1.17,-0.14,-1.57,0.28,3.4%,5.7%,33.7%,18.1%,10.6%,295
27,8:40 PM,Gabriel Hughes,vs,-1.87,-1.62,-1.31,0.00,0.0%,0.0%,16.7%,29.2%,6.8%,70
28,9:40 PM,Andre Pallante,@,-0.35,0.10,-0.55,0.90,6.0%,15.5%,34.5%,18.4%,7.7%,423
