Matchup,ATL @ CHC
Pitcher,Reynaldo Lopez
Pitcher Team,ATL
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.1,328,0.253,0.325,0.420,0.167,1.39,11,1.30,9.8%,22.3%,21.3%,19.0%,10.2%,8.25,59.0%,7.3%,7.6%,35.7%,27.7%,14.5%,16.1%
vsLHB,39.2,185,0.234,0.342,0.416,0.182,1.69,6,1.36,16.8%,26.5%,22.2%,17.7%,11.0%,9.30,54.1%,6.7%,8.8%,35.4%,28.3%,15.6%,18.6%
vsRHB,36.0,143,0.273,0.302,0.424,0.151,1.08,5,1.25,0.7%,16.7%,20.3%,21.2%,8.7%,7.25,65.3%,8.3%,6.3%,36.0%,27.0%,13.3%,13.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pedro Ramirez SHB,,+830,13,3.40,8,1,2,83.6,247.3,3,1,-,-,25.0%,12.5%,12.5%,73.5,33.3%,41.7%,-,92.3%,50.0%,37.5%,33.3%,12.5%,12.5%,25.0%,50.0%,25.0%,0.0%
Michael Conforto LHB,,+425,20,3.40,8,1,1,88.3,249.8,1,1,12.5%,-,12.5%,25.0%,37.5%,73.2,25.0%,25.0%,8.3%,100.0%,50.0%,25.0%,50.0%,25.0%,37.5%,37.5%,37.5%,25.0%,0.0%
Michael Busch LHB,,+490,22,4.20,8,1,1,90.9,274.7,1,1,12.5%,-,12.5%,50.0%,50.0%,67.0,-,41.7%,25.0%,100.0%,62.5%,37.5%,33.3%,25.0%,37.5%,37.5%,50.0%,12.5%,75.0%
Miguel Amaya RHB,—,N/A,24,3.60,8,0,0,80.0,252.6,2,1,-,-,12.5%,37.5%,37.5%,69.6,-,28.6%,-,93.3%,37.5%,37.5%,0.0%,-,25.0%,37.5%,50.0%,12.5%,75.0%
Alex Bregman RHB,,+514,17,4.20,8,0,0,85.9,228.8,1,1,-,-,37.5%,12.5%,25.0%,69.8,-,60.0%,-,100.0%,37.5%,25.0%,0.0%,12.5%,37.5%,62.5%,12.5%,25.0%,20.0%
Carson Kelly RHB,,+590,21,2.40,8,0,0,84.5,185.1,1,1,12.5%,-,12.5%,62.5%,62.5%,69.3,-,36.4%,18.2%,78.6%,50.0%,12.5%,0.0%,37.5%,37.5%,25.0%,50.0%,25.0%,40.0%
Tyrone Taylor RHB,—,N/A,24,2.40,8,0,0,82.7,246.5,3,0,-,-,12.5%,12.5%,25.0%,70.6,-,30.0%,10.0%,76.9%,50.0%,25.0%,0.0%,25.0%,25.0%,37.5%,25.0%,37.5%,25.0%
Nico Hoerner RHB,,+1400,15,4.40,8,0,0,88.3,281.0,1,0,-,-,25.0%,37.5%,12.5%,70.5,11.1%,55.6%,11.1%,90.0%,37.5%,25.0%,0.0%,12.5%,62.5%,25.0%,62.5%,12.5%,42.9%
Seiya Suzuki RHB,,+390,27,3.80,8,0,0,93.0,299.6,4,2,37.5%,-,12.5%,50.0%,25.0%,75.9,60.0%,40.0%,20.0%,90.9%,100.0%,100.0%,0.0%,-,-,12.5%,37.5%,50.0%,40.0%
Ian Happ SHB,,+520,19,3.20,8,0,0,92.8,305.9,2,2,-,-,12.5%,50.0%,25.0%,70.1,7.7%,53.8%,15.4%,92.9%,50.0%,25.0%,0.0%,25.0%,50.0%,62.5%,37.5%,-,50.0%
Gabriel Arias RHB,—,N/A,30,2.20,8,0,1,86.3,230.2,1,0,-,-,-,37.5%,37.5%,73.3,28.6%,28.6%,7.1%,93.3%,25.0%,12.5%,0.0%,12.5%,75.0%,50.0%,12.5%,37.5%,83.3%
Pete Crow-Armstrong LHB,,+260,30,4.40,8,0,1,100.3,232.8,2,2,25.0%,12.5%,37.5%,75.0%,25.0%,76.8,62.5%,43.8%,37.5%,100.0%,50.0%,25.0%,0.0%,25.0%,37.5%,75.0%,25.0%,-,100.0%
Matt Shaw RHB,—,N/A,13,2.20,8,0,2,87.1,305.3,4,2,12.5%,-,-,50.0%,37.5%,70.6,10.0%,40.0%,10.0%,100.0%,87.5%,62.5%,0.0%,25.0%,12.5%,-,62.5%,37.5%,60.0%
BJ Murray Jr. SHB,—,N/A,-,1.40,1,0,0,97.9,356.1,1,1,-,-,100.0%,100.0%,-,75.0,100.0%,100.0%,-,100.0%,100.0%,100.0%,0.0%,-,-,100.0%,-,-,0.0%
