Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-06,Citizens Bank Park,WAS @ PHI,6:05,+40%,-2%,-5%,+14%,+0.89,-0.07,-0.49,+1.20,+16%,-3%,-2%,+6%,+0.36,-0.10,-0.18,+0.49,+24%,+1%,-3%,+8%,+0.53,+0.02,-0.31,+0.71
2026-08-06,Kauffman Stadium,MIN @ KC,7:40,+19%,0%,+1%,+7%,+0.43,-0.02,+0.08,+0.60,+12%,+3%,-1%,+4%,+0.27,+0.10,-0.06,+0.37,+7%,-3%,+1%,+3%,+0.16,-0.11,+0.14,+0.23
2026-08-06,Great American BP,ATH @ CIN,12:40,+17%,-4%,-1%,+8%,+0.39,-0.13,-0.13,+0.70,+15%,+3%,-1%,+10%,+0.33,+0.09,-0.07,+0.88,+3%,-6%,-1%,-2%,+0.07,-0.22,-0.06,-0.18
2026-08-06,American Family Fld,PIT @ MIL,2:10,+16%,-13%,-10%,-2%,+0.36,-0.44,-1.03,-0.20,+11%,-11%,-9%,-3%,+0.26,-0.39,-0.91,-0.24,+5%,-1%,-1%,+0%,+0.11,-0.05,-0.12,+0.04
2026-08-06,T-Mobile Park,DET @ SEA,4:10,+12%,-12%,-6%,-2%,+0.27,-0.43,-0.62,-0.19,0%,-15%,-6%,-9%,-0.01,-0.53,-0.66,-0.77,+13%,+3%,+0%,+7%,+0.28,+0.11,+0.04,+0.57
2026-08-06,Fenway Park,CHW @ BOS,7:10,+10%,+20%,+6%,+15%,+0.21,+0.69,+0.62,+1.31,-7%,+19%,+7%,+8%,-0.16,+0.67,+0.77,+0.74,+17%,+1%,-1%,+6%,+0.38,+0.02,-0.15,+0.57
2026-08-06,Wrigley Field,TOR @ CHC,2:20,+10%,-22%,-9%,-12%,+0.22,-0.77,-0.94,-1.02,-4%,-17%,-10%,-16%,-0.10,-0.58,-1.04,-1.37,+14%,-5%,+1%,+4%,+0.31,-0.19,+0.10,+0.35
2026-08-06,Oriole Park,LAA @ BAL,12:35,+9%,+17%,+7%,+14%,+0.19,+0.58,+0.73,+1.27,-5%,+8%,+6%,+5%,-0.11,+0.28,+0.67,+0.40,+13%,+9%,+1%,+10%,+0.30,+0.30,+0.06,+0.87
2026-08-06,Truist Park,MIA @ ATL,7:15,+2%,-11%,+3%,-3%,+0.04,-0.39,+0.28,-0.24,-2%,-6%,+1%,-4%,-0.05,-0.23,+0.09,-0.32,+4%,-5%,+2%,+1%,+0.10,-0.17,+0.18,+0.09
2026-08-06,Progressive Field,NYM @ CLE,1:10,-1%,-13%,-2%,-6%,-0.03,-0.45,-0.26,-0.54,-4%,+3%,-3%,0%,-0.08,+0.09,-0.28,-0.04,+2%,-16%,+0%,-6%,+0.05,-0.54,+0.01,-0.50
2026-08-06,Chase Field,SD  @ ARI,9:40,-8%,+12%,+0%,+1%,-0.19,+0.43,+0.02,+0.07,-8%,+14%,+0%,+2%,-0.18,+0.49,+0.04,+0.16,0%,-2%,0%,-1%,-0.01,-0.06,-0.02,-0.08
