Matchup,CLE @ TEX
Pitcher,Jack Leiter
Pitcher Team,TEX
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.1,287,0.235,0.310,0.384,0.149,1.33,9,1.22,9.8%,27.0%,25.8%,22.2%,12.8%,10.04,56.1%,6.5%,11.0%,42.0%,31.5%,14.0%,18.8%
vsLHB,34.2,154,0.250,0.328,0.412,0.162,1.44,5,1.30,10.4%,26.1%,24.0%,22.4%,12.2%,9.61,56.5%,6.2%,15.2%,43.4%,30.3%,16.7%,18.2%
vsRHB,31.1,133,0.218,0.289,0.353,0.134,1.21,4,1.15,9.0%,28.0%,27.8%,22.0%,13.4%,10.63,55.6%,6.8%,6.1%,40.2%,32.9%,11.1%,19.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rhys Hoskins RHB,+360,20,3.60,1,1,0.211,0.250,0.474,0.263,0.309,5.0%,25.0%,25.0%,13.6%,81.8,21.4%,14.3%,28.6%,21.4%,7.1%,72.7,26.7%,20.0%,10.0%,83.3%,28.6%,25.0%,7.1%,28.6%,50.0%,35.7%,14.3%,36.8%
Jose Ramirez SHB,+360,20,4.40,1,1,0.222,0.250,0.500,0.278,0.309,5.0%,10.5%,5.0%,5.6%,90.7,-,-,38.9%,44.4%,44.4%,69.5,2.8%,33.3%,11.1%,94.7%,33.3%,16.7%,38.9%,22.2%,55.6%,22.2%,22.2%,36.4%
Patrick Bailey SHB,+760,20,3.20,1,4,0.200,0.200,0.500,0.300,0.294,-,25.7%,35.0%,13.0%,88.7,23.1%,7.7%,7.7%,38.5%,30.8%,73.3,44.8%,27.6%,17.2%,85.3%,46.2%,16.7%,7.7%,23.1%,30.8%,38.5%,30.8%,64.7%
Travis Bazzana LHB,+680,18,4.40,1,2,0.353,0.333,0.765,0.412,0.448,-,20.7%,11.1%,10.5%,92.6,6.2%,6.2%,31.2%,50.0%,43.8%,72.2,19.2%,42.3%,7.7%,96.3%,50.0%,12.5%,25.0%,18.8%,43.8%,37.5%,18.8%,29.4%
Kyle Manzardo LHB,+470,13,3.40,1,1,0.182,0.308,0.455,0.273,0.330,15.4%,29.6%,38.5%,11.6%,85.9,-,-,33.3%,33.3%,16.7%,68.8,4.0%,12.0%,4.0%,92.6%,33.3%,50.0%,16.7%,33.3%,33.3%,66.7%,-,29.4%
Steven Kwan LHB,+1400,23,3.80,0,0,0.190,0.261,0.190,-,0.211,8.7%,0.0%,-,-,82.2,-,-,19.0%,4.8%,52.4%,62.2,-,59.3%,-,87.1%,42.9%,0.0%,28.6%,19.0%,28.6%,42.9%,28.6%,19.2%
Chase DeLauter LHB,+540,20,3.80,0,0,0.105,0.150,0.105,-,0.121,5.0%,9.7%,10.0%,4.9%,90.5,5.9%,-,11.8%,35.3%,41.2%,70.9,6.9%,37.9%,17.2%,93.5%,17.6%,0.0%,41.2%,41.2%,23.5%,58.8%,17.6%,38.9%
Austin Hedges RHB,N/A,20,3.60,0,0,0.200,0.400,0.200,-,0.296,25.0%,15.4%,10.0%,4.9%,87.9,-,-,15.4%,23.1%,30.8%,69.4,17.4%,34.8%,8.7%,92.0%,-,-,30.8%,53.8%,53.8%,38.5%,7.7%,21.1%
Daniel Schneemann LHB,+355,18,3.60,0,0,0.062,0.167,0.062,-,0.122,11.1%,22.0%,22.2%,12.7%,84.5,-,-,8.3%,33.3%,33.3%,70.6,8.3%,16.7%,2.8%,87.8%,16.7%,0.0%,16.7%,58.3%,33.3%,41.7%,25.0%,42.1%
Angel Martinez SHB,+540,17,3.80,0,0,0.118,0.118,0.176,0.059,0.127,-,14.3%,23.5%,9.1%,80.7,-,-,7.7%,7.7%,23.1%,70.8,9.1%,18.2%,3.0%,94.3%,30.8%,0.0%,15.4%,46.2%,15.4%,69.2%,15.4%,47.4%
Brayan Rocchio SHB,+920,13,3.80,0,1,0.364,0.385,0.455,0.091,0.358,-,25.0%,15.4%,9.7%,90.0,-,-,20.0%,30.0%,40.0%,71.8,9.5%,23.8%,14.3%,91.3%,20.0%,0.0%,30.0%,40.0%,40.0%,40.0%,20.0%,20.0%
David Fry RHB,N/A,12,2.40,0,0,0.400,0.500,0.500,0.100,0.436,16.7%,25.0%,8.3%,11.3%,88.5,-,-,22.2%,33.3%,22.2%,71.1,13.6%,22.7%,9.1%,91.7%,11.1%,0.0%,22.2%,55.6%,77.8%,11.1%,11.1%,14.3%
Stuart Fairchild RHB,N/A,1,2.67,0,0,-,-,-,-,-,-,100.0%,100.0%,100.0%,-,-,-,-,-,-,69.1,-,-,-,100.0%,-,-,-,-,-,-,-,-
