Matchup,TEX @ MIA
Pitcher,Kumar Rocker
Pitcher Team,TEX
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.0,302,0.250,0.315,0.388,0.138,1.41,8,1.04,9.9%,22.8%,18.5%,17.9%,10.7%,7.30,52.3%,6.7%,7.9%,44.4%,20.6%,13.6%,15.0%
vsLHB,38.0,169,0.275,0.352,0.463,0.188,1.55,6,1.42,10.7%,21.7%,18.9%,17.7%,10.0%,7.58,52.0%,7.2%,10.1%,52.1%,22.7%,14.8%,18.5%
vsRHB,30.2,133,0.218,0.270,0.294,0.076,1.24,2,0.59,9.0%,24.2%,18.0%,18.2%,11.7%,7.04,52.6%,6.0%,5.3%,34.7%,17.9%,11.8%,10.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Stowers LHB,,+450,31,31,4.20,3,3,0.280,0.419,0.680,0.400,0.461,12.9%,29.2%,29.0%,12.7%,90.2,308.4,5,4,25.0%,12.5%,12.5%,62.5%,31.2%,75.9,57.1%,26.2%,14.3%,91.3%,31.2%,60.0%,12.5%,43.8%,43.8%,31.2%,25.0%,50.0%
Owen Caissie LHB,,+760,29,30,3.60,3,3,0.222,0.267,0.630,0.407,0.368,6.7%,27.7%,23.3%,15.3%,87.8,280.7,5,4,19.0%,9.5%,23.8%,38.1%,23.8%,75.5,62.2%,26.7%,11.1%,95.7%,42.9%,33.3%,4.8%,38.1%,47.6%,38.1%,14.3%,54.5%
Griffin Conine LHB,,+525,12,17,2.60,2,2,0.333,0.412,0.800,0.467,0.503,11.8%,32.1%,23.5%,15.5%,90.1,329.3,4,3,27.3%,18.2%,27.3%,63.6%,45.5%,74.7,42.3%,30.8%,23.1%,92.9%,18.2%,100.0%,27.3%,54.5%,63.6%,27.3%,9.1%,42.9%
Jakob Marsee LHB,,+940,15,29,4.40,1,1,0.259,0.310,0.444,0.185,0.328,6.9%,17.6%,34.5%,8.2%,81.0,214.5,1,1,5.9%,5.9%,23.5%,47.1%,35.3%,69.4,7.0%,18.6%,7.0%,87.8%,11.8%,50.0%,41.2%,17.6%,29.4%,29.4%,41.2%,14.8%
Joe Mack LHB,,+920,33,23,3.20,1,2,0.316,0.435,0.526,0.211,0.414,17.4%,17.1%,13.0%,8.0%,91.5,255.1,4,4,12.5%,-,25.0%,43.8%,37.5%,76.2,70.0%,26.7%,16.7%,88.2%,31.2%,20.0%,37.5%,25.0%,43.8%,37.5%,18.8%,41.2%
Heriberto Hernandez RHB,,+660,12,15,4.00,1,1,0.462,0.533,0.692,0.231,0.523,13.3%,42.9%,20.0%,17.9%,94.0,249.6,1,1,10.0%,10.0%,20.0%,50.0%,40.0%,75.6,59.1%,36.4%,22.7%,78.6%,20.0%,50.0%,20.0%,60.0%,40.0%,50.0%,10.0%,50.0%
Xavier Edwards SHB,,+1450,14,31,4.20,0,0,0.269,0.290,0.269,-,0.243,6.5%,29.6%,19.4%,14.0%,85.9,243.8,4,0,-,-,8.7%,21.7%,39.1%,68.3,4.3%,27.7%,4.3%,90.4%,21.7%,0.0%,21.7%,52.2%,34.8%,39.1%,26.1%,17.4%
Otto Lopez RHB,,+1000,16,24,4.20,0,0,0.286,0.375,0.333,0.048,0.319,12.5%,21.6%,4.2%,10.1%,89.6,193.3,2,0,-,-,5.0%,65.0%,20.0%,72.1,25.0%,37.5%,21.9%,91.4%,5.0%,0.0%,20.0%,65.0%,40.0%,40.0%,20.0%,10.0%
Leo Jimenez RHB,—,N/A,37,16,2.80,0,0,0.071,0.188,0.071,-,0.146,-,19.2%,12.5%,9.3%,93.3,311.0,1,1,-,-,9.1%,45.5%,18.2%,73.5,33.3%,33.3%,19.0%,87.5%,18.2%,0.0%,9.1%,72.7%,36.4%,54.5%,9.1%,16.7%
Javier Sanoja RHB,,+1320,8,16,3.40,0,0,0.125,0.125,0.125,-,0.111,-,9.1%,6.2%,5.3%,83.2,229.8,3,2,-,-,26.7%,20.0%,40.0%,69.6,9.1%,31.8%,4.5%,100.0%,20.0%,0.0%,26.7%,33.3%,46.7%,40.0%,13.3%,38.5%
Connor Norby RHB,,+850,15,12,3.00,0,3,0.273,0.333,0.364,0.091,0.308,8.3%,33.3%,25.0%,20.6%,89.7,294.3,4,2,12.5%,-,37.5%,62.5%,25.0%,71.9,15.0%,25.0%,10.0%,95.2%,75.0%,0.0%,12.5%,12.5%,50.0%,25.0%,25.0%,37.5%
Esteury Ruiz RHB,,+875,8,8,3.40,0,0,-,0.250,-,-,0.171,12.5%,23.1%,37.5%,11.5%,90.1,306.7,2,0,-,-,-,33.3%,66.7%,71.7,16.0%,8.0%,-,96.2%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,30.8%
