Matchup,MIA @ COL
Pitcher,Michael Lorenzen
Pitcher Team,COL
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.1,227,0.337,0.398,0.541,0.205,1.82,7,1.33,7.5%,18.5%,18.5%,17.6%,8.3%,7.99,63.4%,7.1%,8.4%,44.6%,27.7%,15.2%,15.7%
vsLHB,23.2,119,0.355,0.434,0.617,0.262,2.03,4,1.52,8.4%,16.9%,17.6%,16.2%,7.5%,7.99,63.0%,7.3%,9.2%,46.0%,28.7%,16.0%,13.8%
vsRHB,23.2,108,0.316,0.358,0.459,0.143,1.61,3,1.14,6.5%,20.2%,19.4%,19.3%,9.2%,7.99,63.9%,6.8%,7.6%,43.0%,26.6%,14.3%,17.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joe Mack LHB,,+522,26,23,2.80,2,3,0.273,0.304,0.545,0.273,0.366,4.3%,22.9%,13.0%,10.3%,90.8,301.0,5,4,10.5%,-,21.1%,52.6%,26.3%,75.3,56.7%,40.0%,23.3%,88.2%,57.9%,36.8%,28.6%,21.1%,42.1%,36.8%,36.8%,26.3%,31.8%
Owen Caissie LHB,,+360,31,18,3.00,2,4,0.353,0.389,0.765,0.412,0.492,-,42.4%,38.9%,22.2%,93.4,290.1,4,4,40.0%,20.0%,30.0%,60.0%,60.0%,74.6,56.7%,23.3%,20.0%,90.9%,70.0%,40.0%,50.0%,30.0%,20.0%,40.0%,40.0%,20.0%,43.8%
Otto Lopez RHB,,+560,15,34,4.40,1,1,0.312,0.353,0.531,0.219,0.379,5.9%,18.2%,5.9%,8.1%,86.5,270.3,7,2,6.7%,3.3%,13.3%,33.3%,33.3%,70.9,20.8%,35.4%,10.4%,92.3%,43.3%,23.3%,14.3%,20.0%,50.0%,33.3%,36.7%,30.0%,17.6%
Javier Sanoja RHB,,+870,13,30,4.00,1,1,0.357,0.367,0.643,0.286,0.421,3.3%,6.7%,-,3.6%,88.5,247.4,5,2,3.4%,3.4%,17.2%,41.4%,31.0%,69.4,4.8%,47.6%,16.7%,93.3%,48.3%,20.7%,16.7%,27.6%,44.8%,41.4%,31.0%,27.6%,43.8%
Liam Hicks LHB,,+520,42,29,5.00,1,3,0.458,0.552,0.625,0.167,0.507,13.8%,0.0%,-,-,82.6,261.5,3,2,4.2%,4.2%,16.7%,25.0%,29.2%,68.3,8.8%,44.1%,5.9%,89.5%,33.3%,20.8%,20.0%,12.5%,62.5%,45.8%,41.7%,12.5%,14.3%
Heriberto Hernandez RHB,—,N/A,13,29,3.60,1,3,0.120,0.241,0.320,0.200,0.250,13.8%,33.3%,20.7%,14.5%,90.2,290.6,8,4,5.3%,-,15.8%,42.1%,21.1%,74.0,51.2%,27.9%,14.0%,89.6%,47.4%,42.1%,12.5%,5.3%,36.8%,31.6%,42.1%,26.3%,41.4%
Kyle Stowers LHB,,+280,38,25,4.60,1,3,0.348,0.400,0.696,0.348,0.460,8.0%,33.3%,32.0%,17.6%,94.6,286.9,7,5,26.7%,13.3%,26.7%,60.0%,53.3%,76.0,65.8%,28.9%,23.7%,84.4%,60.0%,26.7%,25.0%,33.3%,26.7%,46.7%,46.7%,6.7%,72.0%
Griffin Conine LHB,,+389,17,20,3.20,1,1,0.235,0.350,0.471,0.235,0.355,15.0%,38.2%,25.0%,16.2%,88.7,335.9,2,2,16.7%,8.3%,16.7%,58.3%,16.7%,73.6,34.4%,21.9%,21.9%,94.1%,25.0%,8.3%,100.0%,16.7%,75.0%,50.0%,41.7%,8.3%,26.1%
Jakob Marsee LHB,,+525,19,30,4.80,0,0,0.111,0.200,0.148,0.037,0.167,10.0%,8.0%,10.0%,3.6%,80.5,212.2,3,0,-,-,25.0%,29.2%,16.7%,70.2,6.8%,27.3%,9.1%,91.7%,50.0%,25.0%,0.0%,25.0%,25.0%,33.3%,29.2%,37.5%,25.8%
Xavier Edwards SHB,,+1060,13,27,4.20,0,0,0.520,0.556,0.680,0.160,0.532,7.4%,6.7%,-,3.5%,83.1,293.0,3,0,-,-,4.0%,12.0%,24.0%,68.3,2.6%,35.9%,5.1%,90.7%,24.0%,8.0%,0.0%,16.0%,72.0%,36.0%,28.0%,36.0%,31.8%
Esteury Ruiz RHB,—,N/A,8,20,2.60,0,0,0.312,0.450,0.375,0.062,0.378,10.0%,15.4%,20.0%,7.3%,86.4,241.1,3,0,-,-,41.7%,25.0%,75.0%,69.9,5.6%,19.4%,2.8%,92.3%,75.0%,8.3%,0.0%,66.7%,16.7%,58.3%,16.7%,25.0%,20.0%
Leo Jimenez RHB,—,N/A,32,20,3.00,0,0,0.188,0.350,0.250,0.062,0.289,10.0%,45.2%,25.0%,18.2%,92.8,294.9,3,1,-,-,-,63.6%,18.2%,71.7,8.3%,33.3%,25.0%,77.4%,36.4%,27.3%,0.0%,9.1%,63.6%,18.2%,72.7%,9.1%,18.2%
Brian Navarreto RHB,—,N/A,-,6,2.00,0,0,-,0.167,-,-,0.108,16.7%,37.5%,16.7%,16.7%,57.1,368.1,1,1,-,-,-,-,50.0%,64.3,-,14.3%,14.3%,87.5%,25.0%,25.0%,0.0%,-,25.0%,50.0%,25.0%,25.0%,33.3%
