Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
George Springer,RHB,TOR,Cam Schlittler,R,35.2,46.2,40.4,54.6,45.5
James Wood,LHB,WSH,Luis Castillo,R,40.9,53.8,25.8,47.1,42.4
Bryce Eldridge,LHB,SF,Ben Brown,R,26.6,36.6,44.2,54.4,42.3
Manny Machado,RHB,SD,Trey Gibson,R,46,35.9,41,50.5,42.1
Colt Emerson,LHB,SEA,Cade Cavalli,R,50.4,27.5,56.6,41.4,42
Seiya Suzuki,RHB,CHC,Trevor McDonald,R,47.5,52.6,30.1,32.3,40.3
Derek Hill,RHB,PHI,Shane Drohan,L,30.8,41.8,42.8,38,40
Ryan O'Hearn,LHB,PIT,Lake Bachar,R,44.8,37.5,25.1,53.6,38.5
Andy Pages,RHB,LAD,Sean Burke,R,36.5,29.1,47.5,40.3,38.2
Jonathan Aranda,LHB,TB,Jose Soriano,R,32,37,31.4,49.7,38
Kyle Schwarber,LHB,PHI,Shane Drohan,L,35.8,30.1,31.1,56.5,37.6
Luke Raley,LHB,SEA,Cade Cavalli,R,32.6,38.1,30.1,48.1,37.6
Tyler Soderstrom,LHB,ATH,Kyle Freeland,L,60.8,28,31.9,38.9,35.2
Spencer Torkelson,RHB,DET,Joey Cantillo,L,24.3,39.6,25.6,43.6,34.9
Ian Happ,SHB,CHC,Trevor McDonald,R,23.9,37.8,7.2,65.5,34.2
Pete Alonso,RHB,BAL,Randy Vasquez,R,36.8,22.5,37.2,45.7,34.1
Colton Cowser,LHB,BAL,Randy Vasquez,R,35.8,40.6,20.1,40.6,34
Luis Garcia Jr.,LHB,WSH,Luis Castillo,R,46.5,19.5,35.4,47.7,34
Jackson Merrill,LHB,SD,Trey Gibson,R,24.1,43.2,10.6,53.1,34
Leo Jimenez,RHB,MIA,Bubba Chandler,R,8.2,52.5,,56.1,33.2
Nick Kurtz,LHB,ATH,Kyle Freeland,L,44.7,19.6,44.4,33.8,33.1
Victor Mesa Jr.,LHB,TB,Jose Soriano,R,67,33.6,6.6,49.7,32.9
Shohei Ohtani,LHB,LAD,Sean Burke,R,45.6,34.2,18.1,37.6,31.4
Dillon Dingler,RHB,DET,Joey Cantillo,L,22.5,14.1,47.1,40,31.3
Endy Rodriguez,SHB,PIT,Lake Bachar,R,41,32.5,8.6,52,31.1
Bryce Harper,LHB,PHI,Shane Drohan,L,49.1,27.5,23.2,36.2,30.5
Juan Soto,LHB,NYM,Martin Perez,L,51.3,34,8.9,42.9,30.4
Xander Bogaerts,RHB,SD,Trey Gibson,R,52.3,25,24,37,30.4
Nolan Arenado,RHB,ARI,Rhett Lowder,R,34.9,22.4,28.1,41.1,30
Jarren Duran,LHB,BOS,Jacob deGrom,R,36.8,22.2,21.1,48.3,29.9
Jazz Chisholm Jr.,LHB,NYY,Kevin Gausman,R,30.7,29.8,17.4,43.6,29.6
Casey Schmitt,RHB,SF,Ben Brown,R,42.6,31,19.7,34.5,29.6
Alex Freeland,SHB,LAD,Sean Burke,R,35.6,43.7,8.9,31.5,29.4
Nathaniel Lowe,LHB,CIN,Michael Soroka,R,15.8,15.9,36.5,43.5,29
Liam Hicks,LHB,MIA,Bubba Chandler,R,52.1,19.7,28.6,32.6,28.8
Rafael Devers,LHB,SF,Ben Brown,R,33.8,18.2,18.2,54,28.7
Gabriel Moreno,RHB,ARI,Rhett Lowder,R,38.9,23.6,26.9,33.7,28.6
Kyle Stowers,LHB,MIA,Bubba Chandler,R,12.9,19.3,17.9,59.3,28.2
Josh Naylor,LHB,SEA,Cade Cavalli,R,37.5,24.5,14,46,28
Fernando Tatis Jr.,RHB,SD,Trey Gibson,R,46,32.7,7.5,37.7,27.7
Alec Bohm,RHB,PHI,Shane Drohan,L,27.2,27.4,27.4,27.8,27.5
