Matchup,BOS @ SEA
Pitcher,Emerson Hancock
Pitcher Team,SEA
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.2,313,0.220,0.281,0.375,0.155,1.02,11,1.24,5.4%,22.8%,23.6%,18.7%,11.9%,8.36,64.6%,7.2%,10.6%,44.2%,29.5%,17.2%,14.3%
vsLHB,44.2,177,0.217,0.276,0.373,0.157,1.03,7,1.41,5.6%,24.2%,24.9%,19.9%,12.2%,8.87,58.8%,6.0%,13.1%,51.6%,27.9%,20.6%,9.8%
vsRHB,34.2,136,0.224,0.286,0.376,0.152,1.01,4,1.04,5.1%,21.1%,22.1%,17.1%,11.4%,7.79,72.3%,8.9%,7.4%,34.7%,31.6%,13.3%,20.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Caleb Durbin RHB,,+1260,12,20,3.80,3,3,0.211,0.250,0.684,0.474,0.392,5.0%,8.8%,15.0%,5.1%,85.3,298.5,6,5,6.2%,6.2%,37.5%,31.2%,31.2%,70.5,19.4%,25.8%,9.7%,91.2%,25.0%,75.0%,25.0%,31.2%,50.0%,37.5%,12.5%,37.5%
Willson Contreras RHB,,+495,26,23,4.40,2,2,0.263,0.391,0.632,0.368,0.437,4.3%,22.5%,26.1%,13.0%,82.9,263.7,3,2,-,-,15.4%,30.8%,15.4%,77.2,71.8%,12.8%,5.1%,97.5%,23.1%,66.7%,7.7%,53.8%,30.8%,61.5%,7.7%,47.1%
Wilyer Abreu LHB,,+410,14,20,4.40,1,2,0.333,0.400,0.667,0.333,0.449,10.0%,15.2%,15.0%,9.6%,91.8,273.3,7,3,13.3%,-,20.0%,40.0%,53.3%,73.4,25.0%,27.5%,5.0%,87.0%,40.0%,16.7%,40.0%,6.7%,26.7%,46.7%,26.7%,36.8%
Jarren Duran LHB,,+488,25,19,4.20,1,1,0.222,0.263,0.389,0.167,0.285,5.3%,31.8%,26.3%,18.2%,90.0,249.4,3,2,8.3%,-,8.3%,50.0%,25.0%,75.2,52.6%,15.8%,13.2%,88.4%,8.3%,0.0%,25.0%,50.0%,41.7%,50.0%,8.3%,37.5%
Isiah Kiner-Falefa RHB,,+1360,8,16,3.80,1,1,0.308,0.438,0.538,0.231,0.420,18.8%,4.2%,6.2%,1.5%,75.5,204.9,1,1,-,-,16.7%,16.7%,25.0%,70.6,17.4%,17.4%,-,95.8%,8.3%,100.0%,25.0%,41.7%,33.3%,41.7%,25.0%,15.0%
Mickey Gasper SHB,,+730,14,24,3.40,0,3,0.227,0.292,0.318,0.091,0.271,8.3%,13.3%,4.2%,6.0%,88.1,254.5,7,2,4.8%,-,19.0%,33.3%,23.8%,71.9,22.2%,55.6%,14.8%,90.0%,47.6%,0.0%,19.0%,19.0%,23.8%,42.9%,33.3%,26.3%
Connor Wong RHB,—,N/A,25,22,3.20,0,1,0.294,0.455,0.412,0.118,0.388,18.2%,21.6%,22.7%,10.3%,89.0,263.8,3,1,8.3%,8.3%,25.0%,50.0%,33.3%,71.6,17.1%,25.7%,14.3%,97.2%,16.7%,0.0%,33.3%,41.7%,58.3%,25.0%,16.7%,31.6%
Ceddanne Rafaela RHB,,+720,31,19,4.40,0,0,0.211,0.211,0.316,0.105,0.227,-,21.4%,26.3%,12.3%,79.9,247.0,2,1,-,-,-,35.7%,35.7%,70.5,14.7%,17.6%,5.9%,81.0%,7.1%,0.0%,28.6%,50.0%,28.6%,21.4%,50.0%,42.9%
Masataka Yoshida LHB,,+1220,18,18,3.60,0,0,0.118,0.167,0.118,-,0.139,-,20.0%,16.7%,10.0%,87.8,271.0,3,0,-,-,21.4%,14.3%,35.7%,69.9,13.3%,30.0%,-,85.7%,14.3%,0.0%,21.4%,57.1%,35.7%,50.0%,14.3%,17.4%
Marcelo Mayer LHB,,+960,8,15,3.80,0,0,0.214,0.267,0.357,0.143,0.272,6.7%,9.7%,13.3%,4.8%,78.4,219.8,1,1,-,-,8.3%,25.0%,16.7%,74.4,40.7%,11.1%,3.7%,87.1%,8.3%,0.0%,16.7%,50.0%,16.7%,50.0%,33.3%,10.0%
Andruw Monasterio RHB,,+565,24,13,2.40,0,0,0.077,0.077,0.077,-,0.068,-,36.4%,61.5%,16.0%,87.5,221.4,1,1,-,-,-,40.0%,40.0%,68.4,-,16.7%,5.6%,81.8%,40.0%,0.0%,40.0%,-,-,60.0%,40.0%,25.0%
Carlos Narvaez RHB,—,N/A,16,13,3.20,0,0,0.091,0.231,0.091,-,0.168,15.4%,31.2%,38.5%,16.4%,91.3,318.5,2,2,-,-,-,66.7%,33.3%,70.6,10.7%,14.3%,7.1%,87.5%,16.7%,0.0%,33.3%,50.0%,33.3%,16.7%,50.0%,46.2%
Nate Eaton RHB,—,N/A,-,1,1.50,0,0,-,-,-,-,-,-,0.0%,-,-,98.3,-,0,0,-,-,-,100.0%,-,65.4,-,100.0%,-,100.0%,-,-,-,100.0%,-,-,100.0%,-
