Matchup,COL @ LAD
Pitcher,Kyle Freeland
Pitcher Team,COL
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.0,244,0.342,0.414,0.615,0.273,1.71,12,2.08,4.1%,21.1%,18.0%,18.5%,10.9%,7.62,65.7%,7.7%,12.7%,43.9%,32.8%,17.7%,20.1%
vsLHB,12.2,53,0.280,0.292,0.380,0.100,1.11,1,0.71,-,28.8%,22.6%,20.0%,16.5%,8.53,69.8%,11.0%,7.5%,27.5%,27.5%,9.1%,17.5%
vsRHB,39.1,191,0.359,0.447,0.680,0.320,1.91,11,2.52,5.2%,18.8%,16.8%,18.0%,9.4%,7.32,64.6%,6.8%,14.1%,48.3%,34.2%,19.6%,20.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Freddie Freeman LHB,,+370,21,16,4.00,1,2,0.357,0.438,0.714,0.357,0.482,12.5%,16.7%,12.5%,9.8%,89.5,306.1,5,1,-,-,8.3%,58.3%,41.7%,71.0,10.7%,32.1%,14.3%,93.3%,58.4%,16.7%,50.0%,41.7%,41.7%,25.0%,33.3%,41.7%,40.0%
Shohei Ohtani LHB,,+230,35,15,4.40,1,1,0.214,0.267,0.429,0.214,0.302,6.7%,33.3%,33.3%,11.7%,86.4,262.9,1,1,11.1%,11.1%,22.2%,22.2%,33.3%,73.7,42.1%,26.3%,5.3%,90.5%,44.4%,11.1%,0.0%,33.3%,55.6%,44.4%,44.4%,11.1%,26.7%
Max Muncy LHB,,+320,36,8,3.40,1,1,0.250,0.250,0.750,0.500,0.421,-,35.3%,25.0%,18.2%,88.9,221.1,2,1,16.7%,16.7%,50.0%,33.3%,50.0%,71.0,7.7%,30.8%,7.7%,76.5%,50.0%,16.7%,100.0%,33.3%,-,50.0%,-,50.0%,30.0%
Mookie Betts RHB,,+390,21,14,4.40,0,0,0.250,0.357,0.333,0.083,0.311,14.3%,0.0%,7.1%,-,90.2,306.4,6,1,-,-,18.2%,18.2%,63.6%,70.9,20.0%,46.7%,6.7%,93.8%,81.9%,36.4%,0.0%,45.5%,18.2%,18.2%,45.5%,36.4%,18.8%
Teoscar Hernandez RHB,,+296,34,13,4.20,0,0,0.167,0.154,0.167,-,0.137,-,39.1%,23.1%,19.1%,93.7,206.3,1,0,-,-,10.0%,50.0%,20.0%,71.6,13.6%,36.4%,13.6%,95.7%,50.0%,30.0%,0.0%,20.0%,40.0%,30.0%,30.0%,40.0%,27.3%
Alex Call RHB,—,N/A,4,12,3.00,0,0,-,0.333,-,-,0.222,25.0%,31.2%,16.7%,15.9%,82.0,237.4,1,0,-,-,-,20.0%,20.0%,65.6,3.7%,14.8%,3.7%,84.4%,40.0%,20.0%,0.0%,20.0%,40.0%,-,80.0%,20.0%,33.3%
Kyle Tucker LHB,,+411,23,12,3.60,0,0,0.333,0.333,0.333,-,0.297,-,15.8%,25.0%,7.0%,94.2,270.6,2,0,-,-,11.1%,66.7%,22.2%,72.6,27.8%,33.3%,11.1%,94.7%,55.5%,33.3%,0.0%,22.2%,44.4%,55.6%,44.4%,-,27.3%
Miguel Rojas RHB,,+313,21,12,3.00,0,0,0.364,0.417,0.545,0.182,0.414,8.3%,18.2%,-,10.0%,90.3,204.6,2,1,-,-,36.4%,54.5%,27.3%,70.8,-,35.3%,17.6%,81.0%,27.3%,-,-,27.3%,54.5%,45.5%,36.4%,18.2%,22.2%
Dalton Rushing LHB,,+400,24,12,2.60,0,0,0.200,0.333,0.300,0.100,0.288,16.7%,31.0%,33.3%,15.0%,93.1,277.5,2,0,16.7%,16.7%,66.7%,66.7%,33.3%,73.2,40.0%,20.0%,10.0%,71.4%,83.3%,50.0%,0.0%,33.3%,16.7%,66.7%,33.3%,-,50.0%
Tommy Edman SHB,,+440,11,11,3.00,0,0,0.273,0.273,0.273,-,0.243,-,42.9%,36.4%,20.0%,92.6,192.6,0,0,-,-,-,42.9%,28.6%,73.2,30.8%,38.5%,23.1%,100.0%,28.6%,14.3%,0.0%,14.3%,71.4%,42.9%,57.1%,-,42.9%
Alex Freeland SHB,—,N/A,5,10,3.00,0,0,0.100,0.100,0.100,-,0.089,-,52.9%,50.0%,21.4%,87.1,283.8,1,0,-,-,-,20.0%,-,68.3,-,30.8%,7.7%,76.5%,40.0%,40.0%,0.0%,-,60.0%,40.0%,40.0%,20.0%,33.3%
Andy Pages RHB,,+300,23,7,4.20,0,1,0.333,0.429,0.333,-,0.347,14.3%,13.3%,28.6%,4.9%,87.5,196.2,1,1,25.0%,-,-,50.0%,50.0%,70.7,14.3%,14.3%,14.3%,93.3%,50.0%,25.0%,0.0%,25.0%,25.0%,-,75.0%,25.0%,14.3%
