Matchup,LAA @ SEA
Pitcher,George Kirby
Pitcher Team,SEA
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,249,0.316,0.348,0.453,0.137,1.57,5,0.80,5.6%,21.0%,21.7%,18.2%,10.8%,8.68,64.7%,7.2%,7.8%,40.0%,23.9%,11.6%,10.6%
vsLHB,30.2,137,0.315,0.361,0.480,0.165,1.60,4,1.17,6.6%,20.9%,18.2%,18.0%,10.4%,7.34,67.9%,7.2%,6.9%,42.2%,27.5%,14.3%,12.7%
vsRHB,25.1,112,0.318,0.333,0.421,0.103,1.54,1,0.36,4.5%,21.0%,25.9%,18.5%,11.2%,10.30,60.7%,7.1%,9.0%,37.2%,19.2%,6.7%,7.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jorge Soler RHB,,+670,37,26,4.20,2,2,0.286,0.385,0.714,0.429,0.441,15.4%,27.5%,23.1%,14.9%,87.5,278.5,6,4,18.8%,12.5%,37.5%,43.8%,56.2%,76.0,68.4%,21.1%,10.5%,100.0%,75.0%,31.2%,40.0%,43.8%,18.8%,56.2%,31.2%,12.5%,40.0%
Donovan Walton LHB,,+1100,16,21,3.60,2,2,0.524,0.524,1.000,0.476,0.654,-,24.4%,9.5%,13.5%,83.7,279.6,7,3,5.3%,-,31.6%,26.3%,63.2%,67.2,-,36.4%,12.1%,84.6%,73.7%,21.1%,50.0%,52.6%,15.8%,47.4%,26.3%,26.3%,41.2%
Zach Neto RHB,,+589,30,19,3.60,2,3,0.278,0.316,0.722,0.444,0.436,5.3%,27.8%,31.6%,13.9%,91.8,321.2,5,3,16.7%,16.7%,33.3%,58.3%,25.0%,71.1,12.5%,28.1%,9.4%,91.4%,58.4%,41.7%,40.0%,16.7%,41.7%,66.7%,16.7%,16.7%,23.8%
Jo Adell RHB,,+600,30,20,4.40,1,2,0.421,0.450,0.895,0.474,0.565,-,23.8%,15.0%,14.1%,90.0,265.3,4,4,12.5%,-,6.2%,56.2%,56.2%,77.3,75.7%,24.3%,13.5%,92.5%,56.3%,12.5%,50.0%,43.8%,43.8%,37.5%,31.2%,31.2%,33.3%
Tyler Heineman SHB,—,N/A,12,18,3.60,1,1,0.200,0.333,0.467,0.267,0.349,11.1%,15.6%,11.1%,8.5%,72.9,210.4,1,1,8.3%,8.3%,25.0%,8.3%,33.3%,65.3,-,13.3%,3.3%,96.8%,50.0%,33.3%,25.0%,16.7%,25.0%,50.0%,16.7%,33.3%,20.0%
Vaughn Grissom RHB,—,N/A,36,18,2.80,1,2,0.294,0.333,0.588,0.294,0.393,5.6%,11.4%,16.7%,5.3%,81.1,266.2,4,2,14.3%,7.1%,7.1%,35.7%,28.6%,71.6,32.4%,23.5%,8.8%,97.1%,50.0%,35.7%,20.0%,14.3%,35.7%,14.3%,42.9%,42.9%,15.8%
Logan O'Hoppe RHB,,+670,30,17,3.00,1,2,0.176,0.176,0.412,0.235,0.251,-,13.3%,17.6%,7.5%,85.0,273.7,5,4,7.1%,-,21.4%,35.7%,28.6%,71.3,21.7%,21.7%,13.0%,85.2%,64.3%,50.0%,14.3%,14.3%,14.3%,28.6%,28.6%,42.9%,50.0%
Jose Siri RHB,—,N/A,11,20,3.20,0,0,0.176,0.300,0.176,-,0.234,10.0%,25.0%,15.0%,14.5%,85.6,212.6,1,1,7.1%,-,7.1%,35.7%,14.3%,73.6,36.4%,18.2%,15.2%,97.1%,28.5%,21.4%,0.0%,7.1%,50.0%,35.7%,42.9%,21.4%,52.9%
Nolan Schanuel LHB,,+1080,25,20,4.60,0,0,0.250,0.400,0.312,0.062,0.327,20.0%,16.1%,10.0%,5.9%,88.6,249.7,3,0,-,-,14.3%,42.9%,35.7%,68.2,7.1%,32.1%,7.1%,100.0%,50.0%,21.4%,0.0%,28.6%,50.0%,21.4%,71.4%,7.1%,27.8%
Oswald Peraza RHB,—,N/A,23,18,3.20,0,0,0.222,0.222,0.222,-,0.198,-,33.3%,38.9%,17.4%,82.7,-,0,0,-,-,-,54.5%,9.1%,71.6,18.2%,24.2%,12.1%,91.7%,-,-,-,-,100.0%,36.4%,36.4%,27.3%,35.3%
