Matchup,MIL @ HOU
Pitcher,Tatsuya Imai
Pitcher Team,HOU
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,23.1,103,0.207,0.334,0.366,0.159,1.50,4,1.54,17.5%,30.8%,21.4%,14.7%,13.1%,8.49,50.0%,4.6%,10.2%,50.8%,22.0%,30.8%,13.6%
vsLHB,12.0,59,0.227,0.382,0.432,0.205,2.00,3,2.25,23.7%,26.1%,18.6%,11.8%,11.1%,8.25,45.8%,5.4%,12.5%,59.4%,25.0%,37.5%,12.5%
vsRHB,11.1,44,0.184,0.269,0.289,0.105,0.97,1,0.79,9.1%,38.2%,25.0%,19.3%,16.3%,8.74,55.6%,3.4%,7.4%,40.7%,18.5%,20.0%,14.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Garrett Mitchell LHB,N/A,15,3.60,2,4,0.538,0.600,1.154,0.615,0.714,13.3%,20.0%,26.7%,9.5%,101.1,44.4%,11.1%,11.1%,77.8%,33.3%,76.4,83.3%,33.3%,33.3%,94.7%,33.3%,33.3%,11.1%,55.6%,33.3%,44.4%,22.2%,46.2%
David Hamilton LHB,N/A,20,3.00,1,2,0.222,0.300,0.389,0.167,0.303,10.0%,7.1%,10.0%,3.2%,78.7,-,-,6.2%,31.2%,37.5%,70.5,17.4%,39.1%,17.4%,95.8%,37.5%,16.7%,18.8%,18.8%,25.0%,43.8%,31.2%,23.8%
Brice Turang LHB,N/A,15,4.20,1,1,0.250,0.400,0.500,0.250,0.388,20.0%,33.3%,33.3%,12.3%,96.2,-,-,-,71.4%,14.3%,66.8,-,23.1%,3.8%,89.7%,42.9%,33.3%,14.3%,42.9%,14.3%,42.9%,42.9%,25.0%
Andrew Vaughn RHB,N/A,8,2.80,1,1,0.375,0.375,0.875,0.500,0.532,-,31.8%,12.5%,17.5%,93.9,14.3%,14.3%,28.6%,71.4%,57.1%,67.2,5.0%,30.0%,15.0%,90.9%,42.9%,33.3%,42.9%,14.3%,28.6%,14.3%,57.1%,46.2%
Jackson Chourio RHB,N/A,18,4.20,0,2,0.235,0.278,0.353,0.118,0.276,5.6%,13.3%,11.1%,5.2%,93.5,20.0%,-,-,40.0%,33.3%,74.2,44.4%,44.4%,14.8%,90.0%,53.3%,0.0%,13.3%,26.7%,20.0%,40.0%,40.0%,8.7%
Blake Perkins SHB,N/A,17,1.80,0,1,-,0.118,-,-,0.081,5.9%,34.6%,35.3%,15.0%,78.9,-,-,11.1%,33.3%,-,70.0,4.5%,22.7%,4.5%,91.7%,44.4%,0.0%,-,33.3%,22.2%,33.3%,44.4%,0.0%
Jake Bauers LHB,N/A,16,3.60,0,0,0.077,0.250,0.077,-,0.182,12.5%,30.4%,31.2%,13.5%,85.3,12.5%,12.5%,12.5%,37.5%,-,77.2,81.0%,14.3%,14.3%,95.5%,12.5%,0.0%,-,87.5%,37.5%,50.0%,12.5%,33.3%
William Contreras RHB,N/A,15,4.00,0,1,0.133,0.133,0.133,-,0.119,-,18.5%,13.3%,10.6%,92.8,7.7%,-,-,53.8%,30.8%,73.4,37.5%,41.7%,25.0%,88.9%,38.5%,0.0%,23.1%,38.5%,-,61.5%,38.5%,50.0%
Christian Yelich LHB,N/A,13,4.40,0,0,0.250,0.308,0.417,0.167,0.314,7.7%,42.9%,53.8%,18.8%,93.7,-,-,-,60.0%,60.0%,72.7,32.0%,12.0%,4.0%,89.3%,20.0%,0.0%,40.0%,40.0%,40.0%,20.0%,40.0%,11.8%
Gary Sanchez RHB,N/A,12,3.00,0,0,0.200,0.333,0.300,0.100,0.288,16.7%,31.6%,16.7%,14.0%,88.6,-,-,-,37.5%,12.5%,70.3,11.8%,35.3%,11.8%,89.5%,75.0%,0.0%,12.5%,12.5%,-,87.5%,12.5%,36.4%
Sal Frelick LHB,N/A,10,3.20,0,0,0.200,0.200,0.300,0.100,0.216,-,10.0%,10.0%,4.2%,91.4,-,-,22.2%,44.4%,44.4%,67.8,-,44.4%,5.6%,90.0%,22.2%,0.0%,44.4%,33.3%,33.3%,55.6%,11.1%,15.8%
Joey Ortiz RHB,N/A,10,3.40,0,1,0.333,0.400,0.556,0.222,0.408,10.0%,11.1%,-,5.0%,89.3,-,-,-,33.3%,33.3%,73.5,27.8%,22.2%,16.7%,100.0%,44.4%,0.0%,22.2%,33.3%,11.1%,22.2%,66.7%,38.5%
Luis Rengifo SHB,N/A,9,3.20,0,0,0.250,0.333,0.250,-,0.270,11.1%,15.4%,-,7.0%,90.6,12.5%,12.5%,12.5%,62.5%,50.0%,70.2,13.6%,31.8%,4.5%,84.6%,-,-,50.0%,50.0%,12.5%,50.0%,37.5%,26.7%
