Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Ceddanne Rafaela","BOS","Jack Leiter","TEX","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.500","1"
"Geraldo Perdomo","ARI","Nick Lodolo","CIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Trent Grisham","NYY","Trey Yesavage","TOR","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Trea Turner","PHI","Jacob Misiorowski","MIL","3","0.333","0.33","0.67","1.00","0","0","1","0","1","2","3","0.0","0.333","0"
"Ketel Marte","ARI","Nick Lodolo","CIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Ryan O'Hearn","PIT","Sandy Alcantara","MIA","6","0.333","0.50","0.17","0.50","1","1","0","0","1","0","3","33.3","0.429","1"
"Tyler O'Neill","BAL","Griffin Canning","SD","6","0.333","0.25","0.50","0.83","1","0","0","1","1","1","5","16.7","0.333","0"
"Kyle Higashioka","TEX","Sonny Gray","BOS","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Brayan Rocchio","CLE","Jack Flaherty","DET","10","0.300","0.33","0.10","0.40","2","1","0","0","1","0","4","10.0","0.364","1"
"Riley Greene","DET","Tanner Bibee","CLE","28","0.286","0.40","0.07","0.36","6","2","0","0","2","1","10","28.6","0.355","2"
"Jose Ramirez","CLE","Jack Flaherty","DET","29","0.276","0.33","0.24","0.52","5","1","0","2","3","4","15","31.0","0.300","1"
"Colt Keith","DET","Tanner Bibee","CLE","19","0.263","0.33","0.16","0.42","3","1","1","0","2","4","8","21.1","0.364","3"
"Zach McKinstry","DET","Tanner Bibee","CLE","27","0.259","0.25","0.19","0.44","4","2","0","1","3","3","12","7.4","0.333","3"
"Alec Burleson","STL","Joe Ryan","MIN","4","0.250","0.00","0.75","1.00","0","0","0","1","1","3","4","0.0","0.250","0"
"Casey Schmitt","SF","Javier Assad","CHC","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Elias Diaz","TEX","Sonny Gray","BOS","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.250","0"
"Ildemaro Vargas","ARI","Nick Lodolo","CIN","8","0.250","0.17","0.38","0.63","1","0","0","1","1","1","5","12.5","0.250","0"
"Corey Seager","TEX","Sonny Gray","BOS","12","0.250","0.25","0.08","0.33","2","1","0","0","1","1","4","0.0","0.357","2"
"Kerry Carpenter","DET","Tanner Bibee","CLE","20","0.250","0.40","0.20","0.45","3","1","0","1","2","3","9","45.0","0.250","0"
"Spencer Torkelson","DET","Tanner Bibee","CLE","17","0.235","0.33","0.12","0.35","2","2","0","0","2","0","6","29.4","0.409","4"
"Jake Rogers","DET","Tanner Bibee","CLE","13","0.231","0.38","0.08","0.31","2","1","0","0","1","0","4","38.5","0.231","0"
"Angel Martinez","CLE","Jack Flaherty","DET","9","0.222","0.14","0.33","0.56","1","0","0","1","1","1","5","11.1","0.222","0"
"Francisco Alvarez","NYM","Spencer Strider","ATL","9","0.222","0.00","0.67","0.89","0","0","0","2","2","4","8","55.6","0.300","1"
"Rhys Hoskins","CLE","Jack Flaherty","DET","9","0.222","0.00","0.67","0.89","0","0","0","2","2","2","8","33.3","0.300","1"
"Dillon Dingler","DET","Tanner Bibee","CLE","14","0.214","0.30","0.07","0.29","2","1","0","0","1","1","4","28.6","0.267","1"
"Ernie Clement","TOR","Ryan Weathers","NYY","5","0.200","0.00","0.60","0.80","0","0","0","1","1","3","4","0.0","0.200","0"
"Ian Happ","CHC","Landen Roupp","SF","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.200","0"
"Matt Vierling","DET","Tanner Bibee","CLE","15","0.200","0.07","0.40","0.60","1","0","0","2","2","5","9","6.7","0.222","0"
"Bo Bichette","NYM","Spencer Strider","ATL","6","0.167","0.33","0.17","0.33","0","1","0","0","1","0","2","50.0","0.167","0"
"Leody Taveras","BAL","Griffin Canning","SD","7","0.143","0.00","0.43","0.57","0","0","0","1","1","2","4","14.3","0.250","1"
"Wenceel Perez","DET","Tanner Bibee","CLE","15","0.133","0.25","0.07","0.20","1","1","0","0","1","0","3","46.7","0.188","1"
"Kyle Manzardo","CLE","Jack Flaherty","DET","10","0.100","0.33","0.10","0.20","0","1","0","0","1","0","2","70.0","0.250","2"
