Matchup,SF @ COL
Pitcher,Tanner Gordon
Pitcher Team,COL
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,32.1,141,0.308,0.366,0.534,0.226,1.48,6,1.67,5.0%,24.8%,23.4%,20.4%,12.7%,9.19,65.0%,5.2%,13.9%,43.6%,35.6%,16.7%,26.7%
vsLHB,14.0,64,0.350,0.449,0.717,0.367,1.79,6,3.86,6.2%,30.5%,29.7%,22.6%,15.5%,12.21,71.4%,4.3%,17.1%,58.5%,46.3%,31.6%,24.4%
vsRHB,18.1,77,0.274,0.297,0.384,0.110,1.25,0,-,3.9%,19.3%,18.2%,17.9%,10.0%,6.87,59.7%,6.1%,11.7%,33.3%,28.3%,-,28.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willy Adames RHB,N/A,26,4.60,4,4,0.333,0.385,0.917,0.583,0.539,7.7%,28.3%,26.9%,14.3%,93.1,11.8%,11.8%,35.3%,58.8%,29.4%,72.5,35.4%,25.0%,12.5%,90.6%,58.8%,40.0%,11.8%,29.4%,35.3%,47.1%,17.6%,26.9%
Eric Haase RHB,N/A,16,2.40,2,2,0.250,0.250,0.688,0.438,0.398,-,38.2%,31.2%,21.3%,88.2,18.2%,9.1%,18.2%,27.3%,27.3%,71.8,6.9%,20.7%,10.3%,85.3%,36.4%,50.0%,18.2%,36.4%,36.4%,36.4%,27.3%,16.7%
Casey Schmitt RHB,N/A,29,4.60,1,1,0.143,0.138,0.286,0.143,0.178,-,20.0%,17.2%,12.0%,90.4,12.5%,8.3%,20.8%,41.7%,25.0%,71.0,13.0%,27.8%,14.8%,90.0%,29.2%,14.3%,20.8%,33.3%,33.3%,45.8%,20.8%,42.3%
Rafael Devers LHB,N/A,25,4.20,1,4,0.250,0.280,0.542,0.292,0.349,4.0%,15.8%,24.0%,7.2%,98.5,22.2%,5.6%,16.7%,61.1%,38.9%,71.9,15.6%,46.9%,25.0%,91.4%,33.3%,16.7%,22.2%,33.3%,38.9%,44.4%,16.7%,25.0%
Jesus Rodriguez RHB,N/A,22,2.40,1,1,0.316,0.409,0.474,0.158,0.389,9.1%,17.6%,4.5%,9.5%,85.5,-,-,5.6%,33.3%,44.4%,68.9,6.2%,28.1%,3.1%,97.0%,16.7%,33.3%,27.8%,55.6%,27.8%,33.3%,38.9%,42.9%
Jung Hoo Lee LHB,N/A,18,3.80,1,0,0.412,0.444,0.765,0.353,0.517,-,7.9%,-,4.2%,85.8,-,-,17.6%,35.3%,52.9%,69.0,2.9%,35.3%,8.8%,91.9%,5.9%,100.0%,47.1%,41.2%,41.2%,35.3%,23.5%,29.4%
Luis Arraez LHB,N/A,31,3.80,0,1,0.310,0.323,0.345,0.034,0.294,-,9.8%,3.2%,5.4%,89.9,-,-,24.1%,24.1%,48.3%,63.1,-,55.3%,-,95.9%,34.5%,0.0%,31.0%,34.5%,37.9%,34.5%,27.6%,29.6%
Matt Chapman RHB,N/A,29,4.20,0,0,0.231,0.310,0.269,0.038,0.264,10.3%,15.2%,10.3%,7.2%,83.7,-,-,8.7%,34.8%,17.4%,76.9,66.7%,16.7%,14.3%,95.5%,17.4%,0.0%,17.4%,43.5%,26.1%,34.8%,39.1%,34.8%
Daniel Susac RHB,N/A,24,4.00,0,1,0.227,0.292,0.364,0.136,0.287,8.3%,23.3%,33.3%,11.6%,88.4,14.3%,-,21.4%,28.6%,42.9%,69.3,5.1%,25.6%,7.7%,90.7%,28.6%,0.0%,28.6%,35.7%,42.9%,35.7%,21.4%,38.5%
Drew Gilbert LHB,N/A,19,2.60,0,1,0.263,0.263,0.474,0.211,0.313,-,22.2%,10.5%,10.3%,88.3,-,-,17.6%,35.3%,41.2%,68.1,-,37.5%,20.8%,92.3%,11.8%,0.0%,35.3%,29.4%,29.4%,35.3%,29.4%,31.2%
Bryce Eldridge LHB,N/A,17,3.60,0,1,0.133,0.235,0.200,0.067,0.203,11.8%,26.3%,17.6%,12.2%,92.5,16.7%,-,16.7%,50.0%,41.7%,73.7,27.3%,24.2%,15.2%,86.8%,50.0%,0.0%,25.0%,16.7%,25.0%,50.0%,25.0%,38.1%
Will Brennan LHB,N/A,13,2.40,0,0,-,-,-,-,-,-,9.4%,15.4%,6.7%,81.0,-,-,-,18.2%,9.1%,68.2,-,14.8%,-,90.0%,9.1%,0.0%,9.1%,54.5%,27.3%,18.2%,54.5%,53.3%
