Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Garrett Mitchell,LHB,MIL,Walker Buehler,R,33,40.4,27,63.3,41.4
Kyle Schwarber,LHB,PHI,Andre Pallante,R,39.2,48.6,29.8,44.4,41
Jonathan Aranda,LHB,TB,Mason Barnett,R,32.7,45.8,23.1,52.7,39.4
Josh Bell,SHB,MIN,Brandon Young,R,29.3,37.5,33.9,45.8,37.7
Ke'Bryan Hayes,RHB,CIN,Sean Burke,R,47.9,42.8,26.8,38.5,37.4
Derek Hill,RHB,PHI,Andre Pallante,R,21.9,29.5,31.7,55.7,36
Hunter Goodman,RHB,COL,Mitch Bratt,L,30.7,30.2,45.2,34.8,35.9
Randal Grichuk,RHB,CWS,Nick Lodolo,L,37,38.2,25,44.3,35.6
Heliot Ramos,RHB,NYY,Bryan Woo,R,36.6,37,20.7,48,34.8
Owen Caissie,LHB,MIA,Paul Skenes,R,35.7,38,20.4,46,34.5
Bryce Eldridge,LHB,SF,Hunter Brown,R,27.6,42.3,12.6,50.9,34.1
Oswald Peraza,RHB,LAA,Cody Bradford,L,35.7,36,18.9,44.9,33.1
Zach Neto,RHB,LAA,Cody Bradford,L,47.6,27.7,28.6,39.4,32.9
Esmerlyn Valdez,RHB,PIT,Eury Perez,R,36.3,37.7,26.5,32.2,32.8
Victor Mesa Jr.,LHB,TB,Mason Barnett,R,41.2,35.2,17.7,43.8,32.7
Liam Hicks,LHB,TB,Mason Barnett,R,36.6,37.5,18.6,41,32.6
Carson Benge,LHB,NYM,Martin Perez,L,42,30.9,19,45.8,32.2
Tyler Soderstrom,LHB,ATH,Nick Martinez,R,32.9,30.1,27.9,39.9,32.2
Bryson Stott,LHB,PHI,Andre Pallante,R,25.9,32.4,11.3,57,31.6
Lawrence Butler,LHB,ATH,Nick Martinez,R,33,30.3,21.4,43.2,31.1
Ben Rice,LHB,NYY,Bryan Woo,R,24,17,29.9,55.3,31.1
Max Muncy,LHB,LAD,Michael Wacha,R,30.8,25.2,30.1,40.1,31
Pete Alonso,RHB,BAL,Bailey Ober,R,29.8,21.2,33.9,41.4,30.9
Tyler Stephenson,RHB,CIN,Sean Burke,R,39,30,16,46.9,30.9
Salvador Perez,RHB,KC,Blake Snell,L,48.6,39.2,16.2,27.8,30.4
Colton Cowser,LHB,BAL,Bailey Ober,R,39.5,31,22.6,34.9,30.3
Jose Siri,RHB,LAA,Cody Bradford,L,53.6,32.1,17.9,32.1,30
Corey Seager,LHB,TEX,Ryan Johnson,R,38,28.4,22.4,37.2,29.8
Nathan Church,LHB,STL,Cristopher Sanchez,L,54.3,19.8,19.5,45.2,29.5
Ryan Kreidler,RHB,MIN,Brandon Young,R,27,32.1,17.4,41.4,29.5
Max Kepler,LHB,ARI,Tomoyuki Sugano,R,32.9,36.6,8.6,42.4,29.3
Jake McCarthy,LHB,COL,Mitch Bratt,L,69.6,26.2,26.2,20.9,29.2
Tim Tawa,RHB,ARI,Tomoyuki Sugano,R,36.3,27.4,27.6,30.8,29.2
Ivan Herrera,RHB,STL,Cristopher Sanchez,L,19.2,30.7,31.1,28.4,29.1
Dylan Crews,RHB,WSH,Shota Imanaga,L,40.7,37.3,18.5,25.8,29.1
Christian Yelich,LHB,MIL,Walker Buehler,R,35.4,25.3,19,43.4,28.9
Brandon Lowe,LHB,PIT,Eury Perez,R,33.4,34.2,20.9,28.8,28.8
Brandon Valenzuela,SHB,TOR,Patrick Sandoval,L,27.8,31.6,21.5,33.6,28.7
Bryce Harper,LHB,PHI,Andre Pallante,R,38.8,22.5,30,31.1,28.5
Nathaniel Lowe,LHB,CLE,Drew Anderson,R,29.7,19.7,22.5,47.3,28.4
Fernando Tatis Jr.,RHB,SD,Kyle Harrison,L,28.9,32.1,9,45.4,28.2
Gabriel Moreno,RHB,ARI,Tomoyuki Sugano,R,34.4,24,12.6,49.7,28
Rafael Devers,LHB,SF,Hunter Brown,R,30.7,13.2,27,48,27.8
