Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Marcell Ozuna","PIT","Eric Lauer","LAD","11","0.545","0.38","0.82","1.36","3","0","0","3","3","4","15","0.0","0.583","1"
"Ronald Acuna Jr.","ATL","Erick Fedde","CWS","19","0.316","0.21","0.53","0.84","2","1","0","3","4","6","16","10.5","0.435","4"
"Jose Ramirez","CLE","Gerrit Cole","NYY","39","0.359","0.38","0.36","0.72","7","3","1","3","7","8","28","20.5","0.458","8"
"Pedro Pages","STL","Freddy Peralta","NYM","6","0.333","0.00","1.00","1.33","0","0","0","2","2","2","8","50.0","0.333","0"
"Kyle Isbel","KC","Nathan Eovaldi","TEX","8","0.500","0.33","0.75","1.25","2","0","0","2","2","3","10","0.0","0.500","0"
"Randy Arozarena","SEA","Trevor Rogers","BAL","9","0.333","0.20","0.67","1.00","1","0","0","2","2","2","9","22.2","0.333","0"
"Kyle Schwarber","PHI","Dylan Cease","TOR","10","0.300","0.17","0.70","1.00","0","1","0","2","3","3","10","20.0","0.462","3"
"Leody Taveras","BAL","Logan Gilbert","SEA","17","0.118","0.00","0.35","0.47","0","0","0","2","2","3","8","29.4","0.167","1"
"David Hamilton","MIL","J.T. Ginn","ATH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Kyle Higashioka","TEX","Stephen Kolek","KC","2","1.000","1.00","1.50","2.50","1","0","0","1","1","3","5","0.0","1.000","0"
"Junior Caminero","TB","Payton Tolle","BOS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Matt McLain","CIN","Lucas Giolito","SD","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"Pavin Smith","ARI","Max Meyer","MIA","3","0.667","1.00","1.00","1.67","1","0","0","1","1","1","5","33.3","0.667","0"
"Eugenio Suarez","CIN","Lucas Giolito","SD","3","0.667","0.50","1.33","2.00","0","1","0","1","2","2","6","0.0","0.833","3"
"James Wood","WSH","Adrian Houser","SF","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","25.0","0.571","2"
"Josh Rojas","KC","Nathan Eovaldi","TEX","4","0.500","0.33","0.75","1.25","1","0","0","1","1","2","5","0.0","0.667","2"
"Brandon Lowe","PIT","Eric Lauer","LAD","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","0.0","0.250","0"
"Ryan McMahon","NYY","Slade Cecconi","CLE","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.500","0"
"Kyle Tucker","LAD","Paul Skenes","PIT","5","0.400","0.25","0.80","1.20","0","1","0","1","2","1","6","0.0","0.500","1"
"Rhys Hoskins","CLE","Gerrit Cole","NYY","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.333","1"
"Cody Bellinger","NYY","Slade Cecconi","CLE","5","0.400","0.25","0.60","1.00","1","0","0","1","1","2","5","0.0","0.400","0"
"Tyler Heineman","TOR","Zack Wheeler","PHI","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","60.0","0.200","0"
"Brandon Nimmo","TEX","Stephen Kolek","KC","5","0.400","0.33","0.60","1.00","1","0","0","1","1","3","5","20.0","0.400","0"
"Kyle Manzardo","CLE","Gerrit Cole","NYY","6","0.500","0.50","0.67","1.17","1","1","0","1","2","1","7","16.7","0.500","0"
"Andy Pages","LAD","Paul Skenes","PIT","6","0.667","0.75","0.83","1.50","1","2","0","1","3","1","9","16.7","0.667","0"
"Wilyer Abreu","BOS","Nick Martinez","TB","6","0.167","0.00","0.50","0.67","0","0","0","1","1","2","4","16.7","0.167","0"
"Alec Bohm","PHI","Dylan Cease","TOR","6","0.500","0.40","0.50","1.00","2","0","0","1","1","4","6","0.0","0.500","0"
"Starling Marte","KC","Nathan Eovaldi","TEX","6","0.667","0.60","0.67","1.33","2","1","0","1","2","2","8","0.0","0.750","1"
"Brandon Marsh","PHI","Dylan Cease","TOR","7","0.286","0.20","0.43","0.71","1","0","0","1","1","1","5","14.3","0.375","1"
"Willson Contreras","BOS","Nick Martinez","TB","7","0.429","0.40","0.43","0.86","2","0","0","1","1","1","6","14.3","0.556","1"
"Matt Olson","ATL","Erick Fedde","CWS","9","0.111","0.00","0.33","0.44","0","0","0","1","1","1","4","22.2","0.273","2"
"Shohei Ohtani","LAD","Paul Skenes","PIT","11","0.182","0.25","0.27","0.45","1","0","0","1","1","2","5","54.5","0.250","1"
"Vinnie Pasquantino","KC","Nathan Eovaldi","TEX","12","0.083","0.00","0.25","0.33","0","0","0","1","1","1","4","16.7","0.083","0"
"Vladimir Guerrero Jr.","TOR","Zack Wheeler","PHI","13","0.154","0.10","0.31","0.46","0","1","0","1","2","2","6","23.1","0.143","0"
"Adolis Garcia","PHI","Dylan Cease","TOR","14","0.286","0.60","0.36","0.64","1","2","0","1","3","2","9","57.1","0.333","1"
"Austin Riley","ATL","Erick Fedde","CWS","22","0.364","0.39","0.23","0.59","5","2","0","1","3","6","13","13.6","0.391","1"
"Taylor Ward","BAL","Logan Gilbert","SEA","22","0.273","0.36","0.18","0.45","4","1","0","1","2","2","10","36.4","0.308","1"
"Steven Kwan","CLE","Gerrit Cole","NYY","23","0.217","0.20","0.13","0.35","4","0","0","1","1","1","8","8.7","0.280","2"
"Elias Diaz","TEX","Stephen Kolek","KC","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Dalton Rushing","LAD","Paul Skenes","PIT","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Angel Martinez","CLE","Gerrit Cole","NYY","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
