HR Split,Overall
Dates,="6/6/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,2:15 PM,Nick Lodolo,@,1.28,-0.80,1.70,2.20,12.9%,24.9%,40.0%,28.5%,4.5%,889
2,4:10 PM,Lake Bachar,vs,1.27,0.20,1.38,2.07,8.8%,23.6%,50.8%,36.7%,7.6%,456
3,4:10 PM,Tatsuya Imai,vs,1.18,1.36,-0.15,1.86,10.8%,33.6%,49.1%,22.8%,6.3%,215
4,7:35 PM,Tanner Bibee,@,1.07,1.01,0.55,1.86,11.7%,20.8%,43.5%,29.3%,8.4%,1192
5,4:05 PM,Andrew Painter,vs,1.01,0.02,1.75,1.91,11.0%,21.3%,39.4%,30.0%,8.3%,339
6,4:10 PM,Spencer Strider,vs,0.74,1.04,-0.41,1.70,9.9%,20.4%,33.3%,38.1%,7.0%,774
7,10:10 PM,Griffin Canning,vs,0.68,1.25,-0.96,1.86,10.6%,15.5%,47.9%,20.5%,6.2%,548
8,4:10 PM,Zack Littell,@,0.52,0.78,-0.12,1.47,9.2%,13.4%,43.1%,37.6%,7.3%,1140
9,10:10 PM,Nolan McLean,@,0.32,0.01,0.53,1.45,8.2%,24.2%,40.6%,24.1%,6.1%,587
10,1:10 PM,Keider Montero,vs,0.20,0.39,-0.15,1.24,9.0%,16.5%,41.5%,27.1%,7.7%,760
11,2:10 PM,Joe Ryan,vs,0.16,0.22,-0.04,0.90,11.2%,11.9%,44.6%,30.5%,7.9%,1094
12,2:15 PM,Matthew Liberatore,vs,0.10,1.47,-0.20,1.10,10.2%,12.0%,44.5%,24.9%,7.6%,1026
13,4:05 PM,Brandon Eisert,@,-0.05,0.49,-0.40,1.10,6.9%,12.1%,44.8%,36.1%,5.4%,378
14,7:35 PM,Jack Leiter,vs,-0.07,0.18,-0.27,0.93,9.6%,11.1%,40.8%,31.5%,6.6%,1056
15,7:35 PM,Will Warren,vs,-0.14,-0.06,0.00,1.03,7.1%,12.7%,39.3%,31.2%,8.3%,1122
16,3:07 PM,Kyle Bradish,@,-0.41,-0.62,0.29,0.78,9.6%,14.9%,34.9%,22.0%,5.5%,530
17,4:10 PM,Braxton Ashcraft,@,-0.52,-0.09,-0.64,0.88,5.0%,13.7%,39.0%,25.5%,8.0%,721
18,1:10 PM,Bryce Miller,@,-0.63,-1.22,0.63,0.97,4.4%,15.3%,28.3%,25.1%,8.6%,604
19,4:10 PM,Shane McClanahan,@,-0.63,-1.45,-0.09,0.34,8.9%,4.6%,40.4%,30.1%,9.1%,322
20,2:20 PM,Ben Brown,vs,-0.76,-0.54,-0.44,0.29,8.8%,4.0%,47.0%,22.1%,8.4%,782
21,4:10 PM,Eduardo Rodriguez,vs,-0.81,-0.55,-0.50,0.60,7.6%,7.0%,34.4%,25.6%,6.0%,1116
22,2:20 PM,Landen Roupp,@,-0.96,-1.17,-0.11,0.64,5.6%,12.0%,35.0%,19.8%,5.3%,859
23,2:10 PM,Luinder Avila,@,-1.02,-0.24,-1.19,0.60,6.1%,9.6%,27.2%,22.9%,6.6%,231
24,7:35 PM,Ranger Suarez,@,-1.14,-0.08,-0.98,0.55,4.7%,9.1%,32.1%,22.9%,5.7%,1015
25,9:10 PM,Jacob Misiorowski,@,-1.35,-0.85,-0.97,0.36,3.0%,7.4%,32.4%,21.8%,8.8%,709
26,4:10 PM,Kade Morris,@,-,-,-,-,-,-,-,-,-,0
