Matchup,TB @ KC
Pitcher,Ian Seymour
Pitcher Team,TB
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,27.2,113,0.165,0.252,0.340,0.175,1.01,4,1.30,10.6%,27.8%,23.0%,19.4%,13.2%,8.46,61.1%,9.2%,4.1%,32.9%,37.0%,14.8%,32.9%
vsLHB,9.1,38,0.200,0.374,0.657,0.457,0.86,4,3.86,2.6%,29.0%,28.9%,26.8%,14.2%,10.61,68.4%,8.5%,8.3%,41.7%,50.0%,33.3%,50.0%
vsRHB,18.1,75,0.145,0.189,0.161,0.016,1.09,0,-,14.7%,27.3%,20.0%,16.1%,12.7%,7.36,57.3%,9.5%,2.0%,28.6%,30.6%,-,24.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Carter Jensen LHB,,+473,10,19,4.20,1,2,0.471,0.526,0.824,0.353,0.567,10.5%,5.3%,15.8%,1.9%,96.4,264.2,5,2,14.3%,-,28.6%,64.3%,64.3%,72.2,27.8%,66.7%,27.8%,100.0%,78.6%,28.6%,25.0%,50.0%,14.3%,35.7%,28.6%,35.7%,17.6%
Jac Caglianone LHB,,+316,20,18,4.00,1,1,0.176,0.222,0.353,0.176,0.256,-,25.6%,33.3%,16.1%,88.2,286.6,3,2,9.1%,-,9.1%,54.5%,18.2%,77.3,70.6%,17.6%,14.7%,87.2%,45.5%,36.4%,25.0%,9.1%,45.5%,54.5%,27.3%,18.2%,64.7%
Starling Marte RHB,,+725,11,19,3.60,0,0,0.412,0.474,0.471,0.059,0.416,10.5%,20.0%,10.5%,10.5%,78.8,263.3,3,1,6.7%,-,6.7%,26.7%,33.3%,71.1,28.6%,28.6%,14.3%,93.3%,33.4%,6.7%,0.0%,26.7%,53.3%,33.3%,26.7%,40.0%,35.3%
Michael Massey LHB,,+600,18,18,3.60,0,0,0.250,0.333,0.375,0.125,0.312,11.1%,7.7%,16.7%,4.1%,73.0,265.7,4,0,-,-,15.4%,7.7%,38.5%,72.1,9.5%,19.0%,4.8%,84.0%,53.9%,15.4%,0.0%,38.5%,15.4%,38.5%,46.2%,15.4%,42.9%
Salvador Perez RHB,,+420,15,15,4.00,0,2,0.267,0.267,0.400,0.133,0.288,-,23.5%,33.3%,14.5%,90.1,256.7,2,2,20.0%,10.0%,20.0%,50.0%,30.0%,72.9,18.8%,18.8%,12.5%,94.1%,40.0%,20.0%,0.0%,20.0%,50.0%,60.0%,30.0%,10.0%,55.6%
Lane Thomas RHB,,+520,6,14,4.20,0,0,0.167,0.286,0.250,0.083,0.247,14.3%,21.1%,21.4%,6.8%,91.5,263.9,1,0,-,-,22.2%,44.4%,33.3%,72.5,26.3%,36.8%,21.1%,100.0%,44.4%,11.1%,0.0%,33.3%,55.6%,33.3%,66.7%,-,21.4%
Nick Loftin RHB,,+800,13,14,3.20,0,1,0.143,0.143,0.143,-,0.127,-,13.6%,14.3%,6.8%,82.0,260.9,3,2,-,-,33.3%,16.7%,33.3%,69.6,12.5%,37.5%,6.2%,76.2%,58.3%,50.0%,0.0%,8.3%,25.0%,50.0%,33.3%,16.7%,33.3%
Isaac Collins SHB,,+830,15,12,3.20,0,0,0.400,0.500,0.600,0.200,0.474,8.3%,5.0%,16.7%,2.1%,76.7,186.0,0,0,-,-,25.0%,25.0%,25.0%,72.6,33.3%,11.1%,5.6%,94.7%,62.5%,25.0%,0.0%,37.5%,12.5%,25.0%,12.5%,62.5%,36.4%
Tyler Tolbert RHB,,+780,3,12,3.20,0,0,0.200,0.333,0.200,-,0.256,16.7%,39.1%,8.3%,18.4%,85.3,286.7,2,0,-,-,11.1%,11.1%,22.2%,69.1,4.5%,27.3%,-,95.7%,55.5%,33.3%,0.0%,22.2%,44.4%,44.4%,-,55.6%,36.4%
Bobby Witt Jr. RHB,,+325,28,10,4.20,0,0,0.444,0.400,0.444,-,0.356,-,10.5%,10.0%,4.3%,98.3,303.9,3,2,-,-,-,75.0%,62.5%,72.6,20.0%,46.7%,20.0%,88.2%,75.0%,12.5%,0.0%,62.5%,25.0%,12.5%,37.5%,50.0%,9.1%
