Matchup,ARI @ KC
Pitcher,Daniel Lynch IV
Pitcher Team,KC
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.2,274,0.212,0.272,0.340,0.128,1.10,5,0.68,7.3%,23.8%,16.8%,18.1%,11.1%,6.21,55.8%,7.9%,5.9%,36.1%,24.4%,10.0%,12.2%
vsLHB,27.2,108,0.168,0.207,0.238,0.069,0.76,1,0.33,3.7%,25.8%,19.4%,21.6%,12.8%,6.83,51.9%,8.0%,6.2%,27.5%,20.0%,6.2%,10.0%
vsRHB,39.0,166,0.242,0.314,0.409,0.168,1.33,4,0.92,9.6%,22.5%,15.1%,15.9%,10.0%,5.77,58.4%,7.8%,5.6%,41.6%,27.2%,11.8%,13.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jordan Lawlar RHB,,+800,24,2.60,5,2,2,90.7,297.4,2,2,20.0%,-,20.0%,40.0%,40.0%,68.8,-,30.0%,20.0%,100.0%,80.0%,60.0%,66.7%,20.0%,20.0%,20.0%,20.0%,60.0%,33.3%
Nolan Arenado RHB,,+560,27,4.40,5,0,0,93.5,222.7,0,0,-,-,-,40.0%,20.0%,71.1,-,66.7%,33.3%,100.0%,20.0%,-,-,20.0%,60.0%,40.0%,40.0%,20.0%,50.0%
James McCann RHB,,+800,18,3.60,5,0,1,92.3,281.7,1,1,20.0%,-,20.0%,60.0%,40.0%,71.3,11.1%,44.4%,33.3%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,80.0%,-,25.0%
Ildemaro Vargas SHB,,+940,34,3.40,5,0,0,87.0,294.1,1,0,-,-,20.0%,20.0%,40.0%,70.7,20.0%,60.0%,20.0%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,40.0%,40.0%,20.0%,0.0%
Tommy Troy RHB,—,N/A,15,3.20,5,0,0,82.5,285.5,2,1,20.0%,-,-,40.0%,60.0%,70.5,14.3%,28.6%,14.3%,77.8%,80.0%,40.0%,0.0%,40.0%,20.0%,-,60.0%,40.0%,50.0%
Ryan Waldschmidt RHB,,+1150,11,3.80,5,0,0,67.8,235.4,0,0,-,-,-,-,20.0%,73.9,50.0%,-,-,85.7%,40.0%,20.0%,0.0%,20.0%,40.0%,40.0%,20.0%,40.0%,60.0%
Adrian Del Castillo LHB,—,N/A,11,2.20,5,0,0,63.6,351.5,2,1,20.0%,-,20.0%,20.0%,40.0%,71.9,20.0%,20.0%,20.0%,83.3%,40.0%,40.0%,0.0%,-,20.0%,40.0%,40.0%,20.0%,60.0%
Ketel Marte SHB,,+521,28,4.80,5,0,0,96.0,302.6,1,0,-,-,40.0%,40.0%,20.0%,75.7,37.5%,37.5%,25.0%,88.9%,40.0%,20.0%,0.0%,20.0%,60.0%,60.0%,40.0%,-,66.7%
Geraldo Perdomo SHB,,+1120,12,4.20,5,0,0,79.5,170.6,0,0,-,-,20.0%,60.0%,-,64.3,-,60.0%,40.0%,100.0%,20.0%,-,-,20.0%,40.0%,40.0%,60.0%,-,20.0%
Lars Nootbaar LHB,—,N/A,23,2.60,5,0,1,90.4,357.6,2,2,40.0%,-,-,40.0%,40.0%,72.3,16.7%,50.0%,33.3%,100.0%,60.0%,60.0%,0.0%,-,40.0%,40.0%,20.0%,40.0%,0.0%
Lourdes Gurriel Jr. RHB,,+675,10,3.80,5,0,0,94.4,87.0,0,0,-,-,-,40.0%,-,71.3,22.2%,44.4%,22.2%,100.0%,-,-,-,-,80.0%,80.0%,20.0%,-,33.3%
Gabriel Moreno RHB,,+750,33,4.80,5,0,1,91.5,209.4,1,0,-,-,40.0%,20.0%,60.0%,75.0,42.9%,42.9%,14.3%,100.0%,60.0%,20.0%,0.0%,40.0%,20.0%,60.0%,20.0%,20.0%,25.0%
Corbin Carroll LHB,—,N/A,23,3.60,5,0,0,84.6,276.5,0,0,-,-,20.0%,20.0%,20.0%,74.4,40.0%,60.0%,20.0%,100.0%,40.0%,20.0%,0.0%,20.0%,60.0%,80.0%,-,20.0%,0.0%
Tim Tawa RHB,,+650,24,3.80,5,0,0,96.9,215.6,0,0,-,-,-,60.0%,40.0%,75.0,60.0%,60.0%,60.0%,100.0%,80.0%,20.0%,0.0%,60.0%,20.0%,20.0%,80.0%,-,100.0%
