Matchup,TOR @ ATL
Pitcher,Chris Sale
Pitcher Team,ATL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,67.0,265,0.191,0.249,0.295,0.104,0.94,6,0.81,6.4%,30.0%,30.2%,24.2%,15.1%,10.75,62.9%,6.4%,6.8%,29.6%,24.7%,15.0%,14.8%
vsLHB,17.0,67,0.219,0.253,0.328,0.109,0.94,1,0.53,3.0%,27.6%,32.8%,28.9%,13.3%,11.65,61.2%,6.8%,9.5%,26.2%,11.9%,20.0%,11.9%
vsRHB,49.2,198,0.181,0.248,0.282,0.102,0.95,5,0.91,7.6%,30.8%,29.3%,22.8%,15.7%,10.51,63.5%,6.2%,5.8%,30.8%,29.2%,14.3%,15.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,+570,12,4.00,2,2,0.273,0.333,0.909,0.636,0.510,8.3%,20.0%,25.0%,9.5%,90.8,25.0%,12.5%,50.0%,50.0%,37.5%,75.1,44.4%,27.8%,22.2%,90.0%,37.5%,66.7%,25.0%,37.5%,50.0%,37.5%,12.5%,27.3%
George Springer RHB,+660,18,4.20,1,2,0.312,0.389,0.562,0.250,0.408,11.1%,34.1%,22.2%,19.2%,91.6,15.4%,-,23.1%,46.2%,30.8%,71.9,28.1%,28.1%,12.5%,86.5%,38.5%,20.0%,23.1%,23.1%,38.5%,46.2%,15.4%,29.4%
Ernie Clement RHB,+1180,11,4.00,1,2,0.091,0.091,0.364,0.273,0.191,-,13.6%,9.1%,8.8%,84.3,20.0%,10.0%,50.0%,30.0%,30.0%,69.5,-,26.3%,10.5%,90.5%,50.0%,20.0%,10.0%,30.0%,60.0%,30.0%,10.0%,45.5%
Charles McAdoo RHB,N/A,4,4.00,1,1,0.250,0.250,1.000,0.750,0.525,-,33.3%,25.0%,21.4%,85.0,-,-,-,33.3%,-,71.6,12.5%,12.5%,-,88.9%,33.3%,100.0%,-,33.3%,-,33.3%,66.7%,50.0%
Vladimir Guerrero Jr. RHB,+600,18,4.40,0,0,0.143,0.278,0.143,-,0.207,16.7%,25.0%,5.6%,11.4%,86.6,-,-,-,21.4%,21.4%,75.9,65.6%,21.9%,9.4%,88.9%,28.6%,0.0%,14.3%,50.0%,14.3%,35.7%,50.0%,42.9%
Daulton Varsho LHB,+1200,16,4.00,0,1,0.333,0.375,0.600,0.267,0.412,6.2%,25.0%,25.0%,12.5%,84.0,9.1%,-,18.2%,45.5%,36.4%,72.1,14.3%,21.4%,7.1%,87.5%,18.2%,0.0%,36.4%,27.3%,27.3%,45.5%,27.3%,31.2%
Brandon Valenzuela SHB,+875,14,3.80,0,0,0.182,0.357,0.273,0.091,0.293,21.4%,31.8%,21.4%,13.2%,92.8,12.5%,-,25.0%,50.0%,50.0%,73.1,20.0%,35.0%,15.0%,95.2%,25.0%,0.0%,25.0%,37.5%,37.5%,37.5%,25.0%,11.1%
Tyler Heineman SHB,+1380,12,3.00,0,0,0.083,0.083,0.083,-,0.074,-,22.7%,16.7%,11.6%,85.4,-,-,20.0%,40.0%,-,66.0,-,35.0%,10.0%,90.9%,10.0%,0.0%,-,80.0%,70.0%,20.0%,10.0%,28.6%
Myles Straw RHB,+2500,11,1.40,0,0,-,0.091,-,-,0.059,9.1%,31.2%,45.5%,11.9%,91.6,-,-,-,60.0%,-,68.1,-,35.7%,7.1%,87.5%,40.0%,0.0%,20.0%,40.0%,40.0%,60.0%,-,25.0%
Jesus Sanchez LHB,N/A,10,2.40,0,0,0.100,0.100,0.200,0.100,0.127,-,6.7%,10.0%,3.6%,83.9,-,-,22.2%,33.3%,22.2%,70.8,36.4%,36.4%,18.2%,78.6%,11.1%,0.0%,11.1%,77.8%,44.4%,22.2%,33.3%,46.2%
Andres Gimenez LHB,N/A,9,4.00,0,0,0.125,0.222,0.250,0.125,0.221,-,7.7%,-,3.4%,76.2,-,-,-,12.5%,25.0%,66.5,-,36.4%,-,84.6%,12.5%,0.0%,12.5%,50.0%,37.5%,25.0%,25.0%,20.0%
Yohendrick Pinango LHB,+1350,5,2.80,0,0,-,-,-,-,-,-,33.3%,40.0%,14.3%,96.5,-,-,-,66.7%,33.3%,73.9,30.0%,10.0%,10.0%,90.9%,-,-,66.7%,33.3%,33.3%,-,66.7%,14.3%
Nathan Lukes LHB,N/A,4,4.20,0,0,-,0.250,-,-,0.180,-,14.3%,-,10.0%,77.6,-,-,-,-,33.3%,65.0,-,40.0%,-,71.4%,33.3%,0.0%,-,66.7%,33.3%,33.3%,33.3%,66.7%
