Matchup,CHC @ BAL
Pitcher,Colin Rea
Pitcher Team,CHC
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.1,229,0.269,0.360,0.478,0.209,1.54,9,1.64,9.6%,18.1%,14.4%,12.6%,8.5%,6.02,66.5%,8.0%,12.5%,37.5%,29.2%,10.2%,19.0%
vsLHB,25.0,127,0.312,0.386,0.477,0.165,1.96,3,1.08,11.8%,19.0%,15.0%,13.1%,8.5%,6.84,67.2%,7.8%,8.9%,37.8%,17.8%,12.5%,18.9%
vsRHB,24.1,102,0.217,0.328,0.478,0.261,1.11,6,2.22,6.9%,16.9%,13.7%,12.0%,8.4%,5.18,65.7%,8.2%,16.7%,37.2%,42.3%,9.1%,19.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Samuel Basallo LHB,,+333,20,11,3.00,2,2,0.364,0.364,0.909,0.545,0.544,-,25.8%,27.3%,17.0%,97.6,348.3,3,2,25.0%,12.5%,12.5%,62.5%,50.0%,73.0,25.9%,22.2%,18.5%,87.1%,50.0%,37.5%,66.7%,12.5%,50.0%,50.0%,25.0%,25.0%,77.8%
Pete Alonso RHB,,+300,31,23,4.20,1,3,0.312,0.522,0.625,0.312,0.477,30.4%,25.0%,30.4%,10.5%,90.8,304.3,4,2,22.2%,11.1%,33.3%,55.6%,55.6%,75.0,58.8%,11.8%,8.8%,89.5%,77.7%,44.4%,25.0%,33.3%,22.2%,33.3%,33.3%,33.3%,33.3%
Jeremiah Jackson RHB,—,N/A,24,21,3.60,1,1,0.238,0.238,0.429,0.190,0.288,-,20.0%,9.5%,11.9%,89.4,241.8,1,1,-,-,-,26.3%,15.8%,73.3,31.4%,37.1%,11.4%,87.5%,36.8%,26.3%,20.0%,10.5%,47.4%,31.6%,31.6%,36.8%,50.0%
Colton Cowser LHB,,+408,25,13,2.80,1,1,0.250,0.308,0.500,0.250,0.348,7.7%,35.3%,23.1%,16.2%,87.9,282.9,2,2,22.2%,-,22.2%,55.6%,22.2%,76.4,62.5%,25.0%,18.8%,94.1%,66.7%,55.6%,20.0%,11.1%,33.3%,44.4%,33.3%,22.2%,12.5%
Taylor Ward RHB,,+480,17,26,4.20,0,0,0.200,0.231,0.200,-,0.196,3.8%,24.3%,19.2%,10.7%,86.5,280.9,6,2,5.3%,-,5.3%,26.3%,31.6%,68.0,-,37.1%,5.7%,94.6%,57.9%,36.8%,0.0%,21.1%,42.1%,36.8%,36.8%,26.3%,33.3%
Tyler O'Neill RHB,—,N/A,16,22,2.40,0,1,0.263,0.364,0.368,0.105,0.325,13.6%,27.5%,40.9%,11.2%,96.5,284.0,4,1,10.0%,-,30.0%,70.0%,60.0%,72.0,24.3%,24.3%,13.5%,94.9%,80.0%,30.0%,0.0%,50.0%,20.0%,50.0%,40.0%,10.0%,18.2%
Blaze Alexander RHB,,+700,15,19,3.80,0,0,0.133,0.316,0.267,0.133,0.269,21.1%,18.4%,26.3%,9.6%,86.1,312.5,3,1,10.0%,-,-,40.0%,50.0%,71.1,16.1%,16.1%,6.5%,83.8%,50.0%,30.0%,0.0%,20.0%,50.0%,30.0%,10.0%,60.0%,35.3%
Coby Mayo RHB,—,N/A,22,17,3.20,0,0,0.118,0.118,0.176,0.059,0.127,-,34.4%,47.1%,14.5%,97.3,224.5,2,0,-,-,33.3%,55.6%,22.2%,75.5,62.5%,25.0%,12.5%,77.4%,55.5%,44.4%,0.0%,11.1%,22.2%,44.4%,11.1%,44.4%,15.0%
Jackson Holliday LHB,,+584,30,15,2.80,0,0,0.167,0.333,0.250,0.083,0.274,20.0%,45.5%,33.3%,18.5%,88.9,275.1,2,1,-,-,-,42.9%,57.1%,70.0,-,26.3%,5.3%,86.4%,71.5%,42.9%,0.0%,28.6%,28.6%,14.3%,28.6%,57.1%,31.2%
Gunnar Henderson LHB,,+315,21,12,4.60,0,0,0.182,0.167,0.182,-,0.148,-,12.5%,25.0%,6.2%,91.0,233.6,1,0,-,-,-,44.4%,22.2%,73.0,25.0%,25.0%,10.0%,87.0%,22.2%,22.2%,0.0%,-,66.7%,11.1%,22.2%,66.7%,27.3%
