Matchup,ARI @ SEA
Pitcher,Merrill Kelly
Pitcher Team,ARI
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,48.0,207,0.258,0.340,0.484,0.226,1.42,8,1.50,9.7%,24.1%,15.0%,15.3%,11.3%,5.81,63.9%,5.4%,17.3%,45.5%,30.1%,10.6%,19.9%
vsLHB,26.0,117,0.260,0.359,0.538,0.279,1.54,5,1.73,11.1%,18.3%,10.3%,11.9%,7.9%,4.15,56.8%,5.0%,21.7%,53.3%,33.7%,12.9%,21.7%
vsRHB,21.0,90,0.256,0.316,0.415,0.159,1.33,3,1.29,7.8%,30.7%,21.1%,18.8%,15.9%,8.14,73.3%,5.9%,10.9%,34.4%,25.0%,6.2%,17.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,N/A,30,4.80,3,3,0.321,0.367,0.679,0.357,0.444,6.7%,21.4%,6.7%,12.2%,91.1,15.4%,11.5%,15.4%,38.5%,34.6%,78.4,81.2%,25.0%,20.8%,88.9%,30.8%,25.0%,26.9%,30.8%,26.9%,38.5%,34.6%,36.0%
JP Crawford LHB,N/A,24,5.00,3,3,0.182,0.250,0.591,0.409,0.357,4.2%,28.9%,33.3%,12.4%,89.6,21.4%,14.3%,21.4%,35.7%,35.7%,71.3,24.2%,24.2%,12.1%,86.8%,28.6%,75.0%,14.3%,50.0%,57.1%,28.6%,14.3%,18.2%
Mitch Garver RHB,N/A,25,3.80,2,2,0.150,0.320,0.450,0.300,0.333,20.0%,43.6%,36.0%,16.8%,94.6,9.1%,9.1%,54.5%,72.7%,18.2%,74.0,35.3%,23.5%,17.6%,87.2%,54.5%,33.3%,18.2%,27.3%,72.7%,27.3%,-,17.4%
Luke Raley LHB,N/A,16,3.40,2,2,0.375,0.375,0.750,0.375,0.485,-,33.3%,31.2%,19.6%,85.1,9.1%,9.1%,27.3%,27.3%,27.3%,75.5,56.2%,12.5%,9.4%,97.0%,45.5%,40.0%,18.2%,27.3%,36.4%,18.2%,45.5%,42.9%
Randy Arozarena RHB,N/A,26,5.00,1,1,0.250,0.308,0.458,0.208,0.334,3.8%,21.2%,15.4%,10.6%,91.8,5.0%,-,10.0%,40.0%,25.0%,70.8,18.0%,28.0%,12.0%,96.2%,20.0%,25.0%,10.0%,60.0%,30.0%,45.0%,25.0%,35.7%
Dominic Canzone LHB,N/A,18,3.00,1,1,0.059,0.111,0.235,0.176,0.153,5.6%,37.9%,33.3%,17.7%,91.2,18.2%,18.2%,27.3%,54.5%,27.3%,75.2,57.7%,26.9%,23.1%,89.7%,18.2%,50.0%,18.2%,54.5%,45.5%,36.4%,18.2%,27.8%
Colt Emerson LHB,N/A,14,4.00,1,1,0.154,0.214,0.462,0.308,0.287,7.1%,22.6%,28.6%,10.9%,88.1,-,-,33.3%,33.3%,44.4%,72.0,15.4%,15.4%,11.5%,83.9%,11.1%,0.0%,44.4%,44.4%,44.4%,33.3%,22.2%,17.6%
Josh Naylor LHB,N/A,21,4.80,0,2,0.250,0.286,0.250,-,0.243,4.8%,8.3%,-,4.6%,87.8,5.0%,5.0%,25.0%,30.0%,35.0%,69.6,3.0%,39.4%,12.1%,97.1%,25.0%,0.0%,20.0%,35.0%,30.0%,30.0%,40.0%,50.0%
Jhonny Pereda RHB,N/A,19,3.60,0,0,0.059,0.158,0.059,-,0.115,10.5%,11.1%,21.1%,4.5%,89.4,-,-,15.4%,30.8%,30.8%,71.0,9.4%,28.1%,6.2%,91.4%,38.5%,0.0%,23.1%,23.1%,23.1%,38.5%,38.5%,39.1%
Cole Young LHB,N/A,15,4.20,0,0,0.286,0.333,0.357,0.071,0.306,6.7%,6.9%,6.7%,3.1%,84.8,-,-,7.7%,23.1%,30.8%,70.5,20.0%,32.0%,8.0%,86.2%,23.1%,0.0%,30.8%,38.5%,30.8%,46.2%,23.1%,35.0%
Rob Refsnyder RHB,N/A,11,2.60,0,0,0.200,0.273,0.200,-,0.221,9.1%,36.8%,27.3%,17.1%,89.6,-,-,28.6%,28.6%,57.1%,73.1,27.8%,16.7%,11.1%,94.7%,42.9%,0.0%,42.9%,14.3%,42.9%,42.9%,14.3%,50.0%
Victor Robles RHB,N/A,5,2.80,0,0,-,-,-,-,-,-,10.0%,-,5.0%,81.6,-,-,-,-,-,66.7,-,30.0%,-,100.0%,-,-,-,80.0%,60.0%,20.0%,20.0%,25.0%
Patrick Wisdom RHB,N/A,4,2.60,0,0,0.250,0.250,0.500,0.250,0.318,-,18.2%,25.0%,10.5%,98.8,33.3%,-,33.3%,66.7%,66.7%,76.8,80.0%,30.0%,20.0%,90.9%,33.3%,0.0%,33.3%,-,33.3%,-,66.7%,75.0%
