Matchup,CIN @ SD
Pitcher,Chase Burns
Pitcher Team,CIN
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,70.1,272,0.183,0.251,0.327,0.143,0.95,9,1.15,7.7%,34.4%,29.8%,25.2%,16.8%,10.36,60.1%,6.8%,8.8%,39.4%,29.4%,16.0%,17.1%
vsLHB,37.0,157,0.216,0.311,0.410,0.194,1.30,7,1.70,11.5%,32.8%,31.2%,25.3%,15.3%,11.92,58.9%,7.0%,8.9%,35.6%,30.0%,22.2%,21.1%
vsRHB,32.2,115,0.143,0.169,0.223,0.080,0.58,2,0.55,2.6%,36.5%,27.8%,25.0%,19.0%,8.82,61.7%,6.6%,8.8%,43.8%,28.7%,8.7%,12.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Manny Machado RHB,,+610,23,16,4.00,1,2,0.188,0.188,0.438,0.250,0.266,-,28.1%,25.0%,15.8%,91.6,289.0,4,2,16.7%,8.3%,33.3%,58.3%,50.0%,75.2,53.3%,26.7%,13.3%,93.8%,41.7%,20.0%,25.0%,33.3%,66.7%,33.3%,-,28.6%
Rodolfo Durán RHB,—,N/A,14,10,3.00,1,1,0.143,0.400,0.571,0.429,0.405,30.0%,29.4%,20.0%,11.9%,85.8,251.7,1,1,20.0%,20.0%,40.0%,40.0%,40.0%,72.3,25.0%,6.2%,6.2%,100.0%,20.0%,100.0%,20.0%,20.0%,60.0%,20.0%,20.0%,50.0%
Miguel Andujar RHB,,+750,28,9,3.60,1,1,0.125,0.222,0.500,0.375,0.305,11.1%,28.1%,11.1%,18.0%,85.6,217.6,1,1,14.3%,14.3%,14.3%,28.6%,14.3%,69.5,11.5%,7.7%,3.8%,83.9%,28.6%,50.0%,-,57.1%,57.1%,14.3%,28.6%,50.0%
Jackson Merrill LHB,,+525,26,20,4.00,0,0,0.167,0.250,0.167,-,0.198,10.0%,31.7%,30.0%,16.9%,77.5,311.1,3,2,16.7%,-,8.3%,33.3%,41.7%,72.8,32.3%,19.4%,12.9%,81.6%,33.3%,0.0%,16.7%,33.3%,25.0%,25.0%,50.0%,40.0%
Gavin Sheets LHB,,+581,24,19,3.80,0,0,0.071,0.316,0.071,-,0.218,26.3%,20.0%,15.8%,6.8%,81.0,165.7,1,1,-,-,9.1%,9.1%,27.3%,74.9,50.0%,8.3%,4.2%,96.0%,18.2%,0.0%,18.2%,18.2%,9.1%,27.3%,63.6%,11.8%
Fernando Tatis Jr. RHB,,+579,17,15,4.40,0,0,0.286,0.333,0.286,-,0.281,6.7%,11.1%,13.3%,5.9%,92.6,242.2,1,0,8.3%,8.3%,16.7%,58.3%,33.3%,75.4,64.7%,47.1%,29.4%,94.4%,25.0%,0.0%,33.3%,41.7%,25.0%,50.0%,25.0%,27.3%
Sung-Mun Song LHB,,+1150,8,13,3.00,0,1,0.111,0.385,0.111,-,0.268,30.8%,25.8%,15.4%,10.8%,84.3,261.9,2,1,-,-,28.6%,14.3%,57.1%,70.8,3.8%,11.5%,-,86.7%,57.1%,0.0%,14.3%,14.3%,42.9%,28.6%,28.6%,7.1%
Bryce Johnson SHB,,+900,5,11,2.20,0,0,0.400,0.455,0.500,0.100,0.417,9.1%,5.6%,9.1%,2.6%,75.8,187.3,0,0,-,-,-,-,-,68.0,-,21.4%,-,87.5%,22.2%,0.0%,-,44.4%,33.3%,44.4%,22.2%,30.0%
Freddy Fermin RHB,,+1100,9,8,3.20,0,0,0.167,0.375,0.333,0.167,0.321,25.0%,31.2%,-,15.6%,66.3,185.9,0,0,-,-,33.3%,16.7%,16.7%,69.5,-,16.7%,8.3%,80.0%,-,-,16.7%,33.3%,33.3%,50.0%,16.7%,30.0%
Ty France RHB,,+820,32,8,4.00,0,0,-,-,-,-,-,-,45.8%,50.0%,22.0%,89.5,320.1,1,0,-,-,-,-,33.3%,70.8,9.1%,9.1%,-,91.7%,33.3%,0.0%,-,66.7%,-,66.7%,33.3%,10.0%
Samad Taylor RHB,,+1100,-,1,3.33,0,0,-,1.000,-,-,0.649,100.0%,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0%
