Matchup,BAL @ SEA
Pitcher,Bryan Woo
Pitcher Team,SEA
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,82.0,329,0.227,0.269,0.354,0.127,1.04,9,0.99,4.6%,24.2%,24.0%,19.6%,13.0%,8.67,71.1%,7.8%,7.3%,44.4%,31.9%,10.8%,15.1%
vsLHB,45.1,185,0.218,0.274,0.365,0.147,1.08,6,1.19,6.5%,22.7%,23.2%,18.0%,11.9%,8.54,69.2%,6.6%,9.3%,46.5%,37.2%,10.4%,15.5%
vsRHB,36.1,144,0.239,0.263,0.341,0.101,0.99,3,0.74,2.1%,26.3%,25.0%,21.8%,14.6%,8.92,73.6%,9.4%,4.9%,41.7%,25.2%,11.5%,14.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+375,40,23,4.20,3,3,0.250,0.304,0.700,0.450,0.408,8.7%,18.5%,26.1%,10.2%,93.5,322.7,4,4,20.0%,6.7%,6.7%,53.3%,26.7%,75.7,64.7%,17.6%,15.7%,96.2%,46.7%,42.9%,6.7%,46.7%,40.0%,53.3%,6.7%,43.5%
Colton Cowser LHB,,+540,30,23,3.20,2,3,0.200,0.304,0.500,0.300,0.345,13.0%,33.3%,30.4%,15.4%,88.6,304.1,5,5,23.1%,7.7%,15.4%,46.2%,23.1%,75.1,57.9%,15.8%,15.8%,90.5%,46.2%,33.3%,15.4%,23.1%,30.8%,38.5%,30.8%,30.0%
Adley Rutschman SHB,,+510,21,22,4.00,1,1,0.389,0.409,0.778,0.389,0.465,9.1%,12.2%,13.6%,5.5%,86.8,308.2,9,2,17.6%,5.9%,17.6%,41.2%,41.2%,71.1,21.6%,32.4%,16.2%,90.2%,41.2%,14.3%,29.4%,29.4%,35.3%,47.1%,17.6%,26.1%
Samuel Basallo LHB,,+390,23,20,4.00,1,2,0.211,0.250,0.421,0.211,0.290,5.0%,35.0%,25.0%,20.6%,93.1,284.4,4,2,21.4%,14.3%,28.6%,50.0%,42.9%,75.2,50.0%,25.0%,16.7%,90.0%,28.6%,25.0%,21.4%,42.9%,57.1%,21.4%,21.4%,52.6%
Jackson Holliday LHB,,+650,23,18,3.20,1,2,0.188,0.222,0.375,0.188,0.252,5.6%,30.8%,22.2%,15.2%,85.2,284.7,5,2,25.0%,8.3%,8.3%,33.3%,33.3%,70.4,5.4%,18.9%,2.7%,94.9%,50.0%,16.7%,8.3%,33.3%,33.3%,41.7%,25.0%,52.2%
Jeremiah Jackson RHB,—,N/A,35,8,2.00,1,1,0.500,0.500,1.000,0.500,0.644,-,4.8%,-,2.9%,94.9,256.8,2,1,-,-,-,62.5%,25.0%,74.3,35.0%,35.0%,25.0%,95.2%,25.0%,50.0%,25.0%,37.5%,12.5%,62.5%,25.0%,60.0%
Taylor Ward RHB,,+650,22,27,4.60,0,1,0.316,0.519,0.368,0.053,0.409,22.2%,10.8%,14.8%,4.2%,93.9,265.0,3,2,6.7%,6.7%,6.7%,46.7%,33.3%,67.2,3.2%,32.3%,12.9%,91.2%,20.0%,0.0%,33.3%,33.3%,20.0%,33.3%,46.7%,48.1%
Leody Taveras SHB,,+690,17,26,3.80,0,2,0.167,0.192,0.292,0.125,0.205,3.8%,17.4%,15.4%,8.7%,80.1,284.3,8,2,4.8%,-,14.3%,33.3%,28.6%,72.6,24.4%,22.0%,7.3%,91.1%,23.8%,0.0%,19.0%,33.3%,38.1%,38.1%,23.8%,34.8%
Gunnar Henderson LHB,,+364,25,26,4.20,0,1,0.143,0.308,0.143,-,0.230,15.4%,24.0%,19.2%,10.7%,91.0,244.1,4,1,-,-,25.0%,43.8%,37.5%,74.9,48.9%,19.1%,8.5%,94.0%,25.0%,0.0%,25.0%,37.5%,50.0%,18.8%,31.2%,32.1%
Blaze Alexander RHB,,+980,22,21,3.20,0,0,0.444,0.524,0.556,0.111,0.471,9.5%,10.9%,4.8%,6.8%,90.0,250.9,3,3,17.6%,-,11.8%,47.1%,41.2%,71.6,10.5%,39.5%,15.8%,82.6%,17.6%,0.0%,35.3%,41.2%,29.4%,52.9%,17.6%,20.0%
Tyler O'Neill RHB,,N/A,23,16,4.20,0,1,0.200,0.250,0.333,0.133,0.255,6.2%,15.4%,25.0%,7.4%,86.3,230.1,3,1,9.1%,-,36.4%,27.3%,27.3%,71.4,16.7%,25.0%,4.2%,92.3%,45.5%,0.0%,18.2%,18.2%,54.5%,27.3%,18.2%,29.4%
Coby Mayo RHB,—,N/A,33,12,3.00,0,0,0.083,0.083,0.167,0.083,0.106,-,29.6%,41.7%,13.8%,90.3,261.0,2,1,-,-,14.3%,42.9%,14.3%,75.0,42.9%,19.0%,4.8%,84.0%,28.6%,0.0%,14.3%,28.6%,14.3%,42.9%,42.9%,6.7%
Sam Huff RHB,—,N/A,6,10,2.80,0,0,0.200,0.200,0.300,0.100,0.216,-,34.6%,50.0%,25.0%,85.4,270.8,2,0,20.0%,20.0%,20.0%,40.0%,40.0%,73.7,36.0%,8.0%,8.0%,96.2%,20.0%,0.0%,20.0%,40.0%,60.0%,40.0%,-,100.0%
