Matchup,SD @ LAD
Pitcher,Roki Sasaki
Pitcher Team,LAD
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.0,226,0.221,0.312,0.426,0.206,1.17,10,1.67,8.0%,28.4%,24.3%,18.8%,14.6%,9.17,61.9%,8.2%,12.1%,45.6%,26.2%,23.1%,11.4%
vsLHB,26.0,108,0.189,0.281,0.347,0.158,1.19,4,1.38,12.0%,30.8%,27.8%,18.9%,16.1%,10.38,53.7%,8.5%,9.2%,41.5%,21.5%,28.6%,9.2%
vsRHB,28.0,118,0.248,0.340,0.495,0.248,1.14,6,1.93,4.2%,25.8%,21.2%,18.7%,13.1%,8.04,69.5%,7.9%,14.3%,48.8%,29.8%,20.0%,13.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ty France RHB,,+640,22,16,3.80,3,3,0.214,0.312,0.857,0.643,0.479,6.2%,42.1%,43.8%,20.8%,91.4,290.0,4,3,28.6%,14.3%,42.9%,42.9%,28.6%,71.8,23.5%,14.7%,5.9%,89.5%,57.1%,57.1%,75.0%,-,14.3%,57.1%,14.3%,28.6%,11.8%
Manny Machado RHB,,+424,29,16,4.20,2,4,0.333,0.500,1.000,0.667,0.584,25.0%,30.4%,31.2%,12.3%,96.4,313.8,4,4,42.9%,14.3%,14.3%,57.1%,57.1%,77.3,73.9%,26.1%,13.0%,100.0%,85.7%,57.1%,25.0%,28.6%,-,14.3%,57.1%,28.6%,16.7%
Gavin Sheets LHB,,+450,23,15,3.00,2,2,0.333,0.467,0.833,0.500,0.533,13.3%,17.4%,20.0%,6.6%,91.6,271.9,3,3,22.2%,11.1%,22.2%,44.4%,55.6%,75.2,56.2%,25.0%,12.5%,72.7%,55.5%,33.3%,66.7%,22.2%,33.3%,44.4%,44.4%,11.1%,12.5%
Fernando Tatis Jr. RHB,,+425,22,22,4.80,1,1,0.286,0.318,0.524,0.238,0.365,-,31.0%,22.7%,12.7%,96.8,293.5,4,4,12.5%,-,12.5%,56.2%,31.2%,75.1,66.7%,44.4%,22.2%,93.1%,43.8%,18.8%,33.3%,25.0%,50.0%,37.5%,37.5%,25.0%,12.5%
Sung-Mun Song LHB,—,N/A,23,17,3.40,1,1,0.312,0.353,0.562,0.250,0.393,5.9%,17.9%,23.5%,6.8%,91.2,256.8,4,2,16.7%,8.3%,50.0%,50.0%,50.0%,72.5,25.0%,29.2%,20.8%,92.3%,58.4%,16.7%,0.0%,41.7%,25.0%,58.3%,25.0%,16.7%,20.0%
Rodolfo Durán RHB,—,N/A,14,21,3.40,0,0,0.048,0.048,0.095,0.048,0.060,-,33.3%,38.1%,16.9%,83.8,259.0,2,1,-,-,15.4%,30.8%,-,73.5,42.9%,17.9%,7.1%,90.3%,30.8%,30.8%,0.0%,-,46.2%,46.2%,30.8%,23.1%,18.8%
Samad Taylor RHB,,+1000,15,18,4.00,0,0,0.357,0.500,0.357,-,0.391,22.2%,32.4%,38.9%,14.7%,67.7,181.5,0,0,-,-,-,42.9%,42.9%,68.3,3.3%,10.0%,-,90.9%,42.9%,-,-,42.9%,28.6%,14.3%,71.4%,14.3%,20.0%
Jackson Merrill LHB,,+531,23,17,4.20,0,1,0.062,0.118,0.125,0.062,0.113,5.9%,25.7%,17.6%,14.5%,86.8,221.0,2,1,7.7%,7.7%,15.4%,46.2%,15.4%,73.6,25.0%,17.9%,7.1%,82.4%,23.1%,15.4%,0.0%,7.7%,53.8%,61.5%,15.4%,23.1%,50.0%
Xander Bogaerts RHB,,+710,19,13,3.60,0,0,0.400,0.538,0.400,-,0.424,23.1%,24.0%,-,10.2%,93.5,228.7,1,0,-,-,30.0%,70.0%,30.0%,73.2,29.4%,35.3%,5.9%,89.5%,70.0%,30.0%,0.0%,40.0%,30.0%,40.0%,50.0%,10.0%,25.0%
Jake Cronenworth LHB,,+890,17,12,3.00,0,0,-,0.083,-,-,0.060,-,6.7%,8.3%,3.4%,80.7,227.4,1,0,10.0%,10.0%,30.0%,10.0%,30.0%,72.6,27.3%,9.1%,9.1%,84.6%,40.0%,20.0%,0.0%,20.0%,50.0%,70.0%,10.0%,20.0%,21.4%
