HR Split,Overall
Dates,="6/11/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,3:10 PM,Edward Cabrera,@,1.57,0.17,2.08,2.37,13.0%,30.6%,42.9%,24.4%,6.7%,929
2,1:10 PM,Merrill Kelly,@,1.07,1.40,0.03,1.88,14.2%,16.8%,43.2%,30.0%,5.8%,1140
3,1:10 PM,Zebby Matthews,@,0.70,0.78,0.20,1.49,11.4%,17.4%,38.4%,32.3%,8.6%,598
4,3:10 PM,Ryan Feltner,vs,0.68,0.35,0.61,1.43,10.2%,17.2%,42.8%,30.7%,9.5%,360
5,1:10 PM,Keider Montero,vs,0.38,0.76,-0.24,1.44,8.7%,18.3%,39.4%,27.5%,7.8%,782
6,1:10 PM,Hunter Dobbins,@,0.13,-0.31,0.38,0.72,14.3%,19.0%,48.8%,16.3%,6.8%,362
7,7:40 PM,Martin Perez,@,-0.11,-0.00,-0.07,0.89,10.0%,12.5%,39.6%,27.2%,7.0%,541
8,6:40 PM,Justin Wrobleski,@,-0.13,0.75,-0.32,0.81,7.1%,9.9%,44.4%,31.8%,8.1%,705
9,2:10 PM,Michael Wacha,vs,-0.16,-0.26,-0.10,1.07,6.8%,15.9%,38.6%,24.6%,7.6%,1168
10,7:05 PM,Kyle Bradish,vs,-0.25,-0.67,0.41,0.99,9.3%,18.4%,34.2%,21.6%,5.9%,544
11,6:40 PM,Mitch Keller,vs,-0.26,-0.10,-0.34,0.89,8.5%,13.1%,39.1%,22.4%,8.3%,1172
12,2:10 PM,Kumar Rocker,@,-0.42,0.07,-0.85,0.88,7.8%,10.2%,38.4%,24.0%,7.0%,666
13,7:05 PM,Bryan Woo,@,-0.59,-0.31,-0.67,0.65,4.6%,8.1%,41.7%,28.4%,8.4%,1176
14,1:10 PM,Tyler Phillips,vs,-1.03,-0.80,-0.70,0.52,5.4%,7.9%,34.3%,24.2%,5.7%,583
15,1:10 PM,Christian Scott,vs,-1.57,-1.84,-0.44,0.12,3.1%,2.0%,32.0%,25.5%,7.2%,264
