Matchup,ATH @ DET
Pitcher,Troy Melton
Pitcher Team,DET
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,43.2,167,0.162,0.241,0.331,0.169,0.80,7,1.44,6.0%,23.4%,19.2%,20.1%,11.6%,6.60,53.9%,6.8%,5.7%,34.1%,26.8%,12.1%,15.4%
vsLHB,26.2,106,0.151,0.271,0.376,0.226,0.90,6,2.02,9.4%,22.0%,17.9%,21.6%,10.4%,6.41,50.0%,7.0%,6.7%,33.3%,34.7%,15.4%,14.7%
vsRHB,17.0,61,0.180,0.189,0.262,0.082,0.65,1,0.53,-,25.6%,21.3%,18.3%,13.6%,6.88,60.7%,6.3%,4.2%,35.4%,14.6%,-,16.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zack Gelof RHB,,+572,21,25,3.80,1,1,0.333,0.440,0.524,0.190,0.422,8.0%,22.2%,16.0%,9.1%,89.5,256.5,4,1,-,-,29.4%,47.1%,41.2%,73.9,37.0%,37.0%,18.5%,90.0%,52.9%,17.6%,33.3%,35.3%,41.2%,41.2%,29.4%,29.4%,25.0%
Max Muncy RHB,—,N/A,19,16,4.00,1,1,0.200,0.250,0.400,0.200,0.283,6.2%,33.3%,37.5%,15.9%,94.2,315.0,3,1,11.1%,-,-,55.6%,55.6%,74.0,43.3%,20.0%,10.0%,93.8%,55.5%,22.2%,50.0%,33.3%,44.4%,22.2%,55.6%,22.2%,47.1%
Alika Williams RHB,—,N/A,16,15,3.60,1,1,0.357,0.400,0.643,0.286,0.446,6.7%,19.0%,13.3%,10.8%,89.6,264.3,3,2,-,-,16.7%,58.3%,41.7%,69.4,3.7%,11.1%,3.7%,96.4%,50.0%,8.3%,0.0%,41.7%,41.7%,41.7%,41.7%,16.7%,36.4%
Jonah Heim SHB,,+560,16,12,3.80,1,1,0.300,0.417,0.600,0.300,0.437,8.3%,33.3%,33.3%,14.3%,88.5,232.5,1,1,16.7%,16.7%,16.7%,50.0%,33.3%,69.7,7.1%,14.3%,7.1%,82.4%,33.4%,16.7%,100.0%,16.7%,50.0%,16.7%,66.7%,16.7%,13.3%
Nick Kurtz LHB,,+300,37,12,4.40,1,1,0.091,0.167,0.364,0.273,0.229,8.3%,36.1%,33.3%,20.3%,98.3,354.4,2,2,14.3%,-,-,71.4%,28.6%,79.1,81.2%,15.6%,15.6%,88.9%,71.4%,57.1%,25.0%,14.3%,28.6%,28.6%,28.6%,42.9%,37.5%
Jacob Wilson RHB,,+1120,18,24,4.00,0,0,0.250,0.250,0.292,0.042,0.238,-,17.6%,25.0%,9.6%,84.6,269.3,3,0,-,-,11.8%,23.5%,35.3%,64.3,-,23.9%,4.3%,93.9%,47.0%,17.6%,0.0%,29.4%,52.9%,29.4%,52.9%,17.6%,23.1%
Henry Bolte RHB,,+800,20,17,4.00,0,1,0.250,0.294,0.250,-,0.248,5.9%,20.6%,5.9%,12.7%,81.5,311.2,2,1,6.7%,-,-,40.0%,20.0%,76.6,71.0%,19.4%,16.1%,91.2%,20.0%,13.3%,0.0%,6.7%,80.0%,26.7%,46.7%,26.7%,66.7%
Carlos Cortes LHB,,+875,15,16,2.80,0,0,0.188,0.188,0.188,-,0.167,-,21.4%,31.2%,9.7%,89.5,246.2,3,0,-,-,27.3%,36.4%,36.4%,71.6,26.9%,26.9%,11.5%,92.9%,54.6%,27.3%,0.0%,27.3%,36.4%,54.5%,36.4%,9.1%,21.1%
Jeff McNeil LHB,,+1000,26,15,3.40,0,0,0.214,0.267,0.357,0.143,0.277,-,15.8%,6.7%,10.5%,92.3,320.6,8,2,-,-,15.4%,46.2%,38.5%,67.4,2.9%,28.6%,8.6%,94.6%,77.0%,46.2%,0.0%,30.8%,23.1%,15.4%,53.8%,30.8%,58.8%
Shea Langeliers RHB,,+330,27,14,4.00,0,0,0.214,0.214,0.214,-,0.191,-,36.7%,35.7%,19.0%,92.4,293.3,2,1,-,-,33.3%,22.2%,22.2%,74.6,51.9%,22.2%,7.4%,93.1%,55.5%,33.3%,0.0%,22.2%,44.4%,55.6%,44.4%,-,37.5%
