Matchup,SD @ CHC
Pitcher,Shota Imanaga
Pitcher Team,CHC
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,92.0,369,0.216,0.303,0.439,0.222,1.05,20,1.96,6.2%,30.3%,23.8%,21.0%,15.5%,8.61,58.9%,6.0%,11.0%,37.3%,34.1%,21.8%,19.2%
vsLHB,26.0,106,0.214,0.307,0.449,0.235,1.12,6,2.08,7.5%,31.6%,28.3%,28.6%,15.5%,10.38,60.4%,7.6%,13.2%,41.2%,35.3%,25.0%,19.1%
vsRHB,65.0,263,0.217,0.301,0.434,0.217,1.05,14,1.94,5.7%,29.8%,22.1%,18.4%,15.5%,8.03,58.3%,5.4%,10.2%,35.8%,33.7%,20.6%,19.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Fernando Tatis Jr. RHB,,+298,18,13,4.60,1,1,0.583,0.615,0.833,0.250,0.622,7.7%,14.8%,7.7%,8.5%,82.8,228.6,1,1,9.1%,9.1%,9.1%,9.1%,54.5%,76.0,62.5%,8.3%,4.2%,88.9%,72.7%,18.2%,50.0%,54.5%,27.3%,18.2%,54.5%,27.3%,36.4%
Freddy Fermin RHB,,+517,10,12,4.00,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,8.0%,25.0%,4.3%,87.5,289.6,1,1,12.5%,12.5%,12.5%,25.0%,12.5%,69.6,-,20.8%,4.2%,100.0%,37.5%,25.0%,50.0%,12.5%,62.5%,37.5%,25.0%,37.5%,30.0%
Miguel Andujar RHB,,+430,12,12,2.20,0,0,0.400,0.500,0.600,0.200,0.474,8.3%,4.2%,-,2.6%,94.0,227.0,0,0,-,-,10.0%,30.0%,30.0%,69.5,11.8%,29.4%,5.9%,77.3%,40.0%,10.0%,0.0%,30.0%,50.0%,10.0%,60.0%,30.0%,50.0%
Xander Bogaerts RHB,,+388,8,11,3.80,0,1,0.111,0.273,0.222,0.111,0.233,18.2%,20.0%,9.1%,9.1%,95.2,319.4,3,2,-,-,12.5%,50.0%,25.0%,74.1,42.9%,42.9%,28.6%,93.3%,50.0%,37.5%,0.0%,12.5%,50.0%,25.0%,62.5%,12.5%,44.4%
Samad Taylor RHB,,+563,2,10,4.40,0,0,0.400,0.400,0.400,-,0.356,-,18.2%,40.0%,6.9%,72.9,256.4,0,0,-,-,16.7%,33.3%,33.3%,65.4,-,37.5%,-,88.9%,33.3%,-,-,33.3%,33.3%,16.7%,66.7%,16.7%,12.5%
Jase Bowen RHB,,+507,17,8,2.20,0,1,-,0.125,-,-,0.081,12.5%,10.0%,-,4.2%,94.1,322.8,2,1,16.7%,-,16.7%,50.0%,16.7%,73.6,37.5%,62.5%,25.0%,88.9%,66.7%,66.7%,0.0%,-,33.3%,50.0%,33.3%,16.7%,20.0%
Jackson Merrill LHB,,+366,18,8,4.40,0,0,0.250,0.250,0.250,-,0.222,-,30.0%,12.5%,15.0%,91.7,251.6,1,0,-,-,14.3%,42.9%,28.6%,72.4,13.3%,33.3%,6.7%,88.2%,71.4%,57.1%,0.0%,14.3%,14.3%,28.6%,28.6%,42.9%,33.3%
Ty France RHB,,+374,21,7,3.40,0,0,-,0.143,-,-,0.093,14.3%,33.3%,57.1%,13.9%,85.2,149.2,0,0,-,-,-,-,-,68.8,-,8.3%,-,80.0%,-,-,-,-,50.0%,-,50.0%,50.0%,12.5%
Gavin Sheets LHB,,+212,9,6,3.00,0,0,0.200,0.333,0.400,0.200,0.320,16.7%,46.2%,66.7%,20.0%,95.7,195.9,0,0,-,-,-,100.0%,100.0%,70.0,10.0%,10.0%,-,76.9%,100.0%,-,-,100.0%,-,-,-,100.0%,14.3%
Manny Machado RHB,,+220,15,5,4.20,0,0,0.400,0.400,0.800,0.400,0.508,-,16.7%,20.0%,10.7%,101.1,350.6,3,2,25.0%,-,-,75.0%,50.0%,73.9,41.2%,23.5%,17.6%,94.4%,75.0%,25.0%,0.0%,50.0%,25.0%,-,75.0%,25.0%,28.6%
Rodolfo Durán RHB,—,N/A,4,4,3.20,0,0,-,0.500,-,-,0.324,50.0%,0.0%,-,-,95.9,212.5,1,1,50.0%,-,50.0%,50.0%,50.0%,74.9,37.5%,12.5%,12.5%,100.0%,50.0%,50.0%,0.0%,-,-,50.0%,50.0%,-,25.0%
Sung-Mun Song LHB,—,N/A,4,1,2.60,0,0,-,-,-,-,-,-,0.0%,-,-,85.4,119.2,0,0,-,-,100.0%,-,-,75.5,100.0%,-,-,100.0%,-,-,-,-,-,100.0%,-,-,0.0%
Will Wagner LHB,—,N/A,-,1,3.20,0,0,-,-,-,-,-,-,0.0%,-,-,44.1,107.3,0,0,-,-,-,-,-,-,-,-,-,0.0%,-,-,-,-,-,-,-,100.0%,-
