Matchup,TB @ SEA
Pitcher,Emerson Hancock
Pitcher Team,SEA
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,116.1,465,0.223,0.280,0.367,0.144,1.07,15,1.16,6.2%,23.4%,23.0%,18.7%,12.1%,8.28,63.7%,7.7%,9.0%,42.6%,29.9%,15.5%,15.1%
vsLHB,66.1,267,0.220,0.282,0.371,0.151,1.12,10,1.36,7.5%,24.0%,25.1%,19.7%,12.0%,9.09,60.3%,6.6%,10.6%,46.9%,27.9%,20.0%,10.6%
vsRHB,49.2,198,0.227,0.277,0.362,0.135,1.03,5,0.91,4.5%,22.6%,20.2%,17.2%,12.2%,7.25,68.3%,9.3%,6.9%,37.2%,32.4%,10.6%,20.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Richie Palacios LHB,,N/A,16,2.80,10,2,3,86.5,265.3,4,3,20.0%,20.0%,50.0%,50.0%,60.0%,69.1,-,54.5%,18.2%,100.0%,80.0%,40.0%,50.0%,40.0%,10.0%,50.0%,40.0%,10.0%,33.3%
Jonny DeLuca RHB,—,N/A,26,3.60,10,2,2,89.0,272.1,4,2,20.0%,10.0%,10.0%,40.0%,40.0%,73.2,44.4%,33.3%,22.2%,94.7%,70.0%,50.0%,40.0%,20.0%,20.0%,20.0%,50.0%,30.0%,40.0%
Junior Caminero RHB,,N/A,42,4.60,10,2,3,95.9,395.7,4,3,20.0%,-,-,50.0%,30.0%,79.0,83.3%,58.3%,41.7%,100.0%,40.0%,40.0%,50.0%,-,60.0%,-,60.0%,40.0%,33.3%
Cedric Mullins LHB,,N/A,28,3.60,10,1,2,84.9,267.8,3,1,-,-,20.0%,50.0%,10.0%,71.4,-,61.5%,15.4%,92.9%,50.0%,30.0%,33.3%,20.0%,30.0%,40.0%,50.0%,10.0%,50.0%
Nick Fortes RHB,,N/A,22,2.80,10,1,1,79.8,314.9,3,2,10.0%,10.0%,10.0%,30.0%,30.0%,71.6,20.0%,50.0%,30.0%,100.0%,40.0%,10.0%,100.0%,30.0%,50.0%,30.0%,50.0%,20.0%,50.0%
Liam Hicks LHB,—,N/A,27,4.60,10,1,1,87.3,273.4,2,1,10.0%,10.0%,20.0%,20.0%,30.0%,70.2,16.7%,50.0%,8.3%,92.3%,80.0%,60.0%,16.7%,20.0%,20.0%,30.0%,40.0%,30.0%,16.7%
Jonathan Aranda LHB,,N/A,35,4.80,10,0,1,87.9,285.0,3,1,10.0%,-,10.0%,30.0%,20.0%,71.2,21.4%,50.0%,14.3%,100.0%,50.0%,40.0%,0.0%,10.0%,40.0%,20.0%,40.0%,40.0%,22.2%
Ryan Vilade RHB,—,N/A,29,2.80,10,0,0,66.6,100.8,0,0,-,-,20.0%,10.0%,40.0%,75.4,40.0%,10.0%,10.0%,76.9%,30.0%,-,-,30.0%,50.0%,50.0%,20.0%,30.0%,37.5%
Yandy Diaz RHB,,N/A,27,4.80,10,0,1,91.7,306.3,5,1,10.0%,-,-,60.0%,50.0%,72.9,15.4%,53.8%,30.8%,100.0%,60.0%,30.0%,0.0%,30.0%,30.0%,10.0%,50.0%,40.0%,37.5%
Taylor Walls SHB,—,N/A,17,4.20,10,0,2,76.6,288.3,2,2,-,-,30.0%,-,40.0%,70.4,7.7%,46.2%,-,100.0%,40.0%,10.0%,0.0%,30.0%,30.0%,70.0%,10.0%,20.0%,66.7%
Victor Mesa Jr. LHB,,N/A,29,3.60,10,0,3,87.9,316.9,5,4,30.0%,10.0%,10.0%,50.0%,30.0%,74.6,35.7%,42.9%,28.6%,87.5%,60.0%,40.0%,0.0%,20.0%,20.0%,40.0%,40.0%,20.0%,37.5%
Chandler Simpson LHB,,N/A,6,4.40,10,0,0,86.6,295.2,5,1,-,-,10.0%,10.0%,60.0%,66.7,7.7%,53.8%,-,92.9%,80.0%,20.0%,0.0%,60.0%,20.0%,20.0%,30.0%,50.0%,50.0%
Carson Williams RHB,,N/A,5,3.20,8,0,0,81.6,159.3,0,0,-,-,12.5%,12.5%,37.5%,73.9,36.4%,45.5%,9.1%,91.7%,37.5%,12.5%,0.0%,25.0%,37.5%,25.0%,37.5%,37.5%,25.0%
