Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Alejandro Kirk","TOR","Kyle Leahy","STL","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","0"
"Andy Pages","LAD","Ranger Suarez","BOS","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Carson Kelly","CHC","Will Warren","NYY","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Ivan Herrera","STL","Dylan Cease","TOR","7","0.571","0.67","0.29","0.86","2","2","0","0","2","2","6","14.3","0.500","0"
"Kyle Tucker","LAD","Ranger Suarez","BOS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Shohei Ohtani","LAD","Ranger Suarez","BOS","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.667","1"
"Corbin Carroll","ARI","Tanner Bibee","CLE","6","0.500","0.60","0.83","1.33","0","1","2","0","3","1","8","16.7","0.500","0"
"Yordan Alvarez","HOU","Nathan Eovaldi","TEX","25","0.480","0.53","0.36","0.84","7","3","0","2","5","6","21","20.0","0.563","6"
"Tyler Stephenson","CIN","Paul Skenes","PIT","11","0.455","0.71","0.09","0.55","4","1","0","0","1","1","6","36.4","0.455","0"
"Andrew Benintendi","CWS","Nick Martinez","TB","7","0.429","0.40","0.43","0.86","2","0","0","1","1","3","6","14.3","0.429","0"
"Cedric Mullins","TB","Erick Fedde","CWS","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.500","1"
"Mookie Betts","LAD","Ranger Suarez","BOS","10","0.400","0.29","0.70","1.10","1","1","0","2","3","4","11","30.0","0.333","0"
"Jake Burger","TEX","Hunter Brown","HOU","13","0.385","0.33","0.46","0.85","3","0","0","2","2","4","11","15.4","0.385","0"
"Jose Altuve","HOU","Nathan Eovaldi","TEX","42","0.381","0.30","0.55","0.93","7","2","0","7","9","7","39","11.9","0.395","1"
"Daylen Lile","WSH","Bryce Elder","ATL","8","0.375","0.33","0.38","0.75","2","0","0","1","1","2","6","12.5","0.444","1"
"Kyle Stowers","MIA","Freddy Peralta","NYM","8","0.375","0.67","0.63","1.00","0","2","0","1","3","2","8","50.0","0.444","1"
"Nathaniel Lowe","CIN","Paul Skenes","PIT","8","0.375","0.50","0.25","0.63","1","2","0","0","2","2","5","25.0","0.375","0"
"Christian Walker","HOU","Nathan Eovaldi","TEX","16","0.375","0.57","0.44","0.81","3","1","0","2","3","3","13","43.8","0.500","3"
"Freddie Freeman","LAD","Ranger Suarez","BOS","16","0.375","0.67","0.13","0.50","4","2","0","0","2","2","8","43.8","0.474","3"
"Drake Baldwin","ATL","Foster Griffin","WSH","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Michael Busch","CHC","Will Warren","NYY","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Michael Harris II","ATL","Foster Griffin","WSH","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.500","0"
"Randy Arozarena","SEA","Zebby Matthews","MIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Cal Raleigh","SEA","Zebby Matthews","MIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","33.3","0.333","0"
"Zach McKinstry","DET","Jeffrey Springs","ATH","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.500","1"
"Liam Hicks","MIA","Freddy Peralta","NYM","6","0.333","0.00","1.00","1.33","0","0","0","2","2","2","8","0.0","0.556","2"
"Spencer Torkelson","DET","Jeffrey Springs","ATH","6","0.333","0.00","1.00","1.33","0","0","0","2","2","4","8","33.3","0.429","1"
"Mauricio Dubon","ATL","Foster Griffin","WSH","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.333","0"
"Nick Gonzales","PIT","Hunter Greene","CIN","9","0.333","0.43","0.11","0.44","2","1","0","0","1","1","4","22.2","0.333","0"
"Joc Pederson","TEX","Hunter Brown","HOU","9","0.333","0.29","0.33","0.67","2","0","0","1","1","2","6","11.1","0.455","2"
"CJ Abrams","WSH","Bryce Elder","ATL","19","0.316","0.32","0.05","0.37","5","1","0","0","1","0","7","0.0","0.391","2"
"Bryan Reynolds","PIT","Hunter Greene","CIN","16","0.313","0.40","0.31","0.63","2","2","0","1","3","2","10","31.3","0.450","2"
"Evan Carter","TEX","Hunter Brown","HOU","10","0.300","0.33","0.40","0.70","0","2","1","0","3","1","7","10.0","0.417","2"
"Paul Goldschmidt","NYY","Shota Imanaga","CHC","10","0.300","0.29","0.40","0.70","1","1","0","1","2","1","7","20.0","0.300","0"
"Miguel Rojas","LAD","Ranger Suarez","BOS","20","0.300","0.35","0.10","0.40","4","2","0","0","2","2","8","15.0","0.333","1"
"Luis Garcia Jr.","WSH","Bryce Elder","ATL","17","0.294","0.36","0.18","0.47","2","3","0","0","3","0","8","17.6","0.333","1"
"Nelson Velazquez","STL","Dylan Cease","TOR","7","0.286","0.50","0.43","0.71","1","0","0","1","1","1","5","57.1","0.286","0"
"Elly De La Cruz","CIN","Paul Skenes","PIT","15","0.267","0.44","0.07","0.33","3","1","0","0","1","1","5","46.7","0.294","1"
"Xavier Edwards","MIA","Freddy Peralta","NYM","15","0.267","0.44","0.13","0.40","3","0","1","0","1","1","6","40.0","0.313","1"
"Jakob Marsee","MIA","Freddy Peralta","NYM","4","0.250","0.25","0.25","0.50","0","1","0","0","1","1","2","0.0","0.400","1"
"Edouard Julien","COL","Michael Wacha","KC","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Eli White","ATL","Foster Griffin","WSH","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.250","0"
"Teoscar Hernandez","LAD","Ranger Suarez","BOS","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Willi Castro","COL","Michael Wacha","KC","8","0.250","0.29","0.13","0.38","1","1","0","0","1","0","3","12.5","0.333","0"
"Jeremy Pena","HOU","Nathan Eovaldi","TEX","21","0.238","0.21","0.33","0.57","2","1","0","2","3","2","12","23.8","0.273","0"
"Taylor Trammell","HOU","Nathan Eovaldi","TEX","9","0.222","0.33","0.11","0.33","1","1","0","0","1","2","3","33.3","0.364","1"
"Brandon Nimmo","TEX","Hunter Brown","HOU","9","0.222","0.40","0.11","0.33","1","1","0","0","1","1","3","44.4","0.222","0"
"Otto Lopez","MIA","Freddy Peralta","NYM","14","0.214","0.25","0.14","0.36","1","2","0","0","2","1","5","14.3","0.214","0"
"Max Kepler","ARI","Tanner Bibee","CLE","19","0.211","0.33","0.11","0.32","2","2","0","0","2","2","6","36.8","0.211","0"
"Jordan Walker","STL","Dylan Cease","TOR","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Ezequiel Tovar","COL","Michael Wacha","KC","5","0.200","0.25","0.20","0.40","0","1","0","0","1","2","2","20.0","0.200","0"
"Alec Burleson","STL","Dylan Cease","TOR","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Ezequiel Duran","TEX","Hunter Brown","HOU","10","0.200","0.29","0.10","0.30","1","1","0","0","1","1","3","30.0","0.273","1"
"James Wood","WSH","Bryce Elder","ATL","11","0.182","0.14","0.27","0.45","1","0","0","1","1","1","5","27.3","0.250","1"
"Isaac Paredes","HOU","Nathan Eovaldi","TEX","23","0.174","0.27","0.17","0.35","2","1","0","1","2","2","8","47.8","0.269","3"
"Nicky Lopez","TEX","Hunter Brown","HOU","6","0.167","0.25","0.17","0.33","0","1","0","0","1","0","2","33.3","0.286","1"
"Matt Olson","ATL","Foster Griffin","WSH","6","0.167","0.25","0.17","0.33","0","1","0","0","1","0","2","33.3","0.167","0"
"TJ Friedl","CIN","Paul Skenes","PIT","13","0.154","0.25","0.08","0.23","1","1","0","0","1","0","3","38.5","0.313","2"
"Gleyber Torres","DET","Jeffrey Springs","ATH","13","0.154","0.11","0.23","0.38","1","0","0","1","1","1","5","23.1","0.313","3"
"Trevor Larnach","MIN","Bryce Miller","SEA","7","0.143","0.20","0.14","0.29","0","1","0","0","1","0","2","28.6","0.250","1"
"Max Muncy","LAD","Ranger Suarez","BOS","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","25.0","0.125","0"
