HR Split,Overall
Dates,="9/2/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,3:10 PM,Tomoyuki Sugano,vs,1.51,1.56,0.45,2.12,10.4%,18.9%,41.3%,29.7%,7.2%,1326
2,6:40 PM,Justin Hagenman,@,1.35,1.92,0.14,1.52,12.3%,18.2%,50.7%,30.1%,7.6%,98
3,4:10 PM,Bryce Miller,@,1.14,1.09,0.45,1.89,8.4%,20.2%,37.2%,33.6%,7.1%,934
4,3:40 PM,Taylor Clarke,vs,1.10,0.34,0.67,1.64,11.9%,21.7%,37.1%,26.8%,5.9%,464
5,12:40 PM,Casey Mize,@,1.03,-0.27,2.26,1.61,10.5%,14.6%,39.7%,34.1%,8.5%,1203
6,8:10 PM,Davis Martin,@,1.01,0.69,0.82,1.82,7.6%,21.7%,44.9%,26.0%,7.1%,1220
7,7:40 PM,Drew Anderson,@,0.67,0.43,0.68,1.49,8.8%,20.7%,36.1%,27.6%,7.7%,463
8,7:40 PM,Dean Kremer,vs,0.55,0.35,0.65,1.52,7.5%,18.9%,37.0%,30.1%,6.6%,1073
9,3:10 PM,Trevor Rogers,@,0.50,-1.79,1.17,1.37,8.7%,20.0%,37.1%,23.4%,9.1%,1118
10,4:10 PM,Patrick Sandoval,vs,-0.04,-0.54,0.34,1.13,8.3%,16.5%,33.1%,25.2%,5.6%,328
11,6:40 PM,Griffin Jax,vs,-0.07,0.28,-0.43,0.99,7.6%,16.5%,38.1%,26.2%,6.9%,774
12,6:40 PM,Joey Cantillo,vs,-0.08,-0.20,0.10,0.92,7.9%,15.3%,41.9%,24.7%,7.3%,1098
13,2:35 PM,Jacob Lopez,@,-0.08,-0.93,0.31,1.20,7.0%,10.6%,29.0%,36.1%,6.8%,955
14,12:40 PM,Brandon Williamson,vs,-0.20,0.70,-0.26,0.81,9.5%,9.2%,41.9%,31.4%,3.0%,234
15,3:40 PM,Andrew Painter,@,-0.28,0.07,-0.53,1.08,6.1%,15.8%,35.4%,24.4%,6.5%,542
16,8:10 PM,Hayden Wesneski,vs,-0.36,0.37,-1.08,0.82,7.2%,10.4%,39.4%,25.8%,9.0%,372
17,9:38 PM,Reid Detmers,vs,-0.37,-0.63,-0.03,0.80,7.2%,11.2%,38.1%,28.1%,7.9%,1004
18,1:05 PM,Grant Holmes,@,-0.40,-0.53,0.29,0.87,6.5%,12.3%,43.6%,23.2%,6.4%,1153
19,10:10 PM,Yoshinobu Yamamoto,vs,-0.44,-0.61,0.16,0.85,6.2%,15.6%,40.8%,22.2%,6.3%,1561
20,1:05 PM,Brad Lord,vs,-0.48,0.02,-0.40,0.97,5.4%,20.3%,27.0%,19.9%,9.8%,888
21,7:40 PM,Eury Perez,@,-0.49,-0.88,0.41,0.73,7.3%,10.5%,38.4%,27.0%,7.4%,1022
22,7:40 PM,Jacob Misiorowski,@,-0.52,0.03,-0.96,0.86,5.2%,14.9%,32.9%,29.0%,7.2%,1004
23,6:40 PM,Dylan Cease,@,-0.58,-0.27,-0.61,0.81,6.2%,13.9%,32.0%,29.0%,5.5%,1456
24,2:35 PM,Cody Bradford,vs,-0.64,0.27,-0.89,0.35,9.6%,3.2%,39.4%,33.0%,7.9%,228
25,6:40 PM,Landen Roupp,@,-0.64,-0.43,-0.54,0.88,7.2%,10.2%,31.1%,25.7%,4.8%,1191
26,9:38 PM,Cam Schlittler,@,-0.68,-0.07,-1.00,0.74,7.2%,5.6%,38.6%,24.2%,8.1%,1120
27,7:40 PM,David Peterson,vs,-0.72,-0.72,-0.25,0.82,4.9%,16.9%,39.1%,17.4%,6.1%,1381
28,7:40 PM,Noah Cameron,vs,-0.78,-0.04,-0.60,0.66,5.6%,9.1%,37.0%,27.2%,7.8%,1307
29,6:40 PM,Bubba Chandler,vs,-1.01,-0.20,-1.33,0.54,4.9%,9.1%,41.9%,23.2%,6.4%,798
