Matchup,CHC @ CIN
Pitcher,Javier Assad
Pitcher Team,CHC
Opposing Team,CIN

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,8.0,0.75,="5-28",.179,.321,0.142,1,1,0,1,13.8,1,.207,.528
Batting Second,6.0,1.33,="6-24",.250,.500,0.250,2,0,0,3,26.9,2,.308,.808
Batting Third,6.1,0.95,="5-24",.208,.250,0.042,0,1,0,0,8.0,1,.240,.490
Batting Fourth,6.1,0.79,="3-21",.143,.333,0.190,1,1,0,2,26.1,2,.217,.550
Batting Fifth,4.0,2.50,="7-19",.368,.737,0.369,2,1,0,6,4.5,3,.455,1.192
Batting Sixth,6.0,1.00,="3-20",.150,.150,0.000,0,0,0,2,12.5,3,.250,.400
Batting Seventh,6.1,1.42,="8-24",.333,.500,0.167,1,1,0,5,8.0,1,.360,.860
Batting Eighth,6.1,1.26,="6-22",.273,.682,0.409,3,0,0,8,7.7,2,.360,1.042
Batting Ninth,6.2,0.60,="4-23",.174,.261,0.087,0,2,0,0,25.0,0,.174,.435

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Elly De La Cruz SHB,Batting First ​,="14-52",.269,.519,0.250,3,2,1,6,26.7,8,.367,.886
Sal Stewart RHB,Batting Second ​,="16-53",.302,.660,0.358,5,4,0,10,19.3,3,.333,.993
JJ Bleday LHB,Batting Third ​,="15-68",.221,.382,0.161,3,2,0,8,21.5,10,.329,.711
Spencer Steer RHB,Batting Fourth ​,="6-28",.214,.357,0.143,1,1,0,5,16.7,6,.389,.746
Nathaniel Lowe LHB,Batting Fifth ​,="18-81",.222,.469,0.247,5,5,0,10,32.6,8,.292,.761
Eugenio Suarez RHB,Batting Sixth ​,="8-37",.216,.378,0.162,1,3,0,4,35.9,1,.256,.634
Jose Trevino RHB,Batting Seventh ​,="3-8",.375,.500,0.125,0,1,0,1,25.0,0,.375,.875
Edwin Arroyo SHB,Batting Eighth ​,="4-19",.211,.316,0.105,0,0,1,0,42.1,0,.211,.527
TJ Friedl LHB,Batting Ninth ​,="5-20",.250,.400,0.150,1,0,0,2,20.0,3,.348,.748
