Matchup,ARI @ SD
Pitcher,German Marquez
Pitcher Team,SD
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,31.0,141,0.268,0.369,0.512,0.244,1.55,8,2.32,10.6%,19.2%,14.2%,13.1%,9.2%,5.81,65.5%,8.1%,10.5%,44.8%,37.1%,20.5%,19.0%
vsLHB,16.2,81,0.288,0.420,0.591,0.303,1.86,6,3.24,14.8%,18.4%,13.6%,11.7%,8.3%,5.94,63.4%,7.7%,14.0%,49.1%,42.1%,25.0%,17.5%
vsRHB,14.1,60,0.246,0.301,0.421,0.175,1.19,2,1.26,5.0%,20.4%,15.0%,15.3%,10.6%,5.65,68.3%,8.7%,6.2%,39.6%,31.2%,13.3%,20.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nolan Arenado RHB,,+600,21,18,4.00,2,2,0.333,0.333,0.722,0.389,0.452,-,23.1%,33.3%,10.7%,86.9,251.5,2,2,8.3%,8.3%,33.3%,50.0%,33.3%,72.1,25.7%,20.0%,8.6%,92.1%,50.0%,25.0%,66.7%,25.0%,50.0%,58.3%,41.7%,-,29.2%
Lourdes Gurriel Jr. RHB,,+640,7,21,3.40,1,1,0.263,0.333,0.579,0.316,0.389,4.8%,7.7%,4.8%,4.2%,89.0,282.6,4,1,5.6%,5.6%,27.8%,33.3%,33.3%,71.7,12.1%,33.3%,12.1%,86.8%,55.6%,27.8%,20.0%,27.8%,38.9%,44.4%,38.9%,16.7%,32.0%
Ketel Marte SHB,,+331,21,16,4.40,1,2,0.357,0.438,0.786,0.429,0.504,12.5%,7.1%,6.2%,3.3%,94.9,299.1,6,5,30.8%,-,23.1%,61.5%,53.8%,72.9,28.0%,40.0%,28.0%,89.3%,77.0%,38.5%,20.0%,38.5%,15.4%,30.8%,53.8%,15.4%,20.0%
Max Kepler LHB,,+550,25,4,2.80,1,2,0.250,0.250,1.000,0.750,0.525,-,11.1%,-,6.2%,95.4,307.6,2,2,50.0%,25.0%,25.0%,75.0%,75.0%,71.4,28.6%,28.6%,14.3%,87.5%,100.0%,75.0%,33.3%,25.0%,-,25.0%,50.0%,25.0%,37.5%
Gabriel Moreno RHB,,+725,26,25,4.20,0,0,0.429,0.520,0.429,-,0.424,16.0%,7.5%,4.0%,2.6%,86.6,208.5,0,0,-,-,10.0%,35.0%,20.0%,72.1,22.2%,27.8%,13.9%,90.0%,25.0%,10.0%,0.0%,15.0%,70.0%,40.0%,35.0%,25.0%,10.3%
Tommy Troy RHB,,+910,17,20,3.80,0,1,0.200,0.200,0.250,0.050,0.197,-,20.0%,20.0%,9.1%,86.1,278.7,5,3,6.2%,-,18.8%,37.5%,37.5%,72.3,42.4%,24.2%,12.1%,100.0%,50.0%,18.8%,0.0%,31.2%,50.0%,43.8%,43.8%,12.5%,17.4%
Tim Tawa RHB,—,N/A,15,20,2.80,0,0,0.176,0.300,0.235,0.059,0.250,15.0%,17.9%,25.0%,9.9%,77.9,236.8,2,0,-,-,16.7%,33.3%,25.0%,74.6,46.9%,12.5%,3.1%,84.2%,41.7%,16.7%,0.0%,25.0%,33.3%,41.7%,41.7%,16.7%,36.8%
James McCann RHB,—,N/A,12,17,2.60,0,1,0.176,0.176,0.235,0.059,0.179,-,22.6%,29.4%,11.3%,85.4,308.5,1,1,8.3%,-,8.3%,41.7%,25.0%,71.5,23.5%,35.3%,11.8%,70.8%,25.0%,8.3%,0.0%,16.7%,66.7%,16.7%,66.7%,16.7%,25.0%
Geraldo Perdomo SHB,,+870,20,14,4.60,0,1,0.333,0.429,0.500,0.167,0.406,7.1%,11.1%,7.1%,5.3%,83.0,214.8,2,1,9.1%,-,9.1%,27.3%,45.5%,67.1,3.8%,23.1%,3.8%,96.3%,54.6%,27.3%,0.0%,27.3%,9.1%,18.2%,45.5%,36.4%,26.7%
Ildemaro Vargas SHB,,+990,17,12,4.00,0,0,0.200,0.333,0.200,-,0.256,16.7%,5.9%,16.7%,2.1%,86.6,230.4,1,0,-,-,12.5%,25.0%,37.5%,70.2,14.3%,35.7%,7.1%,82.4%,50.0%,25.0%,0.0%,25.0%,25.0%,25.0%,25.0%,50.0%,8.3%
