Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Luis Campusano,RHB,SD,Gavin Williams,R,50.6,34.7,25.9,70.9,42.7
Dillon Dingler,RHB,DET,Sean Newcomb,L,18.8,37.9,37.8,52.4,39.6
Owen Caissie,LHB,MIA,Chase Burns,R,35.8,48.1,17.4,53,38.9
Brady House,RHB,WSH,Robert Stock,R,63.4,30.6,24.2,55,38.1
Mike Trout,RHB,LAA,Seth Lugo,R,42.6,41.3,28.8,42.6,38
Jesus Sanchez,LHB,TOR,Gerrit Cole,R,29.3,49.1,14.3,53.7,37.8
Spencer Torkelson,RHB,DET,Sean Newcomb,L,34.5,39.2,26.5,48.6,37.3
Seiya Suzuki,RHB,CHC,Matthew Liberatore,L,37.2,35.3,23.8,51.1,36
Luis Robert,RHB,NYM,Andrew Alvarez,L,29.5,43.5,46.3,13.6,35.5
Teoscar Hernandez,RHB,LAD,Robert Gasser,L,27.7,29.3,19.2,65.1,35.1
Pedro Pages,RHB,STL,Clay Holmes,R,43.7,32.2,39.5,26.9,34.2
Munetaka Murakami,LHB,CWS,Jackson Jobe,R,34.5,37.2,27.3,34.5,33.3
Jeff McNeil,LHB,ATH,Kumar Rocker,R,26.2,30.7,14.7,61.2,33.1
Sam Antonacci,LHB,CWS,Jackson Jobe,R,28.2,36.5,26.8,34.9,32.4
Rafael Devers,LHB,SF,Kyle Freeland,L,20.6,26.2,25.9,53.8,32.4
Gavin Sheets,LHB,SD,Gavin Williams,R,38.2,28.2,35.3,31.9,32.3
Christian Walker,RHB,HOU,George Kirby,R,39.4,24.9,24.9,45.3,31.4
Yordan Alvarez,LHB,HOU,George Kirby,R,29.4,38.5,14.8,42.1,31.4
Pete Alonso,RHB,BAL,Steven Matz,L,25.5,39.8,40.8,9.8,31.2
Andrew Benintendi,LHB,CWS,Jackson Jobe,R,32,31,22.9,37.9,30.4
Jac Caglianone,LHB,KC,Grayson Rodriguez,R,30.7,34.1,23.4,33.6,30.4
Kazuma Okamoto,RHB,TOR,Gerrit Cole,R,38.4,30.3,19.1,39.8,30.1
Esmerlyn Valdez,RHB,PIT,Jake Bennett,L,17.1,33.6,14.9,47.7,29.9
Carter Jensen,LHB,KC,Grayson Rodriguez,R,30.3,29.1,22.8,38.7,29.7
Jackson Merrill,LHB,SD,Gavin Williams,R,37.4,31.7,16.2,39.9,29.7
Gabriel Moreno,RHB,ARI,Chris Sale,L,15.8,25.5,25.5,45.8,29.6
Cam Smith,RHB,HOU,George Kirby,R,48.7,18.2,28.3,39.4,29.6
Pete Crow-Armstrong,LHB,CHC,Matthew Liberatore,L,34.6,23.6,27.4,37.7,29.4
Coby Mayo,RHB,BAL,Steven Matz,L,50.2,36.3,13.5,29.1,29
Josh Smith,LHB,TOR,Gerrit Cole,R,31.2,31.5,9.5,47.6,28.9
Zach Neto,RHB,LAA,Seth Lugo,R,41,21.2,22.1,42.6,28.8
Everson Pereira,RHB,STL,Clay Holmes,R,50.2,32.1,22.3,23.4,28.8
Christian Encarnacion-Strand,RHB,BAL,Steven Matz,L,25.4,32.8,32.6,18.6,28.4
Bryce Eldridge,LHB,SF,Kyle Freeland,L,57.9,35.7,,37.4,27.6
Ketel Marte,SHB,ARI,Chris Sale,L,22,36.3,25.4,19.9,27.5
Ronald Acuna Jr.,RHB,ATL,Brandon Pfaadt,R,46.4,18.9,29,28.8,27.2
Ty France,RHB,SD,Gavin Williams,R,9.4,31,22.3,34.7,27.2
Jordan Walker,RHB,STL,Clay Holmes,R,49.8,18.5,18.5,40.8,27.2
Carson Benge,LHB,NYM,Andrew Alvarez,L,26.8,26.9,16.9,39.4,27
Adley Rutschman,SHB,BOS,Bubba Chandler,R,28.7,26.4,5.5,52.7,26.9
Jose Ramirez,SHB,CLE,Michael King,R,30.6,31.2,12.7,36,26.8
Austin Riley,RHB,ATL,Brandon Pfaadt,R,50.3,22.2,20.4,31.4,26.8
Shohei Ohtani,LHB,LAD,Robert Gasser,L,51.8,25.7,17.5,29.3,26.7
Wilyer Abreu,LHB,BOS,Bubba Chandler,R,25.8,20.8,22.5,40.4,26.7
Brandon Lowe,LHB,PIT,Jake Bennett,L,40.3,29.4,25.2,19.1,26.7
Cal Raleigh,SHB,SEA,Peter Lambert,R,30.6,20.3,20.3,41.3,26.6
Gary Sanchez,RHB,MIL,Yoshinobu Yamamoto,R,25.6,27.2,25.7,26.8,26.5
Nolan Arenado,RHB,ARI,Chris Sale,L,51.6,18.5,18.5,36.8,26.4
Carlos Narvaez,RHB,BAL,Steven Matz,L,57.1,30.4,,40.3,26.4
Hunter Goodman,RHB,COL,Landen Roupp,R,38.7,12.4,29.3,36.6,26.2
Yainer Diaz,RHB,HOU,George Kirby,R,35.1,22.2,22.2,32.5,26.1
Daylen Lile,LHB,WSH,Robert Stock,R,32,24.7,18.2,35,26.1
Jazz Chisholm Jr.,LHB,NYY,Shane Bieber,R,32.1,29.2,15.2,31.3,25.8
Tyler Stephenson,RHB,CIN,Sandy Alcantara,R,38.4,16.4,28.3,30.4,25.7
Carson Kelly,RHB,CHC,Matthew Liberatore,L,27.4,18.3,9.6,53.1,25.3
Francisco Alvarez,RHB,NYM,Andrew Alvarez,L,25.4,31.2,13.6,31.2,25.3
Alejandro Kirk,RHB,TOR,Gerrit Cole,R,36.7,12.7,26.4,37,25.3
Zack Gelof,RHB,ATH,Kumar Rocker,R,36.1,23.9,22.4,25.7,25.1
Mookie Betts,RHB,LAD,Robert Gasser,L,22,26.9,12.2,39.1,25
Jackson Chourio,RHB,MIL,Yoshinobu Yamamoto,R,31.7,22.2,16.6,35.4,24.8
Jacob Young,RHB,WSH,Robert Stock,R,62.6,19.1,25,17.5,24.8
Drew Romo,SHB,CWS,Jackson Jobe,R,51.7,6.4,31,32,24.7
Matt McLain,RHB,CIN,Sandy Alcantara,R,40.1,23.9,15.5,30.4,24.6
Tyler O'Neill,RHB,BAL,Steven Matz,L,28.4,18.2,26.6,29.3,24.5
Masyn Winn,RHB,STL,Clay Holmes,R,36.8,10.6,16.1,49.2,24.5
Colson Montgomery,LHB,CWS,Jackson Jobe,R,35.4,10.3,37.5,23.9,24.4
Dansby Swanson,RHB,CHC,Matthew Liberatore,L,26.6,15.9,16.5,44.5,24.3
Matt Olson,LHB,ATL,Brandon Pfaadt,R,19.3,25.9,21.2,27.7,24.3
Drake Baldwin,LHB,ATL,Brandon Pfaadt,R,26.3,22.6,16.9,34.7,24.3
Jose Altuve,RHB,HOU,George Kirby,R,32.3,18.9,28.9,20.8,23.7
Charles McAdoo,RHB,TOR,Gerrit Cole,R,42.1,24.7,15.4,24.7,23.7
Dylan Crews,RHB,WSH,Robert Stock,R,55,14.8,22.5,25,23.7
Joe Mack,LHB,MIA,Chase Burns,R,44.9,7.8,12.1,50.9,23.6
Amed Rosario,RHB,NYY,Shane Bieber,R,20.4,17.6,16,42.1,23.5
Jose Siri,RHB,LAA,Seth Lugo,R,35.6,27.1,20.7,16.7,23.4
Miguel Vargas,RHB,CWS,Jackson Jobe,R,28.2,16.7,32.1,20.3,23.4
Sal Stewart,RHB,CIN,Sandy Alcantara,R,32,15.2,23.9,30.4,23.3
Eugenio Suarez,RHB,CIN,Sandy Alcantara,R,34.7,19.2,16.1,33.1,23.3
Isaac Collins,SHB,KC,Grayson Rodriguez,R,44.6,14.8,19.7,30.3,23.1
Manny Machado,RHB,SD,Gavin Williams,R,32.4,24.1,18.1,23.4,23
Jeremy Pena,RHB,HOU,George Kirby,R,52.6,9,17.6,37.2,23
Jorge Barrosa,SHB,ARI,Chris Sale,L,30.3,27,27.1,9.4,23
Garrett Mitchell,LHB,MIL,Yoshinobu Yamamoto,R,31.6,19.1,16.9,32.1,22.9
Kevin McGonigle,LHB,DET,Sean Newcomb,L,45.2,13.4,19,31.7,22.8
Christian Yelich,LHB,MIL,Yoshinobu Yamamoto,R,42.2,14.4,9.5,42.1,22.6
Vaughn Grissom,RHB,LAA,Seth Lugo,R,36.7,20.6,17.3,26.1,22.6
Max Muncy,LHB,LAD,Robert Gasser,L,42.4,15.6,10.8,38.3,22.5
Abimelec Ortiz,LHB,WSH,Robert Stock,R,29.6,29.9,5.4,29.9,22.5
Lane Thomas,RHB,ATL,Brandon Pfaadt,R,32.7,18.2,12.5,36.3,22.5
Petey Halpin,LHB,CLE,Michael King,R,40.6,10.9,28.8,23.9,22.5
Miguel Rojas,RHB,LAD,Robert Gasser,L,31,15.8,10.3,43.2,22.5
Luis Rengifo,SHB,SD,Gavin Williams,R,33.9,16.1,7.8,44.2,22.4
Elly De La Cruz,SHB,CIN,Sandy Alcantara,R,27.2,19.5,20,27.5,22.4
Jimmy Crooks,LHB,STL,Clay Holmes,R,22.6,24.8,6.3,37,22.1
Heriberto Hernandez,RHB,MIA,Chase Burns,R,36.1,23.8,8.9,28.3,21.7
Austin Wells,LHB,NYY,Shane Bieber,R,39.1,8.3,22.7,31.9,21.6
Rhys Hoskins,RHB,CLE,Michael King,R,42.6,16.9,11.9,31,21.5
CJ Abrams,LHB,WSH,Robert Stock,R,27.2,13.9,16.9,35.2,21.5
Michael Massey,LHB,KC,Grayson Rodriguez,R,20.2,18.5,9.5,40.8,21.5
Fernando Tatis Jr.,RHB,SD,Gavin Williams,R,31.3,21.5,7.4,34.6,21.5
Randy Arozarena,RHB,SEA,Peter Lambert,R,46.4,13.8,9.9,36.1,21.5
Nathaniel Lowe,LHB,CLE,Michael King,R,34.8,12.6,21.5,27.2,21.1
Dominic Canzone,LHB,SEA,Peter Lambert,R,27.5,22.5,14.7,24.4,21.1
Salvador Perez,RHB,KC,Grayson Rodriguez,R,36,,22.7,41.8,20.9
Kyle Isbel,LHB,KC,Grayson Rodriguez,R,35.9,9.8,10.7,42.6,20.9
Jarren Duran,LHB,BOS,Bubba Chandler,R,18.6,16.4,14.2,36,20.9
