Matchup,SF @ COL
Pitcher,Adrian Houser
Pitcher Team,SF
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.2,235,0.278,0.353,0.481,0.203,1.48,8,1.37,8.1%,18.7%,12.8%,13.3%,8.6%,5.13,65.5%,7.1%,9.3%,45.9%,18.6%,20.6%,14.8%
vsLHB,26.1,141,0.347,0.450,0.636,0.289,2.24,6,2.05,12.1%,19.2%,14.9%,14.6%,8.6%,7.18,62.4%,7.1%,10.9%,47.5%,19.8%,25.0%,22.8%
vsRHB,26.0,94,0.187,0.207,0.275,0.088,0.73,2,0.69,2.1%,17.8%,9.6%,11.1%,8.6%,3.12,70.2%,7.0%,7.3%,43.9%,17.1%,14.3%,4.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
TJ Rumfield LHB,N/A,20,3.20,1,3,0.250,0.400,0.500,0.250,0.394,10.0%,16.2%,5.0%,9.2%,81.2,13.3%,-,6.7%,26.7%,46.7%,69.5,9.1%,21.2%,12.1%,89.2%,33.3%,20.0%,13.3%,46.7%,40.0%,40.0%,20.0%,42.9%
Ezequiel Tovar RHB,N/A,25,4.00,0,1,0.238,0.320,0.238,-,0.256,12.0%,37.0%,16.0%,19.5%,83.9,-,-,22.2%,38.9%,22.2%,72.0,28.9%,23.7%,10.5%,84.4%,5.6%,0.0%,22.2%,55.6%,61.1%,16.7%,22.2%,32.0%
Jake McCarthy LHB,N/A,23,4.00,0,2,0.182,0.174,0.273,0.091,0.187,-,18.6%,21.7%,13.1%,84.7,5.6%,-,22.2%,27.8%,44.4%,71.7,12.5%,22.5%,7.5%,95.2%,50.0%,0.0%,16.7%,22.2%,44.4%,38.9%,16.7%,58.8%
Tyler Freeman RHB,N/A,23,4.20,0,1,0.143,0.217,0.190,0.048,0.192,4.3%,10.5%,4.3%,4.9%,85.1,-,-,-,25.0%,25.0%,69.8,8.8%,23.5%,11.8%,91.9%,20.0%,0.0%,25.0%,50.0%,25.0%,30.0%,45.0%,25.0%
Willi Castro SHB,N/A,22,3.80,0,1,0.111,0.227,0.167,0.056,0.187,13.6%,27.3%,22.7%,13.6%,92.5,-,-,28.6%,50.0%,21.4%,72.6,15.0%,25.0%,12.5%,90.9%,42.9%,0.0%,21.4%,35.7%,64.3%,7.1%,28.6%,21.7%
Brett Sullivan LHB,N/A,22,3.20,0,0,0.053,0.136,0.105,0.053,0.117,9.1%,22.5%,18.2%,11.7%,84.2,-,-,12.5%,18.8%,12.5%,65.7,-,26.3%,2.6%,95.0%,18.8%,0.0%,12.5%,62.5%,56.2%,31.2%,12.5%,26.3%
Edouard Julien LHB,N/A,22,3.00,0,1,-,-,-,-,-,-,10.8%,27.3%,5.0%,90.5,6.2%,-,12.5%,50.0%,31.2%,71.6,12.1%,39.4%,12.1%,89.2%,25.0%,0.0%,18.8%,56.2%,50.0%,31.2%,18.8%,40.0%
Troy Johnston LHB,N/A,22,4.00,0,0,0.278,0.409,0.278,-,0.320,18.2%,28.2%,13.6%,12.5%,88.4,-,-,13.3%,26.7%,33.3%,69.3,-,28.6%,8.6%,89.7%,6.7%,0.0%,40.0%,53.3%,60.0%,20.0%,20.0%,33.3%
Kyle Karros RHB,N/A,21,3.00,0,0,0.105,0.190,0.105,-,0.147,9.5%,14.3%,23.8%,5.3%,88.1,-,-,7.1%,28.6%,21.4%,71.1,7.4%,29.6%,11.1%,96.4%,21.4%,0.0%,14.3%,64.3%,42.9%,50.0%,7.1%,40.0%
Hunter Goodman RHB,N/A,17,4.20,0,0,0.200,0.294,0.200,-,0.238,5.9%,15.0%,23.5%,7.0%,87.4,9.1%,9.1%,27.3%,18.2%,36.4%,74.8,43.6%,17.9%,5.1%,97.5%,-,-,36.4%,45.5%,54.5%,27.3%,18.2%,25.0%
Sterlin Thompson LHB,N/A,11,3.00,0,0,0.100,0.182,0.200,0.100,0.174,9.1%,41.7%,27.3%,17.5%,86.2,-,-,-,28.6%,14.3%,75.6,57.1%,14.3%,4.8%,87.5%,-,-,14.3%,85.7%,57.1%,28.6%,14.3%,35.7%
Chad Stevens RHB,N/A,7,3.00,0,0,0.200,0.286,0.200,-,0.220,14.3%,33.3%,28.6%,16.7%,85.0,-,-,-,25.0%,50.0%,72.0,35.7%,14.3%,-,100.0%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,33.3%
Braxton Fulford RHB,N/A,4,1.80,0,0,-,0.250,-,-,0.162,25.0%,40.0%,25.0%,13.3%,97.7,-,-,-,50.0%,50.0%,67.4,25.0%,50.0%,25.0%,80.0%,-,-,50.0%,50.0%,50.0%,50.0%,-,0.0%
