Matchup,NYY @ BOS
Pitcher,Will Warren
Pitcher Team,NYY
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,78.1,339,0.253,0.308,0.390,0.136,1.33,8,0.92,7.7%,22.3%,24.8%,19.7%,9.9%,9.65,62.1%,8.7%,6.6%,37.9%,25.1%,14.0%,17.6%
vsLHB,40.1,177,0.262,0.321,0.406,0.144,1.41,5,1.12,8.5%,17.6%,20.3%,18.5%,7.4%,8.03,60.7%,8.0%,7.2%,34.4%,26.4%,15.2%,18.4%
vsRHB,37.1,162,0.243,0.293,0.372,0.128,1.26,3,0.72,6.8%,26.7%,29.6%,20.8%,12.4%,11.57,63.6%,9.4%,5.9%,42.2%,23.5%,12.5%,16.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Caleb Durbin RHB,,+1040,11,22,3.60,2,2,0.350,0.409,0.700,0.350,0.469,9.1%,8.1%,13.6%,4.1%,83.5,259.0,4,4,-,-,29.4%,23.5%,17.6%,69.6,15.2%,27.3%,9.1%,89.2%,17.6%,66.7%,17.6%,41.2%,52.9%,41.2%,5.9%,42.1%
Jarren Duran LHB,,+600,25,17,4.20,1,1,0.200,0.235,0.400,0.200,0.266,5.9%,30.0%,17.6%,19.7%,88.8,235.0,2,2,7.7%,-,-,53.8%,30.8%,74.4,38.9%,19.4%,11.1%,92.3%,7.7%,0.0%,30.8%,53.8%,23.1%,46.2%,30.8%,54.5%
Nate Eaton RHB,—,N/A,1,8,3.60,1,1,0.143,0.250,0.571,0.429,0.344,12.5%,28.6%,25.0%,11.1%,95.1,296.0,3,1,20.0%,20.0%,60.0%,60.0%,60.0%,73.6,36.4%,27.3%,18.2%,78.6%,20.0%,100.0%,40.0%,20.0%,60.0%,-,40.0%,12.5%
Willson Contreras RHB,,+430,23,23,4.20,0,0,0.150,0.261,0.200,0.050,0.220,8.7%,31.9%,26.1%,18.8%,93.1,258.7,2,0,-,-,-,57.1%,21.4%,75.7,58.1%,25.6%,7.0%,91.5%,21.4%,0.0%,21.4%,57.1%,21.4%,57.1%,21.4%,52.9%
Masataka Yoshida LHB,,+1000,18,23,3.00,0,0,0.190,0.261,0.190,-,0.211,8.7%,28.6%,8.7%,13.0%,85.3,284.9,4,0,-,-,21.1%,15.8%,52.6%,71.2,26.7%,36.7%,-,85.7%,15.8%,0.0%,36.8%,47.4%,42.1%,36.8%,21.1%,24.0%
Mickey Gasper SHB,,+860,11,22,3.20,0,1,0.222,0.364,0.333,0.111,0.314,18.2%,11.5%,4.5%,4.6%,88.8,248.1,4,1,5.9%,-,17.6%,29.4%,17.6%,71.1,12.5%,50.0%,12.5%,92.3%,35.3%,0.0%,11.8%,41.2%,29.4%,41.2%,29.4%,27.3%
Connor Wong RHB,,+900,22,20,2.80,0,1,0.200,0.400,0.333,0.133,0.337,20.0%,21.9%,25.0%,9.9%,91.2,252.0,3,1,10.0%,10.0%,50.0%,50.0%,30.0%,72.3,23.3%,23.3%,10.0%,93.8%,30.0%,0.0%,40.0%,30.0%,80.0%,10.0%,10.0%,13.3%
Wilyer Abreu LHB,,+430,12,20,4.20,0,0,0.250,0.400,0.312,0.062,0.327,20.0%,27.1%,25.0%,14.4%,85.6,251.5,2,1,-,-,18.2%,36.4%,27.3%,73.0,30.0%,15.0%,2.5%,83.3%,18.2%,0.0%,27.3%,45.5%,54.5%,27.3%,18.2%,28.6%
Marcelo Mayer LHB,,+1060,12,19,3.20,0,0,0.111,0.158,0.167,0.056,0.148,5.3%,25.7%,31.6%,11.5%,86.6,240.0,2,2,-,-,8.3%,33.3%,16.7%,72.3,17.2%,20.7%,10.3%,82.9%,-,-,16.7%,58.3%,16.7%,58.3%,25.0%,30.0%
Ceddanne Rafaela RHB,,+830,14,18,4.60,0,0,0.222,0.222,0.278,0.056,0.219,-,23.7%,27.8%,13.2%,79.9,270.7,3,1,-,-,-,30.8%,38.5%,69.4,6.7%,23.3%,3.3%,78.9%,15.4%,0.0%,30.8%,46.2%,30.8%,30.8%,38.5%,31.6%
Carlos Narvaez RHB,—,N/A,11,18,3.60,0,0,0.062,0.167,0.062,-,0.122,11.1%,38.5%,44.4%,20.5%,86.7,313.9,3,2,-,-,12.5%,62.5%,37.5%,70.3,9.4%,15.6%,9.4%,82.1%,12.5%,0.0%,37.5%,37.5%,50.0%,12.5%,37.5%,47.1%
Anthony Seigler SHB,,+1060,6,15,3.60,0,0,0.231,0.333,0.308,0.077,0.290,13.3%,27.3%,26.7%,13.6%,90.4,281.9,1,0,-,-,11.1%,33.3%,33.3%,67.4,-,42.1%,5.3%,90.5%,11.1%,0.0%,33.3%,55.6%,22.2%,33.3%,44.4%,40.0%
Andruw Monasterio RHB,—,N/A,10,11,2.40,0,0,0.091,0.091,0.091,-,0.081,-,15.4%,36.4%,7.8%,91.5,275.9,2,2,-,-,-,28.6%,42.9%,68.8,-,25.0%,5.0%,76.9%,42.9%,0.0%,42.9%,14.3%,-,71.4%,28.6%,36.4%
