Matchup,ARI @ SD
Pitcher,Michael King
Pitcher Team,SD
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,240,0.233,0.292,0.344,0.112,1.27,6,0.96,8.8%,22.9%,17.5%,16.8%,10.6%,6.75,64.3%,6.3%,7.0%,36.0%,24.4%,14.3%,12.8%
vsLHB,32.1,143,0.244,0.302,0.346,0.102,1.45,4,1.11,11.2%,23.4%,18.2%,18.2%,10.4%,7.24,59.0%,4.5%,8.0%,34.0%,28.0%,14.3%,14.0%
vsRHB,23.2,97,0.216,0.279,0.341,0.125,1.01,2,0.76,5.2%,22.2%,16.5%,15.0%,10.8%,6.08,72.2%,8.9%,5.6%,38.9%,19.4%,14.3%,11.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nolan Arenado RHB,,+780,21,28,4.00,2,2,0.185,0.214,0.444,0.259,0.282,3.6%,20.8%,28.6%,11.5%,80.7,236.3,4,2,5.3%,5.3%,26.3%,31.6%,31.6%,72.0,29.5%,18.2%,4.5%,88.0%,52.6%,26.3%,40.0%,26.3%,42.1%,47.4%,42.1%,10.5%,40.7%
Ketel Marte SHB,,+369,16,25,4.40,2,3,0.261,0.320,0.609,0.348,0.392,8.0%,15.2%,8.0%,7.1%,92.9,295.7,6,4,14.3%,-,14.3%,47.6%,38.1%,74.5,43.9%,36.6%,17.1%,89.1%,61.9%,42.9%,22.2%,19.0%,38.1%,47.6%,33.3%,19.0%,13.0%
Geraldo Perdomo SHB,,+1080,20,27,4.60,1,2,0.269,0.296,0.462,0.192,0.328,3.7%,9.1%,3.7%,4.2%,88.1,259.2,7,3,8.0%,4.0%,24.0%,24.0%,24.0%,67.4,5.9%,35.3%,2.0%,92.7%,64.0%,48.0%,8.3%,16.0%,20.0%,40.0%,32.0%,28.0%,22.2%
Lourdes Gurriel Jr. RHB,,+800,15,25,3.00,1,1,0.174,0.240,0.391,0.217,0.276,4.0%,17.1%,16.0%,9.6%,86.6,245.3,4,1,5.3%,5.3%,21.1%,26.3%,26.3%,71.3,11.4%,31.4%,11.4%,87.5%,42.2%,21.1%,25.0%,21.1%,36.8%,36.8%,42.1%,21.1%,34.8%
Max Kepler LHB,,+561,12,20,2.40,1,2,0.158,0.200,0.368,0.211,0.245,5.0%,25.6%,20.0%,13.5%,88.5,273.4,6,3,13.3%,6.7%,26.7%,46.7%,53.3%,70.9,18.8%,25.0%,12.5%,88.9%,80.0%,46.7%,14.3%,33.3%,6.7%,33.3%,33.3%,33.3%,38.1%
Gabriel Moreno RHB,,+890,19,26,4.20,0,0,0.455,0.538,0.455,-,0.442,15.4%,10.6%,11.5%,4.2%,86.5,211.5,0,0,-,-,5.3%,31.6%,31.6%,72.3,23.9%,19.6%,10.9%,97.9%,31.6%,5.3%,0.0%,26.3%,68.4%,42.1%,36.8%,21.1%,12.9%
Corbin Carroll LHB,,+360,22,25,4.40,0,1,0.143,0.280,0.286,0.143,0.255,16.0%,41.8%,32.0%,19.2%,90.9,218.4,3,1,7.7%,7.7%,30.8%,38.5%,23.1%,75.1,52.9%,13.7%,9.8%,94.4%,38.5%,15.4%,0.0%,23.1%,38.5%,61.5%,7.7%,30.8%,34.6%
Pavin Smith LHB,,+401,6,24,3.20,0,0,0.095,0.208,0.095,-,0.155,12.5%,9.5%,-,4.5%,85.3,217.4,3,0,-,-,23.8%,28.6%,28.6%,70.8,5.6%,30.6%,8.3%,87.8%,52.4%,23.8%,0.0%,28.6%,38.1%,42.9%,33.3%,23.8%,25.0%
Ildemaro Vargas SHB,,+1080,12,23,4.00,0,0,0.150,0.261,0.200,0.050,0.217,13.0%,16.1%,8.7%,6.2%,84.9,232.1,1,0,-,-,11.1%,33.3%,22.2%,70.7,16.0%,36.0%,8.0%,83.3%,33.4%,16.7%,0.0%,16.7%,44.4%,33.3%,27.8%,38.9%,17.4%
Tommy Troy RHB,,+1000,21,23,3.80,0,0,0.174,0.174,0.174,-,0.155,-,27.9%,30.4%,13.5%,86.7,286.5,4,2,-,-,12.5%,43.8%,31.2%,71.6,31.6%,23.7%,13.2%,90.5%,37.6%,18.8%,0.0%,18.8%,62.5%,43.8%,43.8%,12.5%,18.2%
