Matchup,CWS @ BAL
Pitcher,Sean Burke
Pitcher Team,CWS
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.0,231,0.236,0.325,0.414,0.177,1.37,8,1.38,10.0%,26.9%,27.3%,22.6%,12.5%,10.90,62.7%,6.9%,9.3%,36.4%,33.6%,12.8%,20.7%
vsLHB,32.2,141,0.205,0.315,0.410,0.205,1.29,6,1.65,12.1%,26.5%,27.0%,22.4%,12.6%,10.47,61.8%,5.7%,9.5%,42.9%,39.3%,15.2%,21.4%
vsRHB,19.1,90,0.284,0.340,0.420,0.136,1.50,2,0.93,6.7%,27.5%,27.8%,22.9%,12.3%,11.64,64.0%,8.8%,8.9%,26.8%,25.0%,7.1%,19.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+282,35,20,4.60,2,3,0.400,0.550,0.867,0.467,0.569,25.0%,27.0%,25.0%,11.4%,89.4,287.8,3,3,20.0%,10.0%,30.0%,40.0%,40.0%,75.1,51.5%,12.1%,6.1%,91.7%,60.0%,30.0%,66.7%,30.0%,40.0%,70.0%,10.0%,20.0%,18.2%
Taylor Ward RHB,,+501,14,28,4.80,1,1,0.259,0.286,0.370,0.111,0.289,3.6%,22.2%,32.1%,11.6%,84.4,243.7,3,1,5.6%,-,5.6%,27.8%,38.9%,69.0,2.6%,23.1%,7.7%,86.7%,44.4%,11.1%,50.0%,33.3%,44.4%,38.9%,33.3%,27.8%,48.0%
Samuel Basallo LHB,,+360,28,19,4.00,1,1,0.222,0.263,0.389,0.167,0.285,5.3%,36.8%,36.8%,20.0%,87.0,256.5,2,1,9.1%,9.1%,9.1%,27.3%,27.3%,74.0,32.3%,16.1%,9.7%,83.8%,36.4%,27.3%,33.3%,9.1%,54.5%,45.5%,27.3%,27.3%,42.9%
Adley Rutschman SHB,,+476,20,19,4.00,1,1,0.278,0.316,0.556,0.278,0.372,5.3%,13.5%,21.1%,6.5%,88.6,292.3,4,1,7.7%,-,7.7%,38.5%,30.8%,71.3,22.9%,28.6%,8.6%,94.6%,53.9%,30.8%,25.0%,23.1%,46.2%,30.8%,38.5%,30.8%,36.8%
Gunnar Henderson LHB,,+350,20,18,4.80,1,1,0.118,0.167,0.294,0.176,0.202,5.6%,22.9%,33.3%,11.1%,88.8,249.4,3,2,9.1%,9.1%,18.2%,45.5%,27.3%,73.3,25.0%,18.8%,6.2%,91.4%,54.6%,36.4%,25.0%,18.2%,27.3%,27.3%,36.4%,36.4%,16.7%
Colton Cowser LHB,,+491,28,15,3.40,1,1,0.357,0.400,0.571,0.214,0.421,6.7%,13.0%,20.0%,5.7%,88.6,271.7,3,1,9.1%,-,18.2%,54.5%,27.3%,75.5,54.5%,27.3%,22.7%,95.7%,54.6%,36.4%,25.0%,18.2%,36.4%,36.4%,36.4%,27.3%,25.0%
Blaze Alexander RHB,—,N/A,11,23,3.60,0,0,0.250,0.348,0.350,0.100,0.311,13.0%,8.9%,13.0%,4.4%,88.5,292.0,5,2,12.5%,-,6.2%,31.2%,31.2%,71.1,5.0%,30.0%,5.0%,88.9%,43.7%,31.2%,0.0%,12.5%,50.0%,37.5%,31.2%,31.2%,26.9%
Tyler O'Neill RHB,—,N/A,15,20,3.60,0,1,0.294,0.400,0.412,0.118,0.358,15.0%,25.6%,25.0%,11.8%,93.1,230.6,3,1,8.3%,-,41.7%,58.3%,50.0%,71.8,13.9%,25.0%,11.1%,94.7%,66.7%,25.0%,0.0%,41.7%,16.7%,58.3%,33.3%,8.3%,29.2%
Coby Mayo RHB,,+431,22,20,3.40,0,0,0.200,0.200,0.300,0.100,0.216,-,43.2%,55.0%,18.6%,93.0,188.3,0,0,-,-,33.3%,55.6%,22.2%,75.2,58.6%,20.7%,13.8%,80.6%,33.3%,11.1%,0.0%,22.2%,44.4%,55.6%,11.1%,33.3%,15.0%
Dylan Beavers LHB,,+650,21,17,3.20,0,0,0.455,0.647,0.636,0.182,0.536,35.3%,6.9%,5.9%,3.3%,91.5,269.8,2,0,-,-,20.0%,40.0%,50.0%,71.0,3.6%,21.4%,14.3%,96.6%,70.0%,20.0%,0.0%,50.0%,30.0%,20.0%,50.0%,30.0%,50.0%
