Matchup,SEA @ BAL
Pitcher,Chris Bassitt
Pitcher Team,BAL
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.1,261,0.307,0.365,0.447,0.140,1.63,6,0.96,8.4%,21.2%,14.2%,14.8%,9.7%,5.91,57.4%,7.3%,4.1%,34.5%,22.2%,14.0%,14.9%
vsLHB,32.0,157,0.328,0.409,0.537,0.209,1.91,6,1.69,10.8%,21.2%,13.4%,12.9%,9.8%,5.91,55.1%,6.7%,6.9%,36.2%,26.7%,19.4%,18.1%
vsRHB,23.2,104,0.277,0.301,0.319,0.043,1.31,0,-,4.8%,21.1%,15.4%,18.4%,9.5%,6.08,61.0%,8.2%,-,32.1%,15.4%,-,10.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dominic Canzone LHB,,+479,15,6,3.00,2,2,0.333,0.333,1.333,1.000,0.700,-,18.2%,16.7%,6.9%,94.2,387.9,2,2,40.0%,40.0%,40.0%,60.0%,60.0%,74.0,44.4%,22.2%,22.2%,90.0%,40.0%,100.0%,-,60.0%,80.0%,20.0%,-,22.2%
Jhonny Pereda RHB,,+1000,12,16,3.80,1,1,0.400,0.438,0.600,0.200,0.450,6.2%,15.6%,12.5%,7.5%,90.5,225.4,2,1,7.7%,7.7%,23.1%,46.2%,30.8%,70.5,3.6%,35.7%,10.7%,90.3%,15.4%,50.0%,38.5%,38.5%,30.8%,38.5%,30.8%,27.8%
Randy Arozarena RHB,,+630,22,14,4.60,1,1,0.455,0.571,0.909,0.455,0.608,7.1%,8.7%,-,4.3%,95.2,325.0,3,1,9.1%,-,-,54.5%,54.5%,71.1,25.0%,40.0%,30.0%,87.0%,9.1%,100.0%,27.3%,63.6%,18.2%,45.5%,36.4%,47.4%
JP Crawford LHB,—,N/A,24,12,4.00,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,33.3%,41.7%,12.2%,91.7,280.4,2,1,16.7%,-,16.7%,33.3%,33.3%,73.2,26.7%,20.0%,13.3%,83.3%,33.3%,50.0%,33.3%,33.3%,50.0%,33.3%,16.7%,22.2%
Mitch Garver RHB,—,N/A,25,12,3.60,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,21.1%,25.0%,9.1%,91.4,297.4,3,1,12.5%,12.5%,37.5%,62.5%,12.5%,73.9,38.9%,27.8%,11.1%,94.7%,50.0%,25.0%,12.5%,37.5%,62.5%,37.5%,-,25.0%
Julio Rodriguez RHB,,+441,22,11,4.80,1,1,0.300,0.273,0.700,0.400,0.387,-,40.9%,18.2%,19.6%,99.6,305.3,4,2,33.3%,11.1%,11.1%,55.6%,66.7%,78.3,80.0%,30.0%,25.0%,90.9%,44.4%,25.0%,44.4%,11.1%,11.1%,88.9%,-,26.3%
Luke Raley LHB,,+395,23,6,3.80,1,2,0.400,0.500,1.000,0.600,0.618,-,18.2%,-,7.1%,73.6,295.5,2,2,20.0%,-,20.0%,40.0%,20.0%,74.2,40.0%,30.0%,20.0%,90.9%,60.0%,33.3%,-,-,20.0%,20.0%,60.0%,27.3%
Cole Young LHB,,+750,16,12,4.40,0,0,0.500,0.500,0.500,-,0.425,8.3%,8.7%,8.3%,5.1%,88.1,249.5,0,0,-,-,10.0%,20.0%,50.0%,70.9,20.0%,25.0%,10.0%,87.0%,20.0%,0.0%,30.0%,40.0%,40.0%,30.0%,30.0%,33.3%
Colt Emerson LHB,,+630,19,11,3.80,0,0,0.400,0.455,0.600,0.200,0.452,9.1%,17.4%,9.1%,8.7%,91.8,296.5,2,1,-,-,11.1%,44.4%,44.4%,73.3,38.1%,23.8%,9.5%,91.3%,11.1%,0.0%,44.4%,44.4%,33.3%,33.3%,33.3%,15.4%
Josh Naylor LHB,,+528,28,11,4.40,0,0,0.182,0.182,0.182,-,0.162,-,9.1%,9.1%,5.3%,82.9,231.1,0,0,-,-,-,30.0%,10.0%,70.2,10.0%,25.0%,10.0%,90.9%,20.0%,0.0%,10.0%,60.0%,10.0%,50.0%,40.0%,46.2%
Rob Refsnyder RHB,—,N/A,7,6,1.80,0,0,0.200,0.333,0.200,-,0.256,16.7%,25.0%,16.7%,13.6%,90.5,261.5,2,0,-,-,50.0%,50.0%,75.0%,72.8,27.3%,18.2%,18.2%,91.7%,25.0%,0.0%,75.0%,-,50.0%,50.0%,-,62.5%
Victor Robles RHB,—,N/A,-,5,2.60,0,0,0.200,0.200,0.200,-,0.178,-,12.5%,-,5.9%,77.7,76.8,0,0,-,-,-,-,-,67.8,-,28.6%,-,87.5%,-,-,-,80.0%,60.0%,20.0%,20.0%,20.0%
Patrick Wisdom RHB,,+414,7,4,3.40,0,0,-,-,-,-,-,-,12.5%,-,8.3%,89.7,389.3,1,1,25.0%,-,-,25.0%,25.0%,74.6,50.0%,33.3%,16.7%,75.0%,-,-,25.0%,75.0%,-,50.0%,50.0%,40.0%
