Matchup,MIA @ PIT
Pitcher,Sandy Alcantara
Pitcher Team,MIA
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,89.1,374,0.263,0.313,0.402,0.139,1.26,10,1.01,5.9%,20.7%,16.6%,16.7%,10.6%,6.25,64.9%,7.4%,6.7%,36.9%,25.2%,12.7%,14.9%
vsLHB,50.2,218,0.274,0.333,0.443,0.169,1.38,7,1.24,6.9%,20.5%,15.6%,14.7%,10.9%,6.04,63.0%,7.0%,9.0%,37.3%,29.5%,12.2%,15.7%
vsRHB,38.0,156,0.248,0.285,0.345,0.097,1.13,3,0.71,4.5%,21.0%,17.9%,20.1%,10.2%,6.63,67.5%,7.9%,3.4%,36.2%,19.0%,13.6%,13.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nick Gonzales RHB,,+1200,17,27,4.20,2,3,0.360,0.407,0.680,0.320,0.463,7.4%,31.2%,22.2%,15.2%,87.4,295.0,5,3,15.8%,5.3%,10.5%,42.1%,36.8%,70.3,8.7%,26.1%,10.9%,97.9%,26.3%,40.0%,21.1%,52.6%,31.6%,52.6%,15.8%,37.5%
Tyler Callihan LHB,,+730,17,11,3.20,2,2,0.375,0.545,1.375,1.000,0.706,27.3%,25.9%,18.2%,15.2%,94.6,324.9,3,2,33.3%,33.3%,83.3%,50.0%,33.3%,68.9,8.0%,20.0%,12.0%,92.6%,100.0%,33.3%,-,-,83.3%,-,16.7%,72.7%
Spencer Horwitz LHB,,+680,21,28,4.40,1,1,0.333,0.429,0.500,0.167,0.404,14.3%,7.5%,-,3.2%,86.8,246.2,8,4,12.5%,4.2%,16.7%,37.5%,33.3%,69.3,9.8%,27.5%,11.8%,96.2%,41.7%,10.0%,16.7%,20.8%,29.2%,33.3%,37.5%,23.3%
Marcell Ozuna RHB,—,N/A,25,23,3.20,1,2,0.286,0.348,0.429,0.143,0.341,8.7%,23.8%,17.4%,11.1%,93.5,273.8,3,2,12.5%,6.2%,25.0%,50.0%,43.8%,74.0,50.0%,33.3%,13.9%,85.7%,12.5%,50.0%,37.5%,50.0%,43.8%,37.5%,18.8%,13.0%
Ryan O'Hearn LHB,,+587,31,20,4.00,1,1,0.300,0.300,0.450,0.150,0.328,-,27.3%,25.0%,13.2%,89.8,258.3,3,0,-,-,13.3%,40.0%,40.0%,71.6,12.9%,32.3%,6.5%,93.9%,26.7%,25.0%,33.3%,33.3%,13.3%,46.7%,40.0%,18.8%
Jake Mangum SHB,,+2200,16,19,3.40,1,1,0.389,0.421,0.556,0.167,0.426,5.3%,16.0%,15.8%,8.5%,85.4,249.0,3,1,6.7%,6.7%,13.3%,33.3%,33.3%,66.6,-,23.9%,6.5%,92.0%,20.0%,33.3%,26.7%,40.0%,26.7%,33.3%,40.0%,22.2%
Endy Rodriguez SHB,,+820,24,18,2.20,1,1,0.125,0.222,0.312,0.188,0.238,11.1%,18.8%,27.8%,7.8%,93.2,278.5,6,2,18.2%,9.1%,18.2%,63.6%,36.4%,73.0,20.7%,31.0%,13.8%,90.6%,45.5%,20.0%,18.2%,18.2%,27.3%,18.2%,54.5%,35.3%
Jared Triolo RHB,,+1400,11,24,3.60,0,1,0.200,0.333,0.250,0.050,0.272,16.7%,24.2%,25.0%,8.8%,80.3,218.5,3,0,-,-,-,21.4%,35.7%,69.5,7.1%,28.6%,7.1%,84.8%,21.4%,0.0%,21.4%,35.7%,28.6%,50.0%,21.4%,29.6%
Brandon Lowe LHB,,+387,21,22,3.60,0,1,0.222,0.318,0.333,0.111,0.285,13.6%,26.3%,13.6%,11.9%,91.7,267.3,3,2,6.2%,6.2%,31.2%,37.5%,37.5%,74.2,37.8%,27.0%,16.2%,97.4%,25.0%,0.0%,31.2%,37.5%,50.0%,31.2%,18.8%,40.0%
Bryan Reynolds SHB,,+725,17,20,4.40,0,1,0.188,0.300,0.250,0.062,0.250,15.0%,23.3%,30.0%,9.3%,96.7,272.0,3,2,18.2%,9.1%,9.1%,63.6%,45.5%,73.0,37.9%,31.0%,17.2%,96.7%,18.2%,0.0%,36.4%,45.5%,54.5%,36.4%,9.1%,44.4%
Esmerlyn Valdez RHB,—,N/A,8,6,3.20,0,0,-,-,-,-,-,-,47.1%,66.7%,25.8%,81.7,-,0,0,-,-,-,50.0%,-,71.8,15.4%,7.7%,7.7%,81.2%,-,-,-,100.0%,-,50.0%,50.0%,57.1%
Billy Cook RHB,—,N/A,1,5,2.00,0,0,0.200,0.200,0.200,-,0.178,-,40.0%,40.0%,25.0%,81.8,290.6,0,0,-,-,-,-,-,74.6,50.0%,25.0%,25.0%,80.0%,33.3%,0.0%,-,66.7%,33.3%,33.3%,33.3%,66.7%
Rafael Flores RHB,,+522,-,2,2.50,0,0,1.000,1.000,2.000,1.000,0.960,50.0%,66.7%,-,28.6%,73.7,239.4,0,0,-,-,-,-,-,73.1,33.3%,-,-,100.0%,100.0%,0.0%,-,-,-,-,100.0%,100.0%
