Matchup,CLE @ TEX
Pitcher,Tanner Bibee
Pitcher Team,CLE
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.0,290,0.258,0.328,0.447,0.189,1.30,13,1.70,7.6%,27.2%,20.7%,17.8%,12.8%,7.83,61.9%,8.1%,10.6%,45.9%,27.1%,21.4%,22.7%
vsLHB,37.1,160,0.236,0.331,0.465,0.229,1.29,9,2.17,8.8%,31.0%,25.0%,21.2%,14.8%,9.64,59.4%,8.8%,14.3%,47.6%,30.5%,25.0%,23.8%
vsRHB,31.0,130,0.283,0.326,0.425,0.142,1.35,4,1.16,6.2%,22.4%,15.4%,13.5%,10.3%,5.81,64.9%,7.2%,6.9%,44.1%,23.5%,16.7%,21.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,+310,28,4.80,3,3,0.320,0.393,0.760,0.440,0.481,10.7%,26.4%,10.7%,12.8%,89.6,13.6%,13.6%,27.3%,40.9%,36.4%,71.0,16.3%,30.6%,16.3%,94.2%,13.6%,66.7%,31.8%,45.5%,63.6%,27.3%,9.1%,24.0%
Josh Jung RHB,+710,24,4.80,2,2,0.318,0.375,0.636,0.318,0.433,4.2%,25.0%,25.0%,13.1%,88.6,6.2%,6.2%,25.0%,43.8%,37.5%,70.3,4.7%,27.9%,7.0%,97.7%,31.2%,40.0%,31.2%,25.0%,31.2%,43.8%,25.0%,42.9%
Kyle Higashioka RHB,N/A,18,3.80,2,2,0.375,0.444,0.812,0.438,0.528,5.6%,8.7%,11.1%,2.5%,86.4,21.4%,7.1%,14.3%,42.9%,50.0%,70.2,4.8%,47.6%,9.5%,91.3%,35.7%,40.0%,28.6%,28.6%,28.6%,57.1%,14.3%,4.2%
Corey Seager LHB,+390,29,4.00,1,4,0.077,0.172,0.192,0.115,0.170,10.3%,32.2%,27.6%,16.8%,93.9,27.8%,5.6%,11.1%,50.0%,33.3%,72.0,14.5%,25.5%,14.5%,93.2%,44.4%,12.5%,22.2%,33.3%,33.3%,38.9%,27.8%,55.9%
Brandon Nimmo LHB,+490,26,4.40,1,5,0.250,0.308,0.375,0.125,0.305,3.8%,25.6%,26.9%,11.0%,92.3,23.5%,5.9%,23.5%,41.2%,41.2%,72.7,16.7%,30.0%,16.7%,85.7%,58.8%,10.0%,29.4%,11.8%,35.3%,52.9%,11.8%,8.3%
Evan Carter LHB,+680,23,3.60,1,1,0.286,0.348,0.667,0.381,0.421,8.7%,31.2%,30.4%,12.9%,84.0,7.1%,-,7.1%,35.7%,21.4%,71.7,29.3%,17.1%,4.9%,89.1%,21.4%,33.3%,7.1%,64.3%,50.0%,28.6%,21.4%,28.6%
Nicky Lopez LHB,N/A,20,3.40,1,2,0.250,0.250,0.400,0.150,0.283,-,26.8%,15.0%,16.7%,84.9,-,-,29.4%,23.5%,47.1%,66.0,-,34.3%,5.7%,87.5%,17.6%,0.0%,41.2%,35.3%,41.2%,47.1%,11.8%,55.0%
Danny Jansen RHB,+790,25,3.80,0,1,0.167,0.400,0.222,0.056,0.309,20.0%,20.0%,20.0%,9.2%,89.3,7.7%,-,38.5%,30.8%,23.1%,71.4,11.1%,27.8%,2.8%,94.7%,53.8%,0.0%,23.1%,15.4%,53.8%,38.5%,7.7%,40.0%
Ezequiel Duran RHB,+920,24,4.20,0,0,0.217,0.250,0.261,0.043,0.228,4.2%,16.3%,25.0%,8.3%,85.3,-,-,5.9%,17.6%,23.5%,72.6,28.2%,23.1%,7.7%,90.7%,11.8%,0.0%,17.6%,64.7%,35.3%,35.3%,29.4%,47.8%
Jake Burger RHB,+520,19,4.40,0,0,0.211,0.211,0.263,0.053,0.207,-,22.0%,21.1%,12.0%,93.9,6.7%,-,6.7%,53.3%,40.0%,75.0,60.5%,28.9%,18.4%,92.7%,13.3%,0.0%,33.3%,53.3%,33.3%,46.7%,20.0%,42.1%
Wyatt Langford RHB,+490,19,4.40,0,0,0.333,0.368,0.333,-,0.315,5.3%,22.9%,21.1%,11.7%,94.2,-,-,7.1%,42.9%,21.4%,72.0,19.5%,29.3%,4.9%,93.2%,21.4%,0.0%,14.3%,57.1%,14.3%,35.7%,50.0%,30.8%
Justin Foscue RHB,N/A,12,2.00,0,0,0.200,0.250,0.200,-,0.202,8.3%,5.6%,16.7%,2.4%,85.0,-,-,11.1%,44.4%,22.2%,70.1,-,40.0%,6.7%,83.3%,44.4%,0.0%,22.2%,22.2%,22.2%,44.4%,33.3%,35.7%
Michael Helman RHB,N/A,6,3.20,0,0,0.167,0.167,0.167,-,0.148,-,12.5%,-,6.7%,69.2,-,-,16.7%,16.7%,16.7%,69.2,-,13.3%,-,100.0%,16.7%,0.0%,33.3%,16.7%,16.7%,50.0%,33.3%,25.0%
