Split,vsLHB
Range,L10
Dates,="7/21/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:10 PM,Tyler Phillips,@,22.2,109,5.97,0.320,0.394,1.90,0.206,0.526,5,1.99,51,23.3%,16.5%,16.2%,10.3%,7.15,12,11.0%,59.1%,8.4%,79,51.9%,8,10.1%,21.5%,23.5%,10.1%
8:05 PM,Kumar Rocker,vs,27.1,122,5.15,0.298,0.375,1.50,0.254,0.553,7,2.30,63,29.1%,23.0%,19.0%,13.8%,9.22,7,5.7%,58.2%,7.9%,87,44.8%,9,10.3%,25.3%,22.7%,24.1%
7:05 PM,Will Warren,vs,31.2,140,5.09,0.293,0.369,1.55,0.195,0.488,4,1.14,60,16.7%,12.1%,12.2%,7.2%,4.83,13,9.3%,63.4%,6.5%,108,38.0%,8,7.4%,24.1%,15.4%,19.4%
9:38 PM,Matthew Liberatore,@,11.2,53,2.59,0.292,0.326,1.46,0.083,0.375,1,0.77,18,27.8%,32.1%,27.4%,13.3%,13.11,3,5.7%,62.3%,5.9%,31,45.2%,1,3.2%,16.1%,-,16.1%
8:10 PM,Tatsuya Imai,vs,26.2,125,5.84,0.291,0.380,1.69,0.227,0.518,7,2.36,57,26.7%,24.0%,18.6%,12.8%,10.12,13,10.4%,50.4%,9.2%,81,51.9%,11,13.6%,29.6%,29.2%,16.0%
8:40 PM,Michael Lorenzen,vs,29.1,135,4.77,0.276,0.352,1.60,0.172,0.448,3,0.92,52,16.8%,14.1%,16.0%,7.0%,5.83,15,11.1%,57.0%,7.4%,100,45.0%,7,7.0%,27.0%,7.4%,14.0%
8:05 PM,David Peterson,vs,15.1,65,3.88,0.274,0.336,1.24,0.210,0.484,3,1.76,30,27.1%,27.7%,28.1%,12.8%,10.57,2,3.1%,72.3%,10.6%,43,37.2%,4,9.3%,20.9%,33.3%,18.6%
9:40 PM,Jack Perkins,@,18.0,87,5.16,0.274,0.374,1.83,0.205,0.479,4,2.00,35,25.9%,31.0%,24.8%,10.9%,13.50,13,14.9%,62.1%,4.8%,47,34.0%,3,6.4%,34.0%,25.0%,23.4%
9:40 PM,Luis Castillo,vs,30.0,134,5.40,0.270,0.350,1.47,0.221,0.492,6,1.80,60,19.1%,15.7%,11.6%,10.5%,6.30,11,8.2%,65.9%,7.6%,102,39.2%,11,10.8%,33.3%,17.6%,19.6%
6:40 PM,Parker Messick,vs,16.2,75,3.34,0.265,0.328,1.50,0.162,0.426,1,0.54,29,27.3%,20.0%,20.3%,12.3%,8.10,7,9.3%,56.0%,7.0%,53,34.0%,2,3.8%,24.5%,7.7%,17.0%
8:40 PM,Carson Palmquist,@,4.2,20,3.53,0.263,0.312,1.07,0.158,0.421,1,1.93,8,25.6%,35.0%,28.0%,12.5%,13.50,0,-,60.0%,6.2%,12,25.0%,1,8.3%,8.3%,100.0%,8.3%
7:15 PM,Walker Buehler,@,24.1,106,3.76,0.253,0.313,1.40,0.168,0.421,3,1.11,40,25.6%,26.4%,23.9%,11.1%,10.36,10,9.4%,64.8%,9.0%,66,43.9%,7,10.6%,21.2%,21.4%,19.7%
7:05 PM,Bubba Chandler,@,28.0,128,4.49,0.245,0.332,1.54,0.155,0.400,3,0.96,44,23.0%,21.1%,18.1%,11.0%,8.68,16,12.5%,59.4%,6.8%,83,39.8%,5,6.0%,28.9%,12.5%,13.3%
7:40 PM,Luinder Avila,vs,26.0,109,3.37,0.245,0.296,1.27,0.122,0.367,2,0.69,36,22.5%,21.1%,17.8%,10.2%,7.96,9,8.3%,53.6%,6.8%,77,37.7%,4,5.2%,26.0%,10.0%,13.0%
7:07 PM,Drew Rasmussen,@,30.1,127,3.53,0.242,0.286,1.15,0.133,0.375,4,1.19,45,24.7%,23.6%,19.0%,12.4%,8.90,6,4.7%,62.2%,9.4%,90,33.3%,5,5.6%,25.6%,17.4%,20.0%
8:05 PM,Framber Valdez,@,13.0,56,3.02,0.240,0.296,1.23,0.100,0.340,1,0.69,17,28.1%,28.6%,27.6%,13.7%,11.08,4,7.1%,64.3%,6.6%,34,26.5%,3,8.8%,23.5%,12.5%,5.9%
9:38 PM,Walbert Urena,vs,26.0,121,4.29,0.238,0.319,1.65,0.099,0.337,1,0.35,34,25.9%,17.4%,13.7%,11.4%,7.27,19,15.7%,57.9%,5.9%,80,37.5%,5,6.2%,18.8%,6.7%,13.8%
7:10 PM,Kyle Bradish,@,33.1,141,4.30,0.236,0.295,1.32,0.118,0.354,4,1.08,45,19.2%,19.1%,21.4%,8.8%,7.29,14,9.9%,58.9%,5.7%,100,33.0%,6,6.0%,24.0%,12.5%,13.0%
7:40 PM,Tyler Mahle,@,31.2,127,3.83,0.233,0.310,1.11,0.216,0.448,5,1.42,52,23.4%,26.0%,21.2%,11.2%,9.38,8,6.3%,63.3%,5.9%,86,29.1%,2,2.3%,33.7%,13.8%,17.4%
6:40 PM,Justin Wrobleski,@,15.2,64,4.82,0.224,0.314,1.02,0.224,0.448,4,2.30,26,35.0%,31.2%,24.1%,17.9%,11.49,3,4.7%,57.8%,9.2%,39,38.5%,4,10.3%,33.3%,30.8%,7.7%
7:07 PM,Kevin Gausman,vs,33.0,139,4.19,0.223,0.300,1.30,0.157,0.380,4,1.09,46,27.0%,23.0%,19.5%,12.4%,8.73,16,11.5%,57.1%,4.1%,91,39.6%,5,5.5%,22.0%,15.0%,14.3%
7:40 PM,Brandon Sproat,vs,25.2,108,2.83,0.202,0.283,1.05,0.117,0.319,1,0.35,30,23.5%,28.7%,21.1%,11.6%,10.87,8,7.4%,59.5%,7.3%,63,46.0%,3,4.8%,17.5%,9.1%,12.7%
6:40 PM,Zack Wheeler,vs,35.1,142,3.50,0.194,0.265,1.05,0.140,0.333,5,1.27,43,31.6%,31.7%,21.2%,15.6%,11.46,12,8.5%,59.2%,4.3%,84,41.7%,3,3.6%,25.0%,23.8%,19.0%
9:40 PM,Chase Burns,@,37.1,152,3.50,0.185,0.277,1.10,0.178,0.363,5,1.21,49,31.4%,32.2%,22.2%,14.7%,11.81,16,10.5%,58.8%,6.6%,87,33.3%,10,11.5%,35.6%,16.1%,20.7%
