Matchup,NYY @ TOR
Pitcher,Shane Bieber
Pitcher Team,TOR
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,42.2,195,0.281,0.368,0.491,0.211,1.66,9,1.90,11.8%,23.8%,16.4%,18.2%,10.2%,6.75,57.9%,5.9%,10.7%,44.3%,24.3%,26.5%,18.6%
vsLHB,23.0,103,0.212,0.343,0.447,0.235,1.52,5,1.96,16.5%,22.3%,15.5%,15.7%,8.8%,6.26,55.3%,5.2%,12.9%,47.1%,30.0%,23.8%,18.6%
vsRHB,19.2,92,0.349,0.396,0.535,0.186,1.83,4,1.83,6.5%,25.5%,17.4%,21.6%,12.1%,7.32,60.9%,6.8%,8.6%,41.4%,18.6%,30.8%,18.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jose Caballero RHB,—,N/A,10,3.00,10,2,2,76.8,283.0,3,2,20.0%,10.0%,30.0%,40.0%,30.0%,67.4,15.8%,26.3%,15.8%,95.0%,40.0%,30.0%,66.7%,10.0%,30.0%,40.0%,40.0%,20.0%,20.0%
Ryan McMahon LHB,,+700,18,3.00,10,1,1,90.2,266.5,2,1,20.0%,10.0%,30.0%,40.0%,40.0%,74.1,30.0%,60.0%,40.0%,90.9%,70.0%,30.0%,33.3%,40.0%,30.0%,40.0%,20.0%,40.0%,37.5%
Amed Rosario RHB,—,N/A,24,2.20,10,1,1,90.0,265.0,2,1,10.0%,10.0%,10.0%,30.0%,50.0%,73.9,40.0%,40.0%,20.0%,71.4%,80.0%,40.0%,0.0%,40.0%,20.0%,10.0%,30.0%,60.0%,55.6%
Trent Grisham LHB,,+410,6,4.20,10,1,1,91.9,280.5,4,1,10.0%,10.0%,50.0%,60.0%,60.0%,72.2,15.4%,46.2%,38.5%,100.0%,70.0%,20.0%,50.0%,50.0%,20.0%,60.0%,40.0%,-,22.2%
Luis Garcia Jr. LHB,,+440,13,4.20,10,1,2,92.3,338.0,4,2,30.0%,20.0%,40.0%,40.0%,40.0%,76.9,71.4%,42.9%,21.4%,100.0%,50.0%,20.0%,0.0%,30.0%,50.0%,60.0%,30.0%,10.0%,44.4%
George Lombard Jr. RHB,,+680,14,4.00,8,1,1,90.7,259.8,2,2,12.5%,-,-,50.0%,62.5%,72.9,16.7%,41.7%,16.7%,100.0%,75.0%,37.5%,33.3%,37.5%,12.5%,-,50.0%,50.0%,20.0%
Jazz Chisholm Jr. LHB,,+490,26,3.80,10,0,1,97.0,289.3,2,1,-,-,20.0%,80.0%,10.0%,72.6,42.1%,42.1%,31.6%,100.0%,30.0%,20.0%,0.0%,10.0%,70.0%,80.0%,20.0%,-,83.3%
Paul Goldschmidt RHB,—,N/A,15,1.80,10,0,0,82.5,270.3,2,0,-,-,10.0%,20.0%,20.0%,69.8,-,42.9%,14.3%,93.3%,50.0%,50.0%,0.0%,-,50.0%,30.0%,50.0%,20.0%,40.0%
Spencer Jones LHB,,+520,19,3.80,10,0,0,89.9,307.5,4,1,20.0%,-,10.0%,40.0%,50.0%,79.3,89.5%,26.3%,15.8%,100.0%,70.0%,50.0%,0.0%,20.0%,30.0%,20.0%,40.0%,40.0%,62.5%
Heliot Ramos RHB,,+543,15,3.40,10,0,0,94.0,225.5,2,0,-,-,-,50.0%,40.0%,73.9,42.1%,31.6%,15.8%,100.0%,40.0%,10.0%,0.0%,30.0%,40.0%,20.0%,40.0%,40.0%,12.5%
Ali Sanchez RHB,—,N/A,15,2.00,10,0,0,79.0,232.0,1,0,-,-,20.0%,10.0%,30.0%,69.4,-,42.9%,-,100.0%,40.0%,10.0%,0.0%,30.0%,40.0%,50.0%,20.0%,30.0%,37.5%
Austin Wells LHB,,+590,22,3.00,10,0,0,97.3,251.6,2,0,-,-,40.0%,70.0%,50.0%,73.1,21.4%,57.1%,35.7%,100.0%,80.0%,30.0%,0.0%,50.0%,20.0%,60.0%,30.0%,10.0%,50.0%
Ben Rice LHB,,+330,20,4.20,10,0,0,93.0,280.2,4,1,10.0%,10.0%,10.0%,60.0%,10.0%,73.6,31.6%,36.8%,26.3%,100.0%,60.0%,50.0%,0.0%,10.0%,30.0%,40.0%,30.0%,30.0%,50.0%
