Split,vsRHB
Range,L10
Dates,="7/21/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:40 PM,Carson Palmquist,@,4.2,23,2.89,0.350,0.390,1.93,0.100,0.450,0,-,9,24.0%,21.7%,16.7%,12.0%,9.64,2,8.7%,70.8%,8.0%,15,33.3%,1,6.7%,40.0%,-,13.3%
7:40 PM,Tyler Mahle,@,19.2,96,3.86,0.329,0.362,1.93,0.094,0.424,1,0.46,36,18.1%,14.6%,17.5%,8.1%,6.41,10,10.4%,55.2%,5.5%,72,40.3%,5,6.9%,23.6%,-,8.3%
8:40 PM,Michael Lorenzen,vs,19.2,91,3.66,0.317,0.365,1.63,0.159,0.476,2,0.92,39,18.5%,19.8%,17.6%,8.3%,8.24,6,6.6%,63.7%,8.3%,66,43.9%,6,9.1%,30.3%,10.0%,15.2%
8:05 PM,David Peterson,vs,27.0,136,6.40,0.316,0.396,2.11,0.175,0.491,4,1.33,56,16.7%,9.6%,10.4%,7.4%,4.33,21,15.4%,62.0%,6.1%,102,41.2%,7,6.9%,25.5%,11.5%,9.8%
7:15 PM,Walker Buehler,@,21.1,102,6.52,0.300,0.391,1.78,0.233,0.533,5,2.11,48,18.3%,13.7%,12.6%,8.3%,5.91,11,10.8%,65.0%,7.3%,75,44.0%,9,12.0%,26.7%,25.0%,12.0%
7:15 PM,Reynaldo Lopez,vs,10.2,44,1.23,0.295,0.276,1.22,0.045,0.341,0,-,15,21.4%,22.7%,20.0%,10.9%,8.44,0,-,68.2%,7.9%,34,26.5%,0,-,5.9%,-,5.9%
7:07 PM,Kevin Gausman,vs,22.0,100,4.33,0.293,0.374,1.55,0.239,0.533,5,2.05,49,34.0%,31.0%,25.4%,17.3%,12.68,7,7.0%,66.0%,6.6%,61,55.7%,8,13.1%,32.8%,25.0%,27.9%
7:40 PM,Luinder Avila,vs,13.0,70,8.33,0.283,0.415,2.38,0.208,0.491,3,2.08,26,21.7%,15.7%,12.6%,7.4%,7.62,16,22.9%,59.2%,7.7%,42,31.0%,3,7.1%,26.2%,27.3%,21.4%
7:05 PM,Will Warren,vs,19.2,89,4.93,0.278,0.362,1.53,0.228,0.506,4,1.83,40,23.9%,22.5%,19.4%,11.6%,9.15,8,9.0%,65.2%,9.6%,61,41.0%,4,6.6%,19.7%,33.3%,24.6%
7:10 PM,Eduardo Rivera,vs,4.1,19,4.95,0.278,0.327,1.38,0.167,0.444,1,2.08,8,14.6%,21.1%,11.4%,6.5%,8.31,1,5.3%,63.2%,5.4%,14,50.0%,1,7.1%,28.6%,25.0%,14.3%
9:40 PM,Chase Burns,@,17.2,76,2.31,0.268,0.313,1.36,0.141,0.408,1,0.51,29,28.7%,27.6%,21.4%,15.2%,10.70,5,6.6%,57.9%,7.7%,50,44.0%,4,8.0%,30.0%,6.7%,16.0%
9:38 PM,Matthew Liberatore,@,35.0,156,5.04,0.265,0.359,1.46,0.228,0.493,7,1.80,67,23.5%,23.7%,20.4%,10.9%,9.51,15,9.6%,62.0%,6.9%,102,38.2%,11,10.8%,28.4%,17.2%,25.5%
8:05 PM,Framber Valdez,@,44.2,190,4.47,0.254,0.318,1.30,0.148,0.402,5,1.01,68,18.1%,15.3%,16.2%,8.4%,5.84,15,7.9%,57.4%,7.0%,143,42.0%,9,6.3%,21.0%,13.3%,18.2%
6:40 PM,Kendry Rojas,@,12.0,51,3.02,0.250,0.306,1.42,0.068,0.318,0,-,14,26.3%,21.6%,17.2%,12.5%,8.25,6,11.8%,74.5%,6.0%,33,33.3%,3,9.1%,21.2%,-,15.2%
7:40 PM,Brandon Sproat,vs,19.2,90,7.02,0.247,0.369,1.53,0.260,0.506,6,2.75,39,25.4%,22.2%,15.2%,11.3%,9.15,11,12.2%,57.8%,8.2%,57,40.4%,7,12.3%,24.6%,28.6%,15.8%
7:05 PM,Bubba Chandler,@,25.1,103,2.55,0.237,0.266,1.18,0.032,0.269,0,-,25,25.0%,21.4%,17.6%,12.5%,7.82,8,7.8%,62.5%,6.8%,71,38.0%,2,2.8%,22.5%,-,5.6%
8:05 PM,Noah Schultz,@,39.1,171,5.64,0.236,0.344,1.40,0.230,0.466,8,1.83,69,21.9%,20.5%,16.1%,10.1%,8.01,20,11.7%,59.6%,7.2%,114,44.7%,15,13.2%,26.3%,26.7%,16.7%
6:40 PM,Justin Wrobleski,@,48.2,192,3.04,0.232,0.262,1.03,0.114,0.346,4,0.74,64,18.9%,19.8%,18.0%,10.0%,7.03,7,3.6%,66.7%,10.0%,147,46.3%,12,8.2%,34.7%,7.8%,11.6%
9:40 PM,Jack Perkins,@,19.2,82,5.85,0.227,0.341,1.12,0.307,0.533,6,2.75,40,25.5%,25.6%,21.0%,13.0%,9.61,5,6.1%,63.4%,7.1%,55,41.8%,7,12.7%,47.3%,23.1%,16.4%
8:10 PM,Tyler Phillips,@,22.1,86,4.35,0.205,0.271,1.03,0.128,0.333,2,0.81,26,22.9%,12.8%,16.7%,11.1%,4.43,7,8.1%,64.0%,6.9%,67,47.8%,4,6.0%,32.8%,9.1%,13.4%
