Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Xander Bogaerts","SD","Zack Wheeler","PHI","10","0.300","0.25","0.40","0.70","1","1","0","1","2","1","7","10.0","0.364","1"
"Vladimir Guerrero Jr.","TOR","Chris Sale","ATL","11","0.182","0.17","0.27","0.45","1","0","0","1","1","1","5","36.4","0.357","3"
"Rhys Hoskins","CLE","Carlos Rodon","NYY","11","0.273","0.29","0.36","0.64","1","1","0","1","2","2","7","27.3","0.333","1"
"Adolis Garcia","PHI","Lucas Giolito","SD","12","0.167","0.13","0.25","0.42","1","0","0","1","1","4","5","33.3","0.214","1"
"Andy Pages","LAD","Ryne Nelson","ARI","14","0.071","0.00","0.21","0.29","0","0","0","1","1","2","4","28.6","0.071","0"
"Mookie Betts","LAD","Ryne Nelson","ARI","14","0.357","0.31","0.29","0.64","3","1","0","1","2","4","9","7.1","0.375","1"
"Kyle Schwarber","PHI","Lucas Giolito","SD","15","0.267","0.60","0.33","0.60","1","2","0","1","3","4","9","60.0","0.421","4"
"George Springer","TOR","Chris Sale","ATL","30","0.267","0.37","0.13","0.40","6","1","0","1","2","4","12","36.7","0.324","2"
"Caleb Durbin","BOS","Trevor Rogers","BAL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Andruw Monasterio","BOS","Trevor Rogers","BAL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.750","1"
"Geraldo Perdomo","ARI","Justin Wrobleski","LAD","4","0.500","0.67","0.25","0.75","1","1","0","0","1","2","3","25.0","0.500","0"
"Kyle Tucker","LAD","Ryne Nelson","ARI","4","0.250","0.33","0.50","0.75","0","0","1","0","1","1","3","50.0","0.375","2"
"Edmundo Sosa","PHI","Lucas Giolito","SD","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.250","0"
"Jeremiah Jackson","BAL","Brayan Bello","BOS","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.200","0"
"Alex Jackson","MIN","Seth Lugo","KC","7","0.286","0.40","0.29","0.57","0","2","0","0","2","1","4","28.6","0.286","0"
"Orlando Arcia","MIN","Seth Lugo","KC","7","0.286","0.33","0.14","0.43","1","1","0","0","1","0","3","14.3","0.286","0"
"Gavin Sheets","SD","Zack Wheeler","PHI","8","0.125","0.17","0.13","0.25","0","1","0","0","1","0","2","25.0","0.222","1"
"Will Smith","LAD","Ryne Nelson","ARI","12","0.167","0.18","0.08","0.25","1","1","0","0","1","1","3","8.3","0.231","1"
"Brandon Marsh","PHI","Lucas Giolito","SD","12","0.083","0.17","0.17","0.25","0","0","1","0","1","1","3","50.0","0.154","1"
"Fernando Tatis Jr.","SD","Zack Wheeler","PHI","12","0.167","0.25","0.08","0.25","1","1","0","0","1","0","3","33.3","0.167","0"
"Colton Cowser","BAL","Brayan Bello","BOS","13","0.231","0.43","0.15","0.38","1","2","0","0","2","4","5","46.2","0.286","1"
"Shohei Ohtani","LAD","Ryne Nelson","ARI","15","0.133","0.20","0.13","0.27","1","0","1","0","1","0","4","33.3","0.188","1"
"Freddie Freeman","LAD","Ryne Nelson","ARI","17","0.235","0.25","0.06","0.29","3","1","0","0","1","0","5","5.9","0.278","1"
"Jose Ramirez","CLE","Carlos Rodon","NYY","53","0.245","0.27","0.11","0.36","8","4","1","0","5","5","19","7.5","0.355","8"
