Matchup,BOS @ CLE
Pitcher,Sonny Gray
Pitcher Team,BOS
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,44.0,182,0.250,0.303,0.387,0.137,1.20,4,0.82,6.0%,20.7%,18.7%,17.8%,9.4%,6.95,61.2%,8.1%,9.0%,34.3%,18.7%,16.0%,15.7%
vsLHB,25.2,104,0.242,0.297,0.368,0.126,1.17,2,0.70,6.7%,20.2%,18.3%,18.4%,9.0%,6.66,51.4%,8.0%,10.5%,36.8%,18.4%,14.3%,17.1%
vsRHB,18.0,78,0.260,0.310,0.411,0.151,1.28,2,1.00,5.1%,21.4%,19.2%,17.0%,9.9%,7.50,74.4%,8.1%,6.9%,31.0%,19.0%,18.2%,13.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Manzardo LHB,N/A,29,4.00,2,2,0.231,0.310,0.462,0.231,0.335,10.3%,38.2%,48.3%,17.4%,89.5,16.7%,8.3%,16.7%,58.3%,16.7%,70.7,10.2%,14.3%,10.2%,89.1%,33.3%,50.0%,8.3%,50.0%,50.0%,33.3%,8.3%,27.6%
Travis Bazzana LHB,N/A,28,4.20,2,3,0.440,0.500,0.840,0.400,0.560,10.7%,23.7%,10.7%,9.9%,91.2,4.5%,4.5%,27.3%,54.5%,36.4%,69.8,8.6%,37.1%,11.4%,97.2%,31.8%,28.6%,27.3%,27.3%,36.4%,50.0%,13.6%,21.4%
Angel Martinez SHB,N/A,30,3.80,1,1,0.133,0.133,0.267,0.133,0.172,-,13.6%,16.7%,9.0%,84.2,4.0%,4.0%,16.0%,20.0%,40.0%,71.7,18.2%,25.5%,5.5%,93.2%,32.0%,12.5%,28.0%,24.0%,24.0%,56.0%,20.0%,50.0%
Brayan Rocchio SHB,N/A,27,3.40,1,3,0.360,0.407,0.600,0.240,0.434,3.7%,29.1%,22.2%,14.3%,90.8,5.3%,5.3%,31.6%,42.1%,63.2%,71.9,16.3%,28.6%,10.2%,90.7%,47.4%,11.1%,31.6%,15.8%,47.4%,42.1%,10.5%,22.2%
Patrick Bailey SHB,N/A,24,2.80,1,3,0.174,0.208,0.391,0.217,0.257,4.2%,27.5%,25.0%,13.9%,89.0,11.8%,5.9%,11.8%,35.3%,29.4%,74.2,50.0%,26.1%,13.0%,92.0%,35.3%,16.7%,23.5%,23.5%,29.4%,41.2%,29.4%,62.5%
David Fry RHB,N/A,19,2.20,1,1,0.294,0.368,0.529,0.235,0.386,10.5%,19.4%,10.5%,8.1%,88.2,6.7%,6.7%,26.7%,26.7%,20.0%,70.7,18.5%,37.0%,11.1%,90.0%,26.7%,25.0%,13.3%,46.7%,66.7%,26.7%,6.7%,10.5%
Daniel Schneemann LHB,N/A,33,3.40,0,1,0.097,0.152,0.129,0.032,0.132,6.1%,26.2%,27.3%,15.3%,81.2,-,-,18.2%,27.3%,27.3%,71.2,12.9%,14.5%,1.6%,95.4%,31.8%,0.0%,13.6%,50.0%,40.9%,36.4%,22.7%,36.4%
Jose Ramirez SHB,N/A,32,4.00,0,0,0.103,0.125,0.138,0.034,0.116,3.1%,17.6%,18.8%,9.0%,85.5,-,-,32.0%,24.0%,40.0%,68.8,1.6%,24.2%,3.2%,92.5%,36.0%,0.0%,32.0%,12.0%,36.0%,32.0%,32.0%,31.2%
Chase DeLauter LHB,N/A,30,4.00,0,1,0.179,0.233,0.214,0.036,0.204,6.7%,25.0%,16.7%,11.9%,89.5,-,-,13.0%,30.4%,30.4%,71.3,8.5%,29.8%,12.8%,90.4%,4.3%,0.0%,30.4%,56.5%,43.5%,34.8%,21.7%,30.0%
Rhys Hoskins RHB,N/A,26,3.20,0,0,0.136,0.269,0.227,0.091,0.232,15.4%,27.9%,26.9%,12.2%,77.7,6.7%,6.7%,20.0%,13.3%,20.0%,72.5,29.7%,16.2%,5.4%,86.0%,13.3%,0.0%,13.3%,40.0%,53.3%,33.3%,13.3%,34.6%
Austin Hedges RHB,N/A,24,3.40,0,0,0.100,0.250,0.150,0.050,0.198,16.7%,28.2%,16.7%,10.9%,90.0,-,-,12.5%,31.2%,18.8%,70.3,17.1%,31.4%,11.4%,92.1%,6.2%,0.0%,25.0%,56.2%,50.0%,43.8%,6.2%,25.0%
Petey Halpin LHB,N/A,17,1.40,0,0,0.188,0.235,0.188,-,0.195,5.9%,23.7%,23.5%,11.5%,90.4,8.3%,-,16.7%,33.3%,50.0%,71.5,9.1%,21.2%,9.1%,89.2%,66.7%,0.0%,16.7%,16.7%,16.7%,50.0%,33.3%,29.4%
