Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Luis Robert,RHB,NYM,Bennett Sousa,L,38.7,56,53,23.2,45.2
Jonathan Aranda,LHB,TB,Walker Buehler,R,24.4,52.2,26.4,55.8,42.6
Max Muncy,LHB,LAD,Keider Montero,R,34.4,38.8,29.7,50.8,38.6
Kyle Stowers,LHB,MIA,Cade Cavalli,R,37.7,25.5,20.8,73.7,37.4
Munetaka Murakami,LHB,CWS,Bailey Ober,R,40.2,45.6,18.2,46.3,37
Jake Burger,RHB,TEX,Shane Drohan,L,43,28.4,27.1,56.8,36.6
Francisco Lindor,SHB,NYM,Bennett Sousa,L,53.3,30.1,32.3,42.7,36.2
Christian Yelich,LHB,MIL,Cal Quantrill,R,22.9,31.6,23.7,60.6,35.6
Henry Davis,RHB,PIT,Kyle Leahy,R,40.8,36.6,24.4,40.9,34.4
Willson Contreras,RHB,BOS,Carlos Rodon,L,41.3,30.8,16.7,57.1,34.2
Owen Caissie,LHB,MIA,Cade Cavalli,R,58.7,30.6,12.6,54.7,34
Colson Montgomery,LHB,CWS,Bailey Ober,R,31.7,26.1,28.6,51.3,33.7
Yainer Diaz,RHB,HOU,Nolan McLean,R,25.3,29.3,37.4,35.3,32.8
Liam Hicks,LHB,TB,Walker Buehler,R,44.3,31.4,20.8,44.6,32.8
Gary Sanchez,RHB,MIL,Cal Quantrill,R,32.6,30.7,26,42.5,32.4
Oneil Cruz,LHB,PIT,Kyle Leahy,R,23.5,38.3,13.5,47.4,31.7
Jackson Merrill,LHB,SD,Nick Martinez,R,31.3,33.8,28,33.5,31.7
Jackson Chourio,RHB,MIL,Cal Quantrill,R,27.7,34.8,27.6,33.3,31.6
Esmerlyn Valdez,RHB,PIT,Kyle Leahy,R,25.9,29.1,32.6,35.8,31.5
Brandon Valenzuela,SHB,TOR,Kade Anderson,L,33.6,37.1,32.1,22,31.5
Jo Adell,RHB,CLE,Daniel Lynch IV,L,35.2,28.1,37.1,27.6,31.4
Luis Garcia Jr.,LHB,NYY,Jake Bennett,L,40.8,33.1,17.2,41.9,31.3
Andres Gimenez,LHB,TOR,Kade Anderson,L,38.9,26.1,28.6,38.1,31.1
Luis Lara,SHB,MIL,Cal Quantrill,R,13.7,36.8,32.5,27.5,30.9
Manny Machado,RHB,SD,Nick Martinez,R,29.7,25.9,30,39.6,30.9
Justin Foscue,RHB,TEX,Shane Drohan,L,26.8,22.2,17.4,61,30.9
