Matchup,ARI @ MIA
Pitcher,Ryne Nelson
Pitcher Team,ARI
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.1,303,0.230,0.313,0.450,0.219,1.18,15,1.87,6.9%,21.5%,18.2%,16.5%,11.6%,6.84,63.7%,7.7%,10.7%,41.8%,40.0%,16.7%,14.7%
vsLHB,39.1,164,0.219,0.298,0.430,0.212,1.09,8,1.83,6.1%,19.3%,15.2%,13.5%,10.3%,5.72,61.3%,7.3%,9.4%,38.6%,37.0%,17.0%,16.5%
vsRHB,33.0,139,0.244,0.330,0.472,0.228,1.27,7,1.91,7.9%,24.2%,21.6%,20.1%,13.3%,8.18,66.4%,8.2%,12.2%,45.9%,43.9%,16.3%,12.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Stowers LHB,,+470,23,14,4.40,1,1,0.308,0.357,0.769,0.462,0.466,7.1%,40.0%,35.7%,20.0%,95.7,259.8,2,2,25.0%,12.5%,12.5%,62.5%,50.0%,75.1,54.5%,18.2%,12.1%,94.3%,25.0%,50.0%,25.0%,37.5%,37.5%,37.5%,25.0%,35.0%
Liam Hicks LHB,,+790,37,12,3.60,1,1,0.300,0.417,0.700,0.400,0.463,16.7%,5.0%,-,2.1%,82.5,217.6,2,1,10.0%,10.0%,10.0%,30.0%,10.0%,69.4,6.7%,33.3%,13.3%,75.0%,30.0%,33.3%,10.0%,40.0%,40.0%,20.0%,40.0%,17.6%
Otto Lopez RHB,,+830,26,19,4.40,0,0,0.444,0.474,0.611,0.167,0.469,5.3%,13.9%,10.5%,6.8%,91.5,295.7,5,3,12.5%,-,6.2%,56.2%,56.2%,71.2,13.8%,41.4%,20.7%,80.6%,31.2%,0.0%,31.2%,37.5%,18.8%,50.0%,31.2%,23.8%
Leo Jimenez RHB,,+880,30,19,4.20,0,0,0.250,0.316,0.250,-,0.256,10.5%,15.2%,15.8%,7.1%,91.9,280.9,2,1,7.1%,-,-,35.7%,21.4%,71.3,10.3%,24.1%,13.8%,96.7%,21.4%,0.0%,14.3%,64.3%,21.4%,50.0%,28.6%,26.3%
Jakob Marsee LHB,,+920,12,18,3.60,0,1,0.286,0.444,0.357,0.071,0.363,22.2%,9.5%,22.2%,3.8%,93.4,257.3,2,1,-,-,22.2%,44.4%,33.3%,69.1,-,43.8%,12.5%,84.2%,33.3%,0.0%,33.3%,33.3%,55.6%,22.2%,22.2%,33.3%
Connor Norby RHB,,+880,18,16,3.20,0,2,0.182,0.438,0.273,0.091,0.347,18.8%,25.9%,31.2%,12.7%,86.5,316.7,4,2,-,-,50.0%,33.3%,16.7%,72.1,17.4%,13.0%,4.3%,88.5%,66.7%,0.0%,16.7%,16.7%,66.7%,33.3%,-,62.5%
Christopher Morel RHB,—,N/A,14,15,3.40,0,0,0.154,0.267,0.154,-,0.205,13.3%,31.0%,33.3%,13.4%,87.7,199.3,0,0,-,-,25.0%,37.5%,37.5%,75.4,61.5%,11.5%,7.7%,89.7%,12.5%,0.0%,37.5%,25.0%,37.5%,37.5%,25.0%,22.2%
Heriberto Hernandez RHB,—,N/A,17,14,4.00,0,0,0.308,0.357,0.308,-,0.301,7.1%,36.1%,35.7%,21.7%,93.5,248.1,2,2,12.5%,-,12.5%,62.5%,37.5%,74.1,37.1%,14.3%,11.4%,97.2%,25.0%,0.0%,37.5%,25.0%,25.0%,62.5%,12.5%,57.1%
Owen Caissie LHB,,+680,30,12,3.20,0,1,0.200,0.333,0.300,0.100,0.288,16.7%,42.9%,58.3%,19.4%,99.6,336.1,1,1,33.3%,-,-,66.7%,66.7%,75.0,53.8%,7.7%,7.7%,92.9%,66.7%,0.0%,-,33.3%,33.3%,33.3%,33.3%,57.1%
Javier Sanoja RHB,,+900,11,12,3.20,0,0,0.250,0.250,0.417,0.167,0.286,-,16.1%,8.3%,9.8%,86.8,229.3,2,1,-,-,18.2%,27.3%,36.4%,68.9,13.6%,22.7%,4.5%,73.3%,18.2%,0.0%,27.3%,45.5%,18.2%,63.6%,18.2%,46.2%
Esteury Ruiz RHB,,+628,5,11,2.40,0,0,0.400,0.455,0.600,0.200,0.452,9.1%,21.1%,18.2%,11.4%,77.6,248.0,3,0,-,-,37.5%,12.5%,62.5%,72.3,15.4%,23.1%,7.7%,76.5%,12.5%,0.0%,50.0%,12.5%,62.5%,25.0%,12.5%,50.0%
Joe Mack LHB,,+1000,12,10,3.60,0,0,0.300,0.300,0.300,-,0.267,-,5.3%,20.0%,2.2%,89.9,246.3,2,0,-,-,25.0%,25.0%,50.0%,75.2,52.9%,17.6%,5.9%,94.4%,25.0%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,14.3%
Xavier Edwards SHB,,+1450,20,10,4.20,0,1,0.375,0.400,0.625,0.250,0.405,10.0%,4.2%,10.0%,1.9%,90.0,270.5,3,1,12.5%,-,25.0%,37.5%,37.5%,68.1,-,30.0%,15.0%,83.3%,25.0%,0.0%,37.5%,37.5%,25.0%,50.0%,25.0%,17.6%
