Matchup,SF @ COL
Pitcher,Logan Webb
Pitcher Team,SF
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.0,256,0.208,0.248,0.304,0.096,0.97,4,0.55,5.1%,19.7%,21.5%,19.2%,9.3%,7.62,64.2%,4.9%,5.4%,40.5%,21.6%,10.0%,11.9%
vsLHB,44.1,175,0.213,0.251,0.305,0.091,1.02,3,0.61,5.7%,18.5%,21.7%,19.3%,8.6%,7.71,60.8%,4.7%,7.1%,37.3%,23.8%,10.0%,12.7%
vsRHB,20.2,81,0.197,0.242,0.303,0.105,0.87,1,0.44,3.7%,22.3%,21.0%,18.9%,11.1%,7.40,71.6%,5.4%,1.7%,47.5%,16.9%,10.0%,10.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mickey Moniak LHB,,+196,22,27,4.00,3,3,0.308,0.333,0.808,0.500,0.477,3.7%,32.0%,22.2%,21.1%,93.0,306.7,10,4,20.0%,10.0%,35.0%,45.0%,40.0%,75.3,65.9%,29.5%,15.9%,88.0%,75.0%,50.0%,30.0%,25.0%,25.0%,60.0%,25.0%,15.0%,47.8%
Brett Sullivan LHB,—,N/A,17,22,3.40,3,3,0.350,0.364,0.800,0.450,0.478,4.5%,13.9%,18.2%,6.8%,92.8,275.7,6,4,11.8%,11.8%,47.1%,47.1%,58.8%,70.7,10.7%,42.9%,10.7%,100.0%,82.3%,52.9%,33.3%,29.4%,11.8%,58.8%,23.5%,17.6%,36.8%
TJ Rumfield LHB,,+341,28,31,4.40,1,2,0.346,0.452,0.538,0.192,0.429,12.9%,25.5%,12.9%,11.9%,87.7,254.1,5,3,4.8%,-,19.0%,23.8%,28.6%,69.1,6.1%,28.6%,8.2%,96.1%,66.6%,47.6%,10.0%,19.0%,28.6%,42.9%,28.6%,28.6%,30.8%
Willi Castro SHB,,+366,26,24,4.60,1,1,0.208,0.208,0.333,0.125,0.236,-,28.8%,37.5%,16.9%,94.3,264.3,5,3,20.0%,20.0%,40.0%,53.3%,53.3%,72.3,22.7%,20.5%,11.4%,88.0%,80.0%,33.3%,20.0%,46.7%,20.0%,46.7%,53.3%,-,46.2%
Hunter Goodman RHB,,+150,26,18,4.20,1,1,0.111,0.111,0.333,0.222,0.187,-,36.4%,27.8%,21.4%,91.2,273.7,3,1,15.4%,7.7%,23.1%,46.2%,15.4%,76.0,66.7%,23.3%,13.3%,90.9%,53.9%,38.5%,20.0%,15.4%,38.5%,53.8%,30.8%,15.4%,42.9%
Ezequiel Tovar RHB,,+470,22,14,3.00,1,2,0.167,0.214,0.417,0.250,0.260,7.1%,38.7%,21.4%,26.7%,81.7,265.7,3,2,-,-,30.0%,20.0%,40.0%,72.3,20.7%,20.7%,3.4%,93.5%,50.0%,40.0%,25.0%,10.0%,40.0%,50.0%,30.0%,20.0%,64.7%
Jake McCarthy LHB,,+470,20,31,4.00,0,2,0.241,0.290,0.414,0.172,0.303,6.5%,19.6%,16.1%,11.8%,85.6,254.4,4,2,4.2%,4.2%,16.7%,29.2%,25.0%,71.8,13.5%,32.4%,8.1%,78.7%,37.5%,20.8%,0.0%,16.7%,50.0%,54.2%,20.8%,25.0%,65.5%
Edouard Julien LHB,—,N/A,9,26,4.40,0,1,0.158,0.385,0.211,0.053,0.292,26.9%,15.6%,19.2%,5.4%,92.7,281.9,3,2,7.1%,-,-,57.1%,50.0%,71.8,7.4%,40.7%,11.1%,84.4%,42.9%,14.3%,0.0%,28.6%,57.1%,28.6%,57.1%,14.3%,23.8%
Cole Carrigg SHB,,+348,22,24,3.80,0,1,0.263,0.417,0.368,0.105,0.352,20.8%,31.2%,12.5%,17.0%,87.2,255.7,3,2,-,-,25.0%,25.0%,37.5%,73.1,41.9%,20.9%,7.0%,91.5%,56.2%,25.0%,0.0%,31.2%,37.5%,62.5%,18.8%,18.8%,40.9%
Tyler Freeman RHB,—,N/A,12,20,3.40,0,1,0.188,0.350,0.188,-,0.274,5.0%,11.1%,15.0%,6.0%,90.3,213.7,2,0,-,-,-,38.5%,30.8%,70.8,9.1%,40.9%,9.1%,84.6%,46.2%,15.4%,0.0%,30.8%,38.5%,7.7%,38.5%,53.8%,45.5%
Troy Johnston LHB,,+451,13,20,3.60,0,0,0.200,0.400,0.267,0.067,0.315,25.0%,25.7%,5.0%,10.1%,90.1,258.2,2,1,-,-,21.4%,28.6%,42.9%,70.4,11.8%,26.5%,11.8%,97.1%,71.4%,35.7%,0.0%,35.7%,21.4%,42.9%,14.3%,42.9%,28.0%
Kyle Karros RHB,,+466,26,16,4.00,0,0,0.200,0.250,0.267,0.067,0.236,-,24.1%,31.2%,11.5%,91.6,176.5,0,0,-,-,10.0%,70.0%,20.0%,71.2,20.0%,32.0%,16.0%,89.3%,20.0%,-,-,20.0%,80.0%,80.0%,20.0%,-,56.2%
Braxton Fulford RHB,—,N/A,-,4,2.40,0,0,-,0.500,-,-,0.324,50.0%,37.5%,25.0%,13.6%,95.3,-,0,0,-,-,-,100.0%,-,73.2,40.0%,-,-,83.3%,100.0%,100.0%,0.0%,-,-,-,-,100.0%,25.0%
