Matchup,STL @ ATL
Pitcher,Dustin May
Pitcher Team,STL
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.0,235,0.210,0.261,0.308,0.098,1.05,4,0.61,7.2%,24.8%,24.3%,22.3%,11.9%,8.69,60.8%,6.2%,7.5%,45.9%,25.2%,10.0%,13.8%
vsLHB,32.2,138,0.238,0.294,0.336,0.098,1.29,2,0.55,9.4%,24.6%,23.9%,22.3%,11.3%,9.09,61.2%,5.6%,5.5%,41.8%,20.9%,10.5%,18.7%
vsRHB,26.1,97,0.174,0.215,0.272,0.098,0.76,2,0.68,4.1%,25.1%,24.7%,22.2%,12.8%,8.20,60.2%,6.9%,10.3%,51.5%,30.9%,9.5%,7.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ozzie Albies SHB,,+650,18,15,4.20,1,2,0.333,0.333,0.600,0.267,0.403,-,13.6%,6.7%,7.5%,88.9,281.1,5,2,7.1%,7.1%,21.4%,21.4%,42.9%,69.9,5.6%,44.4%,11.1%,85.7%,78.6%,50.0%,14.3%,28.6%,21.4%,42.9%,28.6%,28.6%,30.8%
Austin Riley RHB,,+550,28,20,3.80,0,0,0.158,0.200,0.158,-,0.166,5.0%,43.6%,50.0%,24.6%,92.1,226.0,2,0,-,-,-,44.4%,22.2%,76.0,72.2%,11.1%,2.8%,94.7%,33.3%,11.1%,0.0%,22.2%,55.6%,33.3%,33.3%,33.3%,36.8%
Mauricio Dubon RHB,,+1060,20,19,4.20,0,0,0.333,0.368,0.389,0.056,0.335,5.3%,11.4%,5.3%,6.2%,85.4,249.3,1,1,-,-,5.9%,35.3%,35.3%,67.9,-,40.0%,6.7%,85.7%,35.3%,11.8%,0.0%,23.5%,52.9%,23.5%,52.9%,23.5%,42.9%
Michael Harris II LHB,,+450,24,19,4.40,0,1,0.176,0.263,0.176,-,0.209,10.5%,15.0%,15.8%,7.6%,87.8,255.2,3,2,14.3%,-,-,42.9%,35.7%,74.5,44.4%,19.4%,16.7%,90.0%,42.8%,7.1%,0.0%,35.7%,57.1%,28.6%,57.1%,14.3%,33.3%
Drake Baldwin LHB,,+422,37,16,4.20,0,0,0.143,0.250,0.143,-,0.197,6.2%,38.9%,25.0%,23.7%,87.5,196.9,0,0,-,-,10.0%,30.0%,30.0%,75.2,51.6%,12.9%,9.7%,86.1%,40.0%,10.0%,0.0%,30.0%,50.0%,30.0%,50.0%,20.0%,31.2%
Ha-Seong Kim RHB,,+900,14,15,3.20,0,0,-,0.200,-,-,0.130,20.0%,17.9%,26.7%,6.7%,77.8,218.5,0,0,-,-,12.5%,-,12.5%,71.4,14.8%,-,-,100.0%,25.0%,12.5%,0.0%,12.5%,62.5%,75.0%,25.0%,-,16.7%
Joey Bart RHB,—,N/A,16,14,3.40,0,0,0.357,0.357,0.357,-,0.318,-,9.5%,14.3%,4.1%,86.5,217.8,1,0,-,-,16.7%,33.3%,33.3%,76.5,64.7%,23.5%,11.8%,89.5%,50.0%,25.0%,0.0%,25.0%,41.7%,41.7%,25.0%,33.3%,31.2%
Dominic Smith LHB,,+800,21,14,2.60,0,1,0.357,0.357,0.429,0.071,0.345,-,29.2%,28.6%,10.8%,83.4,258.3,2,1,10.0%,10.0%,40.0%,50.0%,50.0%,68.9,11.8%,29.4%,23.5%,73.9%,50.0%,-,-,50.0%,50.0%,40.0%,60.0%,-,18.2%
Eli White RHB,—,N/A,9,13,3.00,0,1,0.077,0.077,0.154,0.077,0.098,-,26.9%,23.1%,14.3%,83.2,319.8,4,2,-,-,10.0%,30.0%,40.0%,72.2,29.2%,20.8%,8.3%,92.3%,50.0%,30.0%,0.0%,20.0%,50.0%,20.0%,60.0%,20.0%,30.8%
Jorge Mateo RHB,,+900,27,13,2.40,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,17.1%,7.7%,10.2%,85.3,229.3,4,1,-,-,18.2%,27.3%,36.4%,74.0,32.4%,11.8%,5.9%,97.1%,45.5%,9.1%,0.0%,36.4%,27.3%,36.4%,27.3%,36.4%,40.0%
Matt Olson LHB,,+349,28,13,4.20,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,32.4%,23.1%,14.7%,93.3,300.9,3,1,11.1%,-,11.1%,55.6%,22.2%,74.3,51.6%,22.6%,12.9%,93.9%,55.5%,33.3%,0.0%,22.2%,44.4%,44.4%,44.4%,11.1%,7.1%
