Matchup,MIL @ HOU
Pitcher,Brandon Sproat
Pitcher Team,MIL
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,44.2,196,0.253,0.359,0.458,0.205,1.54,9,1.81,13.8%,26.1%,24.5%,21.1%,11.5%,9.67,58.2%,7.2%,8.5%,42.4%,31.4%,24.3%,15.3%
vsLHB,19.2,98,0.244,0.376,0.462,0.218,1.88,4,1.83,18.4%,25.1%,26.5%,20.5%,11.3%,11.90,57.1%,6.1%,7.7%,46.2%,40.4%,19.0%,13.5%
vsRHB,23.0,98,0.261,0.342,0.455,0.193,1.39,5,1.96,9.2%,27.2%,22.4%,22.0%,11.7%,8.61,59.2%,8.3%,9.1%,39.4%,24.2%,31.2%,16.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Isaac Paredes RHB,N/A,25,3.60,2,3,0.200,0.360,0.550,0.350,0.387,16.0%,10.0%,8.0%,3.8%,91.2,16.7%,11.1%,27.8%,50.0%,33.3%,68.1,5.7%,40.0%,20.0%,92.1%,33.3%,33.3%,16.7%,33.3%,55.6%,33.3%,11.1%,8.0%
Yordan Alvarez LHB,N/A,25,4.20,2,3,0.190,0.320,0.476,0.286,0.343,16.0%,20.0%,28.0%,7.6%,95.3,14.3%,7.1%,28.6%,57.1%,35.7%,77.4,71.4%,19.0%,16.7%,93.3%,42.9%,16.7%,28.6%,14.3%,42.9%,21.4%,35.7%,37.0%
Jake Meyers RHB,N/A,30,3.60,1,2,0.214,0.267,0.357,0.143,0.277,3.3%,12.8%,20.0%,7.6%,88.3,9.1%,9.1%,9.1%,40.9%,27.3%,68.6,9.5%,35.7%,9.5%,91.3%,18.2%,25.0%,18.2%,54.5%,45.5%,22.7%,31.8%,61.5%
Christian Vazquez RHB,N/A,24,3.80,1,1,0.333,0.417,0.476,0.143,0.391,12.5%,14.7%,12.5%,6.5%,83.1,-,-,5.6%,22.2%,38.9%,64.6,-,40.6%,9.4%,94.1%,27.8%,20.0%,22.2%,33.3%,16.7%,44.4%,38.9%,29.2%
Christian Walker RHB,N/A,23,4.40,1,1,0.227,0.261,0.364,0.136,0.274,4.3%,31.2%,17.4%,16.3%,89.6,5.6%,5.6%,16.7%,44.4%,27.8%,73.5,34.8%,21.7%,15.2%,95.8%,33.3%,0.0%,16.7%,44.4%,22.2%,55.6%,22.2%,30.8%
Jeremy Pena RHB,N/A,25,4.40,0,0,0.217,0.280,0.217,-,0.236,-,26.1%,16.0%,12.9%,81.4,-,-,10.5%,21.1%,31.6%,72.3,14.6%,17.1%,4.9%,91.1%,21.1%,0.0%,21.1%,47.4%,26.3%,42.1%,31.6%,41.4%
Brice Matthews RHB,N/A,21,3.60,0,1,0.278,0.381,0.278,-,0.305,14.3%,25.0%,23.8%,10.1%,84.5,7.7%,-,7.7%,38.5%,23.1%,73.0,21.4%,25.0%,10.7%,90.3%,23.1%,0.0%,7.7%,61.5%,46.2%,38.5%,15.4%,13.6%
Zach Dezenzo RHB,N/A,21,2.40,0,1,0.316,0.381,0.421,0.105,0.352,9.5%,31.4%,28.6%,14.9%,84.8,15.4%,7.7%,15.4%,30.8%,38.5%,75.3,54.8%,12.9%,12.9%,88.6%,7.7%,0.0%,38.5%,46.2%,61.5%,7.7%,23.1%,47.4%
Taylor Trammell LHB,N/A,19,3.40,0,0,0.412,0.474,0.529,0.118,0.436,10.5%,28.6%,21.1%,13.9%,91.7,-,-,23.1%,30.8%,46.2%,75.3,62.5%,18.8%,9.4%,91.4%,30.8%,0.0%,30.8%,38.5%,46.2%,30.8%,23.1%,42.9%
Cam Smith RHB,N/A,19,4.20,0,1,0.312,0.421,0.312,-,0.340,10.5%,30.0%,15.8%,13.0%,90.7,15.4%,7.7%,7.7%,38.5%,15.4%,75.9,64.3%,21.4%,10.7%,93.3%,30.8%,0.0%,7.7%,53.8%,30.8%,46.2%,23.1%,21.4%
Nick Allen RHB,N/A,13,2.80,0,0,0.083,0.154,0.083,-,0.118,7.7%,23.8%,15.4%,12.2%,90.9,-,-,20.0%,50.0%,10.0%,68.5,-,27.8%,16.7%,94.7%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,43.8%
Braden Shewmake LHB,N/A,12,2.40,0,2,0.091,0.167,0.091,-,0.128,8.3%,19.4%,-,10.8%,94.0,18.2%,-,18.2%,54.5%,27.3%,70.2,2.9%,32.4%,8.8%,94.4%,45.5%,0.0%,9.1%,45.5%,45.5%,36.4%,18.2%,50.0%
Cesar Salazar LHB,N/A,9,3.20,0,0,-,0.222,-,-,0.152,11.1%,7.7%,11.1%,2.9%,88.3,-,-,50.0%,33.3%,33.3%,66.4,-,40.0%,10.0%,83.3%,-,-,50.0%,33.3%,83.3%,-,16.7%,11.1%
